melodic_variance	repeteadness_mean	repeteadness_variance	pitch_in_piece	weighted_abruptness	pitch_in_rules	branchiness_mean	pitch_between_rules	branchiness_variance	melodic_mean	unweighted_abruptness
0.24489795918367349	14.0	14.240336109443904	21	2	1.0714285714285714	3.1428571428571428	[7, 4, 1, 2, 4, 4, 5, 5, 3, 13, 9, 1, 1, 3, 1, 2, 2, 7, 5, 2, 1, 5, 10, 7, 4, 12, 4, 2, 2, 2]	2.3367346938775513	1.4285714285714286	4
0.35298378886365417	8.75	5.8852076021950888	29	7	4.4557522123893802	4.610619469026549	[6, 7, 4, 3, 3, 7, 6, 9, 3, 2, 3, 5, 6, 7, 5, 6, 7, 7, 2, 10, 9, 10, 12, 3, 13, 8, 9, 5, 4, 7, 6, 12, 5, 6, 3, 5, 7, 9, 13, 6, 7, 5, 4, 8, 12, 5, 2, 10, 5, 12, 4, 1, 6, 4, 7, 7, 1, 14, 2, 9, 7, 9, 7, 5, 3, 5, 6, 8, 4, 2, 6, 10, 7, 4, 8, 2, 12, 8, 7, 12, 2, 2, 4, 6, 7, 9, 9, 6, 4, 9, 8, 6, 4, 5, 1, 11, 8, 8, 3, 3, 7, 6, 8, 8, 3, 5, 7, 7, 3, 7, 6, 3, 7, 10, 16, 16, 5, 6, 1, 4, 6, 3, 7, 9, 9, 6, 4, 12, 6, 7, 9, 7, 7, 5, 2, 12, 9, 10, 3, 8, 12, 5, 3, 5, 8, 9, 6, 11, 7, 9, 3, 7, 6, 5, 9, 5, 3, 6, 2, 7, 7, 4, 5, 4, 7, 7, 6, 10, 5, 6, 5, 7, 10, 9, 8, 1, 6, 3, 3, 8, 11, 17, 3, 13, 7, 7, 9, 17, 8, 2, 3, 6, 9, 7, 3, 12, 6, 5, 6, 9]	7.6182943065236115	2.1194690265486726	4
0.22390532544378697	10.0	8.0958143377850238	31	5	2.8153846153846156	3.5076923076923077	[7, 12, 1, 3, 7, 3, 1, 8, 1, 2, 5, 5, 9, 3, 9, 4, 3, 5, 2, 9, 12, 3, 3, 10, 2, 5, 5, 11, 5, 1, 12, 9, 3, 4, 2, 4, 8, 5, 9, 9, 8, 8, 2, 9, 2, 2, 1, 8, 5, 2, 3, 12, 13, 11, 7, 3, 7, 8, 4, 3, 11, 12, 3, 2, 9, 8, 5, 1, 12, 2, 1, 12]	1.8191715976331362	1.6615384615384616	8
0.47222222222222221	3.0	0.51607986587411303	16	2	0.94444444444444442	3.2222222222222223	[3, 2, 5, 9, 5, 7, 1, 5, 4, 2, 2, 3, 12, 1]	1.9506172839506175	1.5	3
0.40236686390532539	7.0	4.4409457900807157	10	4	2.1538461538461537	3.0769230769230771	[1, 1, 2, 7, 5, 3, 7, 7, 4, 5, 2, 5, 7]	1.1479289940828401	1.5384615384615385	4
0.0	1.0	0.0	10	5	0.0	2.6000000000000001	[2, 2, 5, 4]	2.4400000000000004	1.0	2
0.70493753718024976	7.0	4.2155436847103758	29	3	2.8780487804878048	3.3658536585365852	[9, 7, 2, 7, 12, 9, 5, 3, 4, 5, 7, 4, 2, 1, 2, 12, 3, 2, 2, 4, 3, 7, 10, 7, 3, 12, 4, 3, 1, 12, 2, 3, 2, 9, 7, 2, 5, 4, 1, 3, 8, 5, 2, 5, 5, 8, 6, 1, 6, 2, 3, 2, 7, 1, 8, 4, 2, 7, 4, 3, 6, 4, 4, 7, 3, 7, 3, 7]	2.7685901249256397	2.0487804878048781	2
0.60972126038781171	8.0	5.2525022224949414	20	6	4.0592105263157894	3.9605263157894739	[5, 8, 7, 10, 2, 5, 6, 9, 3, 6, 3, 6, 5, 4, 3, 3, 8, 7, 5, 6, 4, 5, 3, 9, 7, 9, 3, 10, 9, 8, 7, 5, 9, 10, 12, 3, 8, 9, 5, 6, 3, 8, 8, 6, 5, 2, 4, 1, 9, 7, 3, 8, 1, 8, 7, 8, 1, 6, 1, 5, 3, 8, 5, 12, 8, 5, 12, 9, 6, 12, 9, 2, 1, 7, 5, 6, 3, 3, 3, 4, 9, 13, 8, 1, 6, 5, 9, 11, 12, 12, 6, 1, 3, 9, 7, 5, 3, 9, 10, 3, 5, 6, 12, 12, 12, 5, 2, 6, 6, 7, 4, 8, 7, 3, 1, 10, 8, 8, 5, 4, 12, 10, 9, 10, 7, 8, 5, 5, 9, 3, 9, 3, 1, 3, 5, 2, 7, 11, 6, 7]	3.3800207756232683	2.2039473684210527	5
0.38477954420863025	10.0	9.1062423788345956	46	12	4.3495575221238942	4.0353982300884956	[2, 8, 11, 7, 8, 2, 5, 3, 3, 7, 5, 5, 2, 4, 5, 3, 4, 6, 2, 8, 7, 12, 10, 15, 4, 9, 10, 3, 8, 7, 3, 2, 3, 7, 17, 7, 18, 6, 6, 1, 4, 1, 7, 12, 3, 2, 33, 8, 1, 7, 3, 5, 7, 2, 3, 7, 14, 3, 2, 4, 5, 2, 7, 11, 15, 9, 15, 10, 1, 2, 4, 6, 9, 7, 4, 16, 10, 5, 18, 9, 12, 31, 6, 14, 12, 9, 7, 4, 2, 5, 1, 3, 8, 11, 7, 3, 7, 5, 2, 7, 9, 10, 8, 3, 6, 7, 2, 7, 5, 9, 5, 10, 2, 8, 7, 1, 12, 1, 4, 4, 2, 5, 3, 3, 2, 5, 12, 3, 4, 2, 1, 4, 1, 6, 4, 12, 9, 12, 10, 1, 1, 3, 1, 6, 2, 2, 4, 5, 10, 5, 4, 8, 17, 11, 1, 11, 7, 2, 8, 6, 7, 7, 7, 5, 11, 5, 4, 3, 7, 1, 11, 8, 8, 4, 1, 4, 6, 5, 6, 11, 11, 5, 9, 6, 2, 5, 1, 11, 5, 2, 3, 3, 17, 1, 5, 7, 2, 4, 13, 12, 7, 12, 3, 9, 8, 12, 3, 7, 10, 10, 2, 8, 5, 2, 7, 7, 10, 7, 5, 10, 7, 5, 5, 9, 10, 12, 1, 3, 5, 7, 12, 9, 13, 10, 5, 3, 9]	4.0695434254835927	1.9867256637168142	12
0.24691358024691359	12.0	10.856038072575849	19	7	1.9444444444444444	2.6666666666666665	[12, 3, 2, 5, 2, 11, 7, 5, 1, 2, 2, 2, 7, 1, 12, 4, 2, 12]	0.33333333333333337	1.4444444444444444	7
0.4344482891195694	11.514285714286	11.056142430524911	24	12	2.9607843137254903	3.7647058823529411	[12, 7, 5, 12, 5, 3, 1, 7, 2, 7, 2, 12, 5, 3, 12, 1, 7, 2, 1, 3, 2, 16, 7, 4, 7, 4, 12, 11, 2, 8, 7, 4, 5, 5, 4, 11, 5, 4, 1, 2, 2, 3, 5, 16, 1, 12, 5, 2, 1]	4.2583621683967703	1.7254901960784315	2
