melodic_variance	repeteadness_mean	repeteadness_variance	pitch_in_piece	weighted_abruptness	pitch_in_rules	branchiness_mean	pitch_between_rules	branchiness_variance	melodic_mean	unweighted_abruptness
0.42666666666666675	19.0	31.287643784786642	13	2	1.8333333333333333	2.9333333333333331	[5, 2, 4, 2, 2, 4, 2, 3, 2, 12, 3, 3, 1, 1, 4, 12, 2, 3, 3, 12, 5, 5, 3, 5, 3, 4, 1, 2, 1, 2, 5, 4, 2, 3, 2]	0.86222222222222245	1.8	2
0.38016528925619836	8.3499999999999943	5.5586272955476286	12	9	2.0909090909090908	3.1818181818181817	[3, 8, 1, 5, 7, 2, 8, 1, 5, 5, 5, 5, 3, 9, 5, 3, 2, 5, 3, 3, 3, 2]	1.239669421487603	1.7272727272727273	7
3.3388429752066107	17.0	21.715480470539365	21	1	3.4545454545454546	3.1818181818181817	[7, 7, 15, 4, 4, 1, 5, 4, 4, 3, 6, 8, 5, 4, 6, 7, 4, 3, 3, 1, 4, 8, 7, 5, 3, 2, 2, 4, 7, 4, 21, 11, 4, 6, 5, 4, 6, 8, 4, 4, 10, 3, 1, 6, 2, 13, 1, 4, 8, 3, 6]	3.3760330578512399	2.4545454545454546	5
0.55810079133694301	8.0	5.7484621299500196	24	2	1.7142857142857142	3.1836734693877551	[7, 5, 4, 2, 2, 2, 6, 3, 5, 1, 2, 24, 5, 5, 3, 3, 2, 2, 3, 2, 1, 4, 5, 6, 3, 3, 2, 2, 1, 3, 1, 4, 1, 8, 5, 2, 1, 3, 5, 4, 3, 4, 1, 8, 4, 2, 6, 3]	1.5376926280716368	1.8163265306122449	2
0.49970273483947675	7.0	3.9782801514332076	17	3	4.431034482758621	3.4482758620689653	[7, 5, 5, 10, 4, 4, 6, 3, 7, 14, 9, 1, 5, 12, 3, 12, 1, 2, 8, 5, 9, 3, 8, 2, 1, 2, 3, 8, 5, 4, 9, 10, 6, 4, 8, 7, 2, 14, 8, 7, 9, 9, 8, 12, 8, 6, 5, 9, 5, 7, 3, 7, 2, 17, 3, 7, 9, 9, 7]	1.7645659928656363	2.0172413793103448	1
0.23167430237401079	9.0	6.0191827247427891	20	4	3.2142857142857144	4.3877551020408161	[6, 4, 8, 5, 2, 7, 4, 5, 5, 2, 4, 1, 9, 3, 8, 3, 7, 12, 6, 5, 2, 4, 8, 7, 3, 7, 5, 1, 1, 2, 2, 5, 3, 8, 4, 2, 9, 2, 12, 4, 8, 8, 11, 2, 4, 5, 3, 5, 3, 8, 7, 6, 3, 11, 9, 4, 7, 5, 13, 4, 2, 3, 9, 1, 7, 1, 7, 5, 4, 2, 5, 6, 2, 3, 8, 7, 5, 2, 9, 5, 5, 4, 3, 1, 9, 7, 5, 11, 1, 4, 7, 8, 5, 7, 2, 12, 10, 8, 9]	6.3802582257392757	1.846938775510204	3
0.24732461355529131	5.0	1.6753780407626557	24	7	3.8275862068965516	3.1724137931034484	[7, 5, 19, 7, 11, 10, 3, 9, 7, 2, 5, 16, 8, 3, 1, 7, 4, 5, 7, 12, 12, 17, 4, 1, 5]	2.9013079667063022	1.5517241379310345	3
0.3732638888888889	6.0	3.4121119001980125	23	2	3.7083333333333335	3.3333333333333335	[8, 7, 2, 4, 3, 8, 2, 4, 2, 5, 7, 12, 4, 10, 12, 3, 9, 9, 4, 3, 3, 12, 12, 9, 5, 7, 5, 5, 5, 1, 2, 12, 5, 4, 9, 8, 7, 2, 10, 7, 4, 12]	1.6805555555555556	1.7916666666666667	2
0.38775510204081642	3.9769230769231001	1.1889513883816187	17	5	1.8571428571428572	3.0	[12, 2, 5, 1, 4, 1, 3, 4, 5, 2, 5]	1.5714285714285714	1.5714285714285714	4
0.43704474505723201	10.0	9.4283194759385243	17	12	2.4838709677419355	3.225806451612903	[7, 7, 7, 4, 12, 12, 10, 10, 5, 3, 12, 2, 2, 8, 4, 12, 3, 2, 3, 7, 1, 4, 7, 1, 1, 7, 1, 1]	1.9812695109261189	1.5806451612903225	12
0.40234375	7.0	3.6615997127807214	22	7	4.96875	3.0625	[9, 7, 12, 5, 4, 7, 14, 10, 7, 19, 14, 14, 3, 12, 7, 5, 2, 1, 7, 5, 3, 2, 7, 7, 16, 14, 2, 9, 12, 14, 4, 17, 4]	1.05859375	1.8125	7
0.53514739229024944	4.8999999999999986	1.5413737155219038	12	5	2.2380952380952381	3.3333333333333335	[6, 5, 5, 5, 5, 5, 2, 7, 3, 7, 5, 3, 10]	1.5555555555555554	1.8095238095238095	5
0.25274348422496573	9.0	6.3313198573127218	22	10	2.6851851851851851	3.2962962962962963	[8, 1, 1, 5, 10, 2, 8, 3, 3, 3, 5, 5, 3, 10, 10, 1, 2, 3, 3, 1, 2, 22, 10, 1, 8, 2, 5, 7, 5, 1, 2, 10, 2, 2, 5, 7, 1, 10, 10, 9, 5, 4, 9, 3, 4, 9, 13, 4, 7, 13, 7, 2, 9, 5, 3, 2, 5, 6, 1]	0.91220850480109716	1.6851851851851851	8
0.0	1.8262295081964999	0.20550031353574219	4	2	0.0	2.0	[2, 2]	0.0	1.0	2
0.64000000000000001	2.8645833333335498	0.49965454931976572	15	2	0.80000000000000004	2.7999999999999998	[11, 15, 2, 15, 2, 7, 2, 2]	1.1599999999999999	1.6000000000000001	2
0.32638888888888884	5.0	1.7604188439985218	15	9	3.7916666666666665	3.3333333333333335	[6, 4, 10, 7, 13, 7, 13, 13, 13, 7, 5, 9, 4, 3, 2, 2, 6, 7, 13, 9, 15, 4]	1.8888888888888891	1.5833333333333333	5
0.38905325443786992	7.0	4.5765940223171064	24	1	2.8269230769230771	3.3846153846153846	[1, 10, 2, 7, 2, 9, 7, 5, 16, 11, 3, 1, 3, 4, 5, 17, 11, 5, 14, 8, 11, 16, 4, 4, 4, 7, 5, 1, 2, 2, 1, 2, 3, 5, 9, 4, 7, 5, 7, 7, 2, 3, 6, 9, 7, 5, 5, 3, 2, 4, 2, 4, 1, 1]	2.0443786982248522	1.7307692307692308	5
0.39118457300275483	7.0	4.204081632653061	15	8	5.0	3.7575757575757578	[8, 2, 1, 1, 14, 8, 2, 3, 8, 8, 5, 15, 6, 5, 15, 5, 5, 15, 15, 13, 13, 11, 7, 2, 2, 1]	2.1230486685032139	1.8181818181818181	15
0.39693877551020412	7.0	3.6644820036615249	24	5	2.9285714285714284	3.9714285714285715	[3, 7, 8, 1, 8, 3, 5, 11, 9, 5, 7, 2, 1, 1, 4, 2, 2, 4, 6, 5, 8, 12, 7, 3, 4, 8, 4, 2, 5, 10, 3, 1, 9, 3, 7, 13, 7, 10, 7, 10, 1, 3, 5, 1, 2, 7, 10, 7, 3, 3, 5, 1, 7, 9]	3.2563265306122453	1.7857142857142858	9
0.32525951557093424	9.1514285714285908	6.9261088788238663	24	8	4.4117647058823533	3.1764705882352939	[5, 12, 7, 2, 7, 8, 12, 7, 5, 7, 7, 5, 8, 14, 4, 8, 7, 2, 8, 7, 5, 5, 5, 12, 4, 12, 3, 8, 14, 5, 9, 14, 7, 7, 7, 5, 12]	1.4394463667820068	1.7058823529411764	5
0.24943310657596368	5.0	1.738402656683965	22	7	3.3333333333333335	3.0476190476190474	[12, 5, 7, 9, 10, 10, 7, 7, 12, 4, 3, 4, 5, 6, 5, 7, 7, 5, 1, 10, 7, 12]	0.42630385487528338	1.5238095238095237	7
