melodic_variance,repeteadness_mean,repeteadness_variance,pitch_in_piece,weighted_abruptness,pitch_in_rules,branchiness_mean,branchiness_variance,melodic_mean,unweighted_abruptness,labels
0.367360736,11.8,11.39701925,22,2,3.255813953,4.093023256,3.479718767,1.872093023,2,Classical
0.335824865,8,5.378510845,25,3,4.671957672,4.317460317,5.793398841,2.052910053,7,Classical
0.225478182,12.8,14.66256244,25,3,3.459854015,4.262773723,4.076935372,1.875912409,4,Classical
0.390532544,5,2.186871686,11,1,1.923076923,2.461538462,0.710059172,1.384615385,1,Classical
0.366782007,7.65625,4.574687754,14,7,1.294117647,3.294117647,3.031141869,1.470588235,7,Classical
0.415621302,6,2.454906695,36,1,3.230769231,3.538461538,2.463905325,1.723076923,2,Classical
0.368366285,4,0.944775087,27,2,3.193548387,4.419354839,6.082206035,1.774193548,7,Classical
0.423440454,7,3.74234375,15,2,2,3.304347826,2.907372401,1.52173913,5,Classical
0.098765432,1.8,0.16,12,7,0.333333333,3.111111111,1.209876543,1.111111111,5,Classical
0.44,4,1.371535802,14,2,1.25,3.4,2.04,1.6,5,Classical
0.42012498,7,4.523830545,24,4,3.126582278,4.050632911,5.16199327,1.898734177,2,Classical
0.2176,7,4.959246444,21,12,1.04,3.28,3.2416,1.32,7,Classical
0.520928387,4.888888889,1.589134709,21,5,3.028169014,4.281690141,4.878397143,2.014084507,4,Classical
0.386561203,5.875,2.502468421,29,1,3.699115044,3.946902655,4.333463858,1.946902655,7,Classical
0.244897959,6,2.96654321,17,2,2.380952381,3.047619048,1.664399093,1.428571429,3,Classical
0,1,0,7,2,0,2.333333333,1.222222222,1,2,Classical
0.49691358,7,3.905064566,29,1,3.037037037,4.37037037,5.733196159,1.944444444,2,Classical
0.247933884,4.5,1.534605999,15,2,1.227272727,3.454545455,2.702479339,1.454545455,1,Classical
0.24,10,7.364531605,31,3,2.685714286,3.657142857,3.939591837,1.4,28,Classical
0,2,0.1875,13,1,0,1.777777778,0.839506173,1,1,Classical
0.603261207,10,8.721236522,36,12,4.118110236,3.543307087,2.106392213,2.05511811,6,Classical
0.24852071,7,3.301800591,10,5,2.076923077,3.230769231,3.100591716,1.461538462,5,Classical
0.397805213,15.31758242,19.86798972,25,5,2.296296296,3.851851852,4.101508916,1.814814815,4,Classical
0.570987654,5.55,2.3264,15,7,1.5,3.111111111,1.543209877,1.611111111,2,Classical
0.170093511,13,14.53653581,33,5,4.545454545,4.128342246,4.101175327,1.85026738,3,Classical
0.488084068,13,15.33043707,26,10,4.150684932,3.904109589,3.771626947,2.136986301,3,Classical
0.261594153,14,14.8535696,65,2,2.495867769,3.73553719,4.475513968,1.570247934,3,Classical
0.402366864,6,3.021626298,8,2,1.153846154,3.076923077,0.99408284,1.538461538,2,Classical
0.554601692,10,8.066556862,26,7,3.331460674,4.595505618,6.89256407,2.202247191,2,Classical
0.489795918,9,6.279293945,34,7,2.551020408,3.224489796,2.37817576,1.714285714,3,Classical
0.576388889,21,39.27722017,22,2,3.277777778,3.583333333,2.770833333,2.083333333,5,Classical
0.688090737,14,17.91479806,22,9,2.869565217,3.260869565,1.801512287,1.913043478,9,Classical
0.7875,2.3,0.382222222,12,2,1.15,3.5,1.35,1.75,4,Classical
0.382222222,6,2.878698225,14,6,1,2.8,1.226666667,1.466666667,2,Classical
0.6596,9,6.890243172,24,5,5.04,3.08,1.3936,1.98,5,Classical
0.775061261,15,19.57081879,29,2,3.559701493,3.47761194,2.995767431,2.26119403,2,Classical
0.170132325,6.6,3.585172845,25,7,1.130434783,2.869565217,1.59168242,1.217391304,5,Classical
0,1,0,14,5,0,1.6,0.64,1,5,Classical
0.26984127,10,8.52969817,33,5,4,3.666666667,1.603174603,1.666666667,5,Classical
0.247928994,11,10.28970579,45,5,4.815384615,4.269230769,5.189053254,1.923076923,7,Classical
0.334455668,16.94444444,23.89561574,37,1,3.444444444,3.676767677,3.915722885,1.777777778,9,Classical
0.687938996,13.8,17.08426935,28,15,5.088709677,4.048387097,4.796045786,2.383064516,7,Classical
0.33984375,4.36,1.45,14,2,0.9375,2.875,2.609375,1.3125,5,Classical
0.36231405,13.83333333,15.84527395,28,4,4.472727273,3.527272727,2.867438017,1.963636364,3,Classical
0.23472126,12,12.10828377,47,3,5.473684211,3.934210526,4.245671745,1.703947368,7,Classical
0.498661511,10,7.828532112,18,1,3.512195122,3.585365854,2.218322427,2.036585366,5,Classical
0.515570934,8,5.320005725,32,3,2.470588235,3.382352941,1.824394464,1.882352941,2,Classical
0.465779959,8,4.870920861,19,7,3.329545455,4.295454545,5.708161157,2.011363636,5,Classical
0.348765432,3,0.820861678,14,1,1.166666667,3.111111111,1.987654321,1.388888889,2,Classical
0.601800554,8.3,6.033132154,22,5,2.184210526,3.736842105,2.878116343,1.763157895,2,Classical
0.53164557,16,21.52733346,21,7,3.746835443,3.924050633,4.449927896,2,1,Classical
0.979591837,11.5,11.05050748,22,1,2.971428571,3.085714286,2.02122449,1.857142857,4,Classical
0.237943329,9.909090909,8.974745783,33,7,4.205479452,3.561643836,1.890035654,1.698630137,7,Classical
0.48691358,8.572727273,5.992801377,29,1,4.059259259,3.585185185,2.361262003,2.044444444,5,Classical
0.61821667,16,23.47631389,49,6,5.113821138,4.06097561,5.114168154,2.382113821,19,Classical
0.71484375,5,1.927437642,17,2,1.625,3.8125,4.02734375,1.8125,4,Classical
0.380211949,5,2.172555763,24,1,3.19047619,4.367346939,4.57253922,2.027210884,12,Classical
0.3264,11,10.04329258,24,2,1.76,3.28,1.7216,1.44,4,Classical
0.321797521,10,8.193105182,27,5,4.602272727,3.681818182,2.194214876,1.795454545,12,Classical
0.547122019,12,13.26418506,20,7,3.579439252,4.056074766,3.884706088,2.065420561,12,Classical
0.2464,8,4.792657892,22,2,1.16,3.68,3.3376,1.44,2,Classical
0.43359375,6,2.888888889,25,3,1.4375,2.9375,2.49609375,1.5625,3,Classical
0.449912427,13,14.71774313,47,9,10.89542484,3.620915033,2.222307659,1.967320261,2,Classical
0.1875,4,1.26984127,12,2,1.25,3.333333333,2.555555556,1.25,12,Classical
0.452699248,16,20.36777541,33,9,4.730769231,4.042735043,5.203301921,2.094017094,7,Classical
0.249433107,8,5.322315559,14,4,1.285714286,3.428571429,3.387755102,1.476190476,5,Classical
0.249134948,5,1.96484375,12,2,1.764705882,3.411764706,2.595155709,1.470588235,5,Classical
0.168367347,3,0.587257618,13,2,0.785714286,3.285714286,2.632653061,1.214285714,4,Classical
0.334929828,17,24.41192063,39,2,5.638059701,4.082089552,5.881321007,2.029850746,12,Classical
0.49609375,7,4.367539027,11,4,1.5,3.625,2.484375,1.5625,1,Classical
0.54175951,9,7.285482306,24,11,4.533678756,3.989637306,4.155333029,2.25388601,6,Classical
0.401522903,14.8,19.61608507,36,14,7.268292683,3.853658537,4.437120761,2.151219512,1,Classical
0.638888889,7,3.645773345,23,1,2.854166667,3.5,2.708333333,1.833333333,3,Classical
0.421541588,12,11.30443473,22,3,4.590361446,3.807228916,2.637538104,1.987951807,5,Classical
0.378842975,6.68,3.469576,24,1,4.115151515,4.715151515,5.573406795,2.054545455,1,Classical
0.40474283,6,2.544892256,26,3,3.886075949,3.898734177,4.293542701,1.886075949,3,Classical
0.310376492,5,2.136805473,20,3,1.575757576,3.454545455,2.247933884,1.515151515,3,Classical
0,1,0,5,5,0,1,0,1,5,Classical
0.39532872,14,15.82222552,16,2,1.705882353,3.588235294,3.830449827,1.676470588,2,Classical
0.657024793,10,8.445673858,33,5,3.545454545,3.818181818,4.603305785,1.954545455,5,Classical
0.201767782,11,10.0024236,57,1,10.92290249,4.74829932,9.376556065,1.993197279,4,Classical
0.249483471,10.7,9.405727024,32,1,3.022727273,3.818181818,4.512396694,1.522727273,7,Classical
0.28454783,14,16.28339266,42,12,5.403614458,3.927710843,3.946581507,1.84939759,2,Classical
0.402292899,13.95833333,16.29434447,38,8,5.157692308,4.076923077,5.555621302,2.096153846,1,Classical
0.24,6,2.747174903,16,4,2.36,4.16,3.8944,1.6,2,Classical
0.970651477,8,5.786155308,29,5,4.4,3.728301887,3.148821645,2.562264151,9,Classical
0.426303855,5,1.857050173,13,5,1.095238095,3.238095238,1.990929705,1.619047619,4,Classical
0.331360947,7,3.583177083,26,1,2.602564103,4,4.820512821,1.769230769,5,Classical
0.366782007,6,2.738227147,12,2,1.294117647,3.294117647,1.85467128,1.470588235,2,Classical
0.1875,2.45,0.409722222,13,2,1.125,3,1.625,1.25,2,Classical
0.482686981,7,3.821983656,17,3,3.105263158,3.578947368,2.980609418,1.868421053,3,Classical
0.148760331,5,2.274166667,14,2,0.818181818,2.545454545,1.520661157,1.181818182,2,Classical
0.547518416,8,4.768968915,21,7,3.934065934,3.846153846,2.63567202,2.043956044,3,Classical
0.24952741,5,1.743055556,14,3,1.826086957,3.739130435,2.366729679,1.52173913,1,Classical
0.345430992,14,16.1931019,41,7,4.31797235,4.341013825,6.879101276,1.986175115,7,Classical
0.239973702,5,1.64759814,20,7,3.282051282,4.205128205,5.060486522,1.794871795,4,Classical
0.50859375,12.35,11.73846916,24,2,3.7875,3.875,4.759375,1.9375,9,Classical
0.30039978,7,4.097040147,36,9,6.53125,4.3515625,4.962341309,2.01953125,7,Classical
0.595909134,9,7.343577824,24,10,3.553398058,3.72815534,4.29503252,2.077669903,9,Classical
0.675746916,19.6,35.201722,36,7,4.882352941,4.00619195,4.873026675,2.303405573,3,Classical
0.220914918,19,33.38756615,48,10,11.8111588,4.74248927,8.989482216,2.010729614,28,Classical
0,1.93,0.17,12,2,0,2.666666667,0.666666667,1,2,Classical
0.30202059,16,23.06851644,29,3,4.045751634,4,4.039215686,1.928104575,5,Classical
0.14532872,2.25,0.359375,14,1,0.352941176,3.058823529,1.820069204,1.176470588,3,Classical
0.366782007,3.15,0.830246914,13,6,1.588235294,3.176470588,1.204152249,1.529411765,5,Classical
0.649000416,8,5.442200192,15,5,3.357142857,3.673469388,2.321949188,2.234693878,8,Classical
0,1,0,13,7,0,2.25,0.9375,1,7,Classical
0.720999405,15,19.6342052,20,12,3.536585366,3.268292683,1.903628792,1.756097561,9,Classical
0.490411932,26,49.76096606,48,9,4.897727273,3.465909091,3.203383264,2.0625,5,Classical
0.622589532,9,6.754259769,17,8,4.742424242,4.515151515,7.477043159,2.272727273,9,Classical
0.37734375,6,2.436874442,29,3,2.6875,3.775,3.624375,1.8125,7,Classical
0.49467532,12,12.70127317,24,16,4.592814371,3.988023952,4.347161963,2.179640719,3,Classical
0,4,1.360946746,14,12,0,2.461538462,0.402366864,1,12,Classical
0.222222222,1.9,0.222222222,12,5,0.666666667,3.833333333,1.972222222,1.333333333,4,Classical
0,2,0.25,7,3,0,2,0,1,3,Classical
0.198347107,3,0.717805213,19,2,0.818181818,3.272727273,2.107438017,1.272727273,2,Classical
0.592061981,14,17.36556905,29,10,4.506578947,3.736842105,3.193905817,2.243421053,3,Classical
0.398233266,6.05,3.286586391,26,5,3.923728814,4.440677966,4.788853778,2.008474576,3,Classical
0.403206447,11.95,11.38001494,32,7,4.314814815,4.296296296,6.541838134,2.064814815,5,Classical
0.238185255,8,5.532818797,19,3,1.52173913,3.47826087,3.640831758,1.391304348,3,Classical
0.44456463,5.35,2.301792882,19,4,2.511627907,3.488372093,1.598702001,1.790697674,2,Classical
0.416666667,4,1.316115702,8,2,0.916666667,3.666666667,1.222222222,1.5,2,Classical
0,2,0.204081633,14,2,0,2.4,0.64,1,2,Classical
0.340833212,6,2.663917204,24,9,3.373493976,4.240963855,3.845550878,1.819277108,7,Classical
0.227903579,7,3.810973858,42,16,3.891891892,3.081081081,1.425858291,1.351351351,2,Classical
0.389004581,6,3.003193114,17,5,2.530612245,3.714285714,3.714285714,1.755102041,4,Classical
0.396788739,46,185.7794635,37,4,6.523560209,3.921465969,4.480743401,2.295811518,5,Classical
0.367040734,11,9.400767171,30,2,3.795275591,4.283464567,5.289726579,1.94488189,5,Classical
0.472505469,11.54444444,12.07381081,36,1,6.259640103,4.190231362,6.097488121,2.254498715,5,Classical
0.1875,4,1.178443934,12,2,0.583333333,3,1.333333333,1.25,2,Classical
0.130177515,2.5,0.429752066,14,2,0.615384615,3.076923077,1.917159763,1.153846154,2,Classical
0.355968758,11,10.88985624,56,33,7.093650794,4.584126984,8.85244646,2.136507937,4,Classical
0.751288889,5.866666667,2.506198045,20,3,3.866666667,3.706666667,4.767288889,2.093333333,4,Classical
0.312174818,7,3.973730669,24,1,1.709677419,3.483870968,3.152965661,1.451612903,1,Classical
0.239819854,13,14.55226081,26,12,4.328767123,4.630136986,5.561831488,1.917808219,1,Classical
0.552295918,9.908333333,8.328981781,28,2,3.616071429,3.803571429,4.032844388,2.035714286,1,Classical
0.472653061,10,7.97134527,26,1,3.514285714,3.971428571,4.656326531,1.885714286,3,Classical
0.690909091,10,8.378807561,20,4,2.927272727,3.563636364,2.464132231,2,1,Classical
0.336411203,9,6.670509297,52,9,4.780701754,4.269005848,5.214185561,2.052631579,9,Classical
0.16,1.85,0.1875,10,2,0.8,3.2,1.36,1.2,1,Classical
0.532214506,4,1.258060173,22,7,3.708333333,4.25,4.409722222,1.902777778,5,Classical
0.636303855,11,10.5052992,25,7,4.585714286,3.866666667,4.239365079,2.252380952,3,Classical
0.439909297,6,2.797167847,13,1,1.19047619,3.333333333,2.698412698,1.523809524,1,Classical
0.192816635,2,0.299334206,18,3,2.855072464,2.985507246,1.376601554,1.739130435,8,Classical
0.314346452,14,19.11663252,28,12,4.962711864,4.325423729,5.460201092,2.145762712,7,Classical
0.450390503,10,8.951864774,33,6,4.980686695,4.334763948,6.630422369,2.311158798,4,Classical
0.364001754,20,37.0383153,58,10,10.38483685,4.623800384,11.39014371,2.27831094,15,Classical
0.228373702,4.05,1.4475,13,4,0.882352941,3.529411765,2.719723183,1.352941176,2,Classical
0.484429066,5,1.979547115,12,1,1.117647059,3.411764706,2.477508651,1.529411765,5,Classical
0.502857143,6.933333333,3.542852801,15,2,2.742857143,3.2,1.874285714,1.8,2,Classical
0.959667946,16.52173913,18.48864791,36,4,3.185840708,3.415929204,3.977445376,2.150442478,3,Classical
0.21438872,5,2.05353956,24,2,3.810126582,4.379746835,4.74186829,1.746835443,4,Classical
0.591020408,10,7.825251005,19,3,2.085714286,3.428571429,2.302040816,1.742857143,5,Classical
0.445533526,6,2.977857105,22,1,2.492537313,3.880597015,3.80663845,1.820895522,3,Classical
0.601629697,6,2.85046228,28,12,4.329787234,3.595744681,2.602535084,2.191489362,2,Classical
0.65384083,11.85714286,11.7182011,24,5,3.141176471,3.811764706,3.282214533,2.070588235,2,Classical
0.468112245,7,3.954502178,24,2,2.107142857,3.857142857,3.658163265,1.821428571,3,Classical
0.29559949,7.8,4.508769421,26,1,2.107142857,3.857142857,4.301020408,1.660714286,4,Classical
0.40859375,10,8.192135799,26,5,3.8125,3.7,2.96,1.9375,12,Classical
0.643664485,8.8,6.068802646,21,2,2.243902439,3.365853659,1.841760857,1.87804878,2,Classical
0.240705734,14,15.85661807,27,3,2.637681159,3.652173913,3.06742281,1.695652174,1,Classical
0.294044148,12.9,13.14272544,20,9,3.795918367,3.510204082,2.576426489,1.693877551,3,Classical
0.280158944,13,15.10620938,41,16,8.229813665,4.385093168,7.193318159,1.925465839,1,Classical
0.375488544,18,28.71362967,33,3,3.658682635,4.431137725,6.724299903,1.958083832,2,Classical
0.38957476,5,1.755102041,22,7,0.851851852,3.185185185,2.150891632,1.407407407,4,Classical
0.079395085,2.95,0.429752066,24,1,0.608695652,3.47826087,3.814744802,1.086956522,4,Classical
0.241735537,6.55,3.5056,15,5,0.863636364,3.272727273,2.380165289,1.409090909,1,Classical
0.544378698,4,1.262222222,19,7,2.923076923,2.769230769,1.408284024,1.615384615,7,Classical
0.172383871,8,5.332037256,41,20,13.26185958,5.013282732,10.85181598,2.017077799,29,Classical
0.442980125,7.285714286,4.58438707,53,1,2.128865979,3.865979381,2.837708577,1.896907216,2,Classical
0.418123819,10,9.079498967,29,1,3.206521739,3.934782609,4.604442344,1.923913043,4,Classical
0.247324614,5,1.966918715,19,5,2.862068966,3.24137931,2.941736029,1.551724138,10,Classical
0.549884478,8,4.688686264,21,1,3.043478261,3.652173913,2.980466289,1.971014493,2,Classical
0.452693526,8,5.320259907,21,3,2.595744681,3.659574468,2.692621096,1.808510638,3,Classical
0.478052126,8,5.547249111,31,5,4.601851852,4.018518519,4.592249657,2.148148148,4,Classical
0.331597222,4,1.230532472,15,3,1.041666667,3.416666667,1.076388889,1.541666667,3,Classical
0.454409469,12,12.82243093,26,12,3.975806452,4.080645161,3.767689906,2.072580645,5,Classical
0.240160873,8.888888889,6.094248505,26,4,4.322033898,4.101694915,3.871014076,1.881355932,1,Classical
0.469135802,5,2.191632231,14,3,1.388888889,2.888888889,2.87654321,1.444444444,3,Classical
0,1,0,7,7,0,1,0,1,7,Classical
0.57648283,8,5.887515668,19,4,3.387096774,3.774193548,3.271592092,1.935483871,3,Classical
0.385991434,5,2.15302112,22,7,3.777777778,4.095238095,4.562358277,1.793650794,12,Classical
0.41,2,0.319637188,10,4,2.25,3.5,2.75,1.7,5,Classical
0.24952741,7,3.565258775,42,16,3.31884058,3.797101449,3.031295946,1.52173913,16,Classical
0.213017751,2.55,0.4736,31,12,3.615384615,3.384615385,1.159763314,1.307692308,2,Classical
0.58964305,4,0.852304854,31,1,2.511627907,3.348837209,2.69226609,1.941860465,2,Classical
0.272490629,24,45.03996036,24,4,5.255102041,4.06122449,5.588088297,1.846938776,3,Classical
0.12244898,1.75,0.138888889,17,2,0.214285714,3.428571429,1.959183673,1.142857143,3,Classical
0.310376492,7.5,4.497697469,24,1,1.696969697,3.454545455,2.85399449,1.484848485,2,Classical
0.331597222,6,3.164600551,13,3,1.666666667,3.5,1.5,1.541666667,1,Classical
0.503701553,12,11.39784032,26,3,3.590361446,3.397590361,2.817825519,1.951807229,2,Classical
0.372528616,5.25,2.302458449,17,1,1.967741935,3.35483871,2.486992716,1.580645161,9,Classical
0.548991145,19,32.41183255,33,1,3.530120482,3.469879518,2.851502395,1.927710843,5,Classical
0.634691358,8,4.644656942,27,4,3.8,3.933333333,3.728888889,2.255555556,7,Classical
0,1,0,18,3,0,1.5,0.5,1,3,Classical
0.33635435,9,6.837671877,52,8,6.857594937,4.5,6.357594937,2.047468354,5,Classical
0.138888889,5,2.162382934,28,7,0.833333333,3.583333333,3.993055556,1.166666667,4,Classical
0.293320347,13,14.82560785,25,7,3.828828829,4.414414414,5.0354679,1.936936937,12,Classical
0.427169421,9,6.918024691,30,5,2.965909091,3.590909091,2.469008264,1.931818182,7,Classical
0.764705882,5,1.66122449,13,5,2.294117647,3.705882353,3.678200692,2,5,Classical
0.338727768,9,6.186248071,53,5,3.398734177,3.886075949,3.024995994,1.797468354,10,Classical
0.463010204,4.96,1.54239312,24,9,1.964285714,3.142857143,2.62244898,1.535714286,1,Classical
0.419838524,7,4.358994586,21,2,2.529411765,3.725490196,3.257977701,1.823529412,1,Classical
0.479080933,4.75,1.544213088,24,4,2.111111111,3.666666667,3.814814815,1.759259259,2,Classical
0.377687075,8,5.066229774,24,3,4.580952381,4.171428571,5.170612245,1.942857143,7,Classical
0.373890533,9,6.897009967,19,4,4.25,3.692307692,2.674556213,1.826923077,5,Classical
0.196280174,9,6.042356491,34,1,6.563909774,4.090225564,5.164791678,1.789473684,7,Classical
0.198347107,2.872727273,0.482865014,12,1,0.909090909,3.272727273,2.380165289,1.272727273,3,Classical
0.415555556,6,2.712799754,24,7,4.083333333,3.633333333,2.632222222,1.866666667,2,Classical
0.246619794,7,4.562130178,27,13,2.930232558,3.860465116,5.840995133,1.441860465,1,Classical
0,1,0,7,7,0,1,0,1,7,Classical
0.866210938,4,1.209842793,29,2,2.1875,4.0625,4.05859375,1.90625,3,Classical
0,1.8,0.16,10,2,0,2.285714286,1.632653061,1,2,Classical
0.387755102,3,0.555555556,11,7,1.5,3.428571429,1.959183673,1.428571429,2,Classical
0.180595325,7,3.716600954,43,26,11.93367347,4.984693878,9.474255519,1.977040816,24,Classical
0.328202305,15.59222222,18.75518568,64,3,9.344632768,3.97740113,5.468415845,1.951977401,15,Classical
0.37109375,7.985714286,5.011255598,12,2,1.1875,3.5,3.5,1.4375,2,Classical
0.310017427,19,31.96998092,52,27,12.99224806,4.131782946,4.843098371,1.992248062,6,Classical
0.695700197,10.81081081,10.53993281,36,1,4.512820513,3.702564103,3.542301118,2.261538462,2,Classical
0.249702735,5,2.154052734,14,3,1.655172414,4.137931034,4.601664685,1.517241379,4,Classical
0.604936453,8,5.357534198,27,7,5.137614679,3.889908257,4.107145863,2.325688073,3,Classical
0.653502136,13,14.94880793,36,7,3.580188679,3.867924528,4.161801353,2.325471698,8,Classical
0.198347107,3,0.517638889,11,1,0.818181818,3.090909091,2.446280992,1.272727273,1,Classical
0.341346154,5,2.004708629,28,1,3.115384615,3.115384615,2.025147929,1.75,5,Classical
0.222222222,4,1.295274012,12,2,0.833333333,3.5,2.75,1.333333333,5,Classical
0.350384789,12,12.47481666,13,5,3.042553191,3.489361702,1.611588954,1.893617021,1,Classical
0.24770146,13,14.66463062,26,2,4.302325581,3.372093023,2.187128177,1.720930233,12,Classical
0.171392565,15,19.08768797,55,10,9.706521739,4.536231884,7.096513338,1.869565217,5,Classical
0.372266667,5,2.007680217,24,9,3.56,3.813333333,2.871822222,1.88,3,Classical
0.222222222,5,2.130909091,24,2,1.952380952,3.333333333,2.412698413,1.333333333,5,Classical
0.725927304,15,20.2379923,24,12,4.675257732,3.835051546,4.20990541,2.407216495,5,Classical
0.466679264,13,16.10300289,31,3,3.952380952,3.857142857,3.693877551,1.96031746,1,Classical
0.249307479,5,1.889648438,12,5,1.368421053,4,2.526315789,1.526315789,3,Classical
1.306420607,6.64,3.49085184,15,2,2.803921569,3.215686275,2.953479431,2.450980392,4,Classical
0.365783025,5,1.840874115,20,4,2.52238806,4.447761194,5.620405436,1.850746269,5,Classical
0.231404959,1.9,0.222222222,10,2,1.090909091,4,1.818181818,1.363636364,1,Classical
0.309490913,5.95,2.317346339,29,9,3.556701031,4.12371134,5.13933468,1.824742268,4,Classical
0,0,0,14,2,0,2.888888889,0.543209877,1,2,Classical
0.55859375,11.8,11.41658304,24,12,3.5625,3.25,1.604166667,1.9375,2,Classical
0.296296296,12,11.52147272,17,3,2.111111111,2.962962963,1.146776406,1.666666667,3,Classical
0.721107682,9.771256039,7.59896369,33,4,3.12037037,3.388888889,2.25617284,2.101851852,3,Classical
0.329545455,10,8.871562216,24,8,4.051136364,3.988636364,4.340779959,2,7,Classical
0.334556213,12,10.8567151,28,1,5.238461538,4.630769231,8.948284024,2.107692308,5,Classical
0.411865234,5.3,2.257357002,38,2,3.671875,3.6875,2.68359375,1.796875,7,Classical
0.483650794,14,15.99039506,25,2,4.042857143,4.085714286,5.945034014,2.233333333,7,Classical
0.381284114,5.81,2.601866199,27,7,4.949152542,4.13559322,5.151106004,1.991525424,5,Classical
0.670365966,12,12.23521407,31,12,4.398467433,4.007662835,4.444385725,2.32183908,4,Classical
0,1,0,5,5,0,1,0,1,5,Classical
0.396814404,5,1.603151011,24,1,2.921052632,3.736842105,3.720221607,1.605263158,1,Classical
0.228373702,6,3.2164,14,3,1.529411765,3.411764706,2.477508651,1.352941176,7,Classical
0.8339,7.181818182,4.561118596,24,2,4.65,3.5,2.71,2.19,1,Classical
0.330438107,6.8,3.44882259,27,10,4.267281106,4.129032258,4.084733165,2.036866359,4,Classical
0,1,0,13,2,0,2.909090909,2.082644628,1,5,Classical
0.364081633,4.933333333,1.664279574,22,5,1.171428571,3.2,2.217142857,1.514285714,2,Classical
0.21,3.6,0.877526754,17,7,1.55,3.4,2.74,1.3,2,Classical
0.5056,10,8.664932411,24,2,3.36,3.44,1.4864,1.88,3,Classical
0.130177515,4.15,1.543209877,14,7,0.615384615,3.538461538,2.556213018,1.153846154,5,Classical
1.398606653,8,6.134547822,28,6,4.537190083,3.719008264,3.392118025,2.512396694,3,Classical
0.09,1.8,0.16,10,5,0.3,3,1.6,1.1,5,Classical
0.348617717,10,7.668062043,46,7,4.206896552,3.379310345,2.321640904,1.698275862,1,Classical
0.690674054,5,1.60443575,22,8,4.359649123,4.175438596,3.986765159,2.105263158,5,Classical
0.508361678,6.8,3.136850995,26,12,3.476190476,4.095238095,3.776643991,1.94047619,7,Classical
0.249433107,4,1.236965616,12,1,1.80952381,3.619047619,2.140589569,1.523809524,2,Classical
0.336483932,4.4,1.549305803,16,4,1.52173913,3.130434783,2.461247637,1.52173913,4,Classical
0.222222222,2,0.198347107,10,3,0.6,3.6,2.64,1.333333333,6,Classical
0.338842975,7,3.918270184,15,2,1.545454545,3.636363636,4.140495868,1.454545455,2,Classical
0,2.65,0.5,19,2,0,1.333333333,0.222222222,1,2,Classical
0.292241254,17,24.11279936,56,10,8.990963855,4.234939759,5.974923792,1.945783133,14,Classical
0,2.75,0.555555556,26,26,0,2,0.4,1,26,Classical
0.426859504,10,8.984124704,28,8,5.8,4.718181818,8.220578512,2.136363636,10,Classical
0.238130022,8.777777778,6.062073951,26,5,3.486486486,3.675675676,2.813732652,1.756756757,7,Classical
0.290612245,5.855555556,2.644943883,15,9,2.314285714,3.771428571,3.490612245,1.628571429,3,Classical
0.497012431,9,7.356339143,25,3,4.765550239,3.866028708,4.393534947,2.220095694,6,Classical
0.222222222,3.3,0.853877551,16,3,1.055555556,3.333333333,2.111111111,1.333333333,8,Classical
0.601365688,10,7.828742824,24,12,3.546583851,3.97515528,5.850314417,2.211180124,2,Classical
0.381487889,10,8.579362216,24,4,3.568627451,3.68627451,1.823144944,1.970588235,4,Classical
0.712802768,6,2.91349481,13,1,1.058823529,2.941176471,1.937716263,1.588235294,2,Classical
0.388571429,8.96,5.938319802,13,8,2.114285714,3.257142857,1.448163265,1.8,4,Classical
0.16,1.7,0.12244898,15,1,0.266666667,2.8,1.626666667,1.2,2,Classical
0.405113811,10,9.549190292,54,2,5.940397351,4.364238411,7.393820446,2.178807947,4,Classical
0.195555556,2,0.222222222,15,2,0.8,3.333333333,1.822222222,1.266666667,2,Classical
0,1,0,1,1,0,1,0,1,1,Classical
0.812683654,16.05,22.2303488,28,2,3.874172185,3.920529801,5.2387176,2.417218543,6,Classical
0.26517561,14,17.13201071,45,8,4.385964912,4.16374269,4.756814062,1.85380117,17,Classical
0.269841765,14,15.79288414,50,5,4.603351955,4.111731844,4.680253425,1.837988827,2,Classical
0.231789802,17,23.63980823,38,1,4.177419355,3.725806452,3.166753382,1.758064516,3,Classical
0.472194521,10,8.401462165,38,12,4.256140351,3.845614035,3.96914743,2.161403509,3,Classical
0.082644628,1,0,13,2,0.181818182,3.090909091,1.900826446,1.090909091,2,Classical
0.366324459,7.2,4.874068779,39,2,5.347593583,4.754010695,8.313820813,2.155080214,5,Classical
0.43359375,10,8.632597508,24,2,4.375,3.875,4.546875,1.8125,12,Classical
0.29373318,15,19.13886452,22,3,3.058823529,3.843137255,4.014609765,1.68627451,2,Classical
0.447268895,4.25,1.476322545,25,6,3.866141732,4.409448819,4.761485523,2.039370079,5,Classical
0.605167915,12,13.07417788,26,2,3.293577982,3.706422018,4.500967932,2.018348624,1,Classical
0.37244898,3.2,0.851211073,12,2,0.928571429,2.857142857,1.265306122,1.357142857,3,Classical
0.256151258,6,2.441629417,46,17,10.19493671,4.774683544,8.903662875,2.04556962,13,Classical
0.250519031,8,5.157183623,29,7,3.494117647,4.211764706,4.425743945,1.764705882,5,Classical
0.462175151,9,6.086570541,26,2,5.462264151,3.905660377,4.066571734,1.990566038,11,Classical
0.254610351,8,5.518283789,21,5,3.817073171,4,3.512195122,1.804878049,3,Classical
0,2,0.177469136,19,1,0,2.307692308,1.136094675,1,1,Classical
