melodic_variance,repeteadness_mean,repeteadness_variance,pitch_in_piece,weighted_abruptness,pitch_in_rules,branchiness_mean,branchiness_variance,melodic_mean,unweighted_abruptness,labels
0.742382271,7.761904762,4.751339534,13,4,1.789473684,3.263157895,3.878116343,1.684210526,8,Classical
0.462798149,8.833333333,6.324436012,36,12,3.443396226,3.547169811,2.323246707,1.905660377,2,Classical
0,1,0,10,2,0,2.285714286,1.06122449,1,2,Classical
0.305659293,5,2.012133313,31,19,1.93220339,3.525423729,2.656133295,1.610169492,6,Classical
0.261919765,10,8.544338532,28,3,4.130434783,4,3.913043478,1.884057971,8,Classical
0.353355784,9,7.419411958,35,4,3.309734513,4.017699115,4.849244263,1.902654867,3,Classical
0.2475,7,3.71690907,27,2,1.275,3.2,1.96,1.55,2,Classical
0.4375,8,5.153950717,19,8,1.775,3.4,2.54,1.75,4,Classical
0.21671258,9,7.216715338,51,9,10.34986226,4.297520661,6.638754183,1.939393939,24,Classical
0.283339549,7,4.086442111,40,10,4.467153285,4.635036496,6.925195802,2.03649635,2,Classical
0.325141777,11,10.7030102,11,7,1.869565217,3.391304348,2.064272212,1.608695652,6,Classical
0.37953599,9,6.847933346,29,2,2.975609756,3.365853659,1.158834027,1.756097561,16,Classical
0.24,5,2.170146656,15,1,1.4,3.733333333,2.728888889,1.4,2,Classical
0.247658689,6,3.292024045,21,2,1.935483871,3.35483871,1.51925078,1.548387097,2,Classical
0.288016911,9,6.344785686,27,3,3.517241379,4.436781609,6.751750562,1.816091954,12,Classical
0.31292517,8,4.73839801,19,5,3.253968254,4.444444444,6.24691358,1.80952381,12,Classical
0.1875,2.45,0.409722222,13,2,1.125,3,1.625,1.25,2,Classical
0.235434007,14,13.81755952,44,3,3.298850575,3.471264368,2.410093804,1.620689655,5,Classical
0,0,0,10,1,0,2.857142857,1.265306122,1,1,Classical
0.229903978,7,3.638652855,31,5,4.348148148,4.414814815,4.850150892,1.851851852,7,Classical
0.570987654,13,14.89763574,19,10,5.944444444,3.638888889,2.81404321,2.111111111,3,Classical
0.33438667,7,3.90527012,48,9,8.754237288,4.367231638,7.198474257,2.06779661,4,Classical
0.338765432,6.95,3.23646102,24,5,2.444444444,3.288888889,1.805432099,1.711111111,1,Classical
0.232004759,8,5.354792899,16,2,2.365853659,3.317073171,3.192147531,1.634146341,5,Classical
0.376390533,13,15.13581339,28,4,2.723076923,4.476923077,6.111005917,1.976923077,3,Classical
0.2976,10,7.983233333,12,1,2.56,3.52,2.8896,1.68,2,Classical
0.293333333,9.55,7.905224913,33,3,2.2,3.377777778,1.968395062,1.466666667,2,Classical
0.80859375,6,2.784995512,16,3,2.916666667,4.541666667,5.206597222,2.0625,1,Classical
0.320398718,9,7.359667522,55,21,11.28616352,4.704402516,8.629603259,2.018867925,19,Classical
0.177514793,3.214285714,0.758848852,13,2,1.230769231,3.846153846,3.053254438,1.230769231,4,Classical
0.637763823,7,4.413864052,46,23,13.02586207,3.836206897,3.438689061,2.237068966,24,Classical
0.222222222,3,0.743801653,21,3,0.888888889,3.555555556,3.580246914,1.333333333,3,Classical
0.663229998,7.698823529,4.573531389,31,7,2.907563025,3.579831933,2.613374762,2.025210084,5,Classical
0.1875,3,0.712018141,15,1,0.6875,2.25,1.0625,1.25,1,Classical
0.753440222,13.65,15.70956266,26,4,3.685393258,4.337078652,8.448175735,2.258426966,7,Classical
0.551111111,8,4.710456327,25,14,3.344444444,3.911111111,2.703209877,2.066666667,7,Classical
0.26378816,7,3.763013287,29,5,3.246753247,4.103896104,4.196997807,1.753246753,7,Classical
0.365079365,5,1.799790249,19,4,2.142857143,3.904761905,4.657596372,1.666666667,1,Classical
0.506001847,7,4.569392836,22,7,3.456140351,3.614035088,3.429978455,1.947368421,7,Classical
0.395792242,8,5.566280264,21,1,2.820512821,3.58974359,2.652202498,1.743589744,9,Classical
0,2.75,0.555555556,7,1,0,1.5,0.25,1,1,Classical
0.4275,15,21.31064817,38,8,4.2,4.394444444,6.349969136,2.15,4,Classical
0.340909091,4.25,1.435149754,19,5,2.545454545,3.454545455,2.611570248,1.5,14,Classical
0,1,0,7,1,0,1.5,0.25,1,1,Classical
0.432397959,12,11.20485382,15,2,2.464285714,3.285714286,2.704081633,1.678571429,2,Classical
0.437759158,12,12.05060431,26,2,4.080213904,4.171122995,6.612428151,2.106951872,9,Classical
0.41427311,13,15.44151479,29,3,3.376237624,3.98019802,3.484756396,2.03960396,3,Classical
0.37244898,2,0.198347107,12,1,0.857142857,3,1.857142857,1.357142857,1,Classical
0.488909009,7.6,4.496056515,13,7,2.319148936,3.531914894,2.759619737,1.978723404,7,Classical
0,1.85,0.1875,10,2,0,2.857142857,1.265306122,1,1,Classical
0.474697232,9.7,7.424227313,27,16,2.676470588,3.588235294,2.065743945,1.897058824,1,Classical
0.346169081,10.69047619,9.027626208,58,12,7.494680851,4.234042553,5.019692168,1.89893617,16,Classical
0.515306122,3,0.72107438,8,1,1.357142857,3.571428571,1.530612245,1.642857143,1,Classical
0.238751148,7,3.770928387,17,2,2.242424242,4.121212121,4.348943985,1.606060606,3,Classical
0.41,3.3,0.847288889,12,2,0.6,2.4,0.64,1.3,2,Classical
0.598754325,15,19.87448096,22,4,3.258823529,3.6,4.169411765,1.964705882,10,Classical
0.59213875,12,12.26690351,24,5,5.466019417,3.922330097,4.537656707,2.009708738,2,Classical
0.580277423,7.48,4.199143897,28,2,3.982142857,3.964285714,5.105867347,2.008928571,3,Classical
0.12244898,3.3,0.915555556,15,2,0.285714286,3.714285714,3.204081633,1.142857143,1,Classical
0.39143367,6,2.638464,23,1,2.195121951,3.463414634,2.004759072,1.731707317,1,Classical
0.195555556,3.1,0.75900277,12,5,1.066666667,2.533333333,1.315555556,1.266666667,5,Classical
0.344671202,4,1.144640999,14,7,1.523809524,3.714285714,3.918367347,1.476190476,7,Classical
0.722222222,3,0.664536272,14,1,2.041666667,3.25,3.270833333,1.833333333,7,Classical
0.416666667,4.74,1.798957476,19,12,3.25,4.166666667,3.638888889,1.5,7,Classical
0.109375,2.8,0.476388889,12,2,0.125,2.5,0.5,1.125,1,Classical
0.098765432,2.55,0.44,10,2,0.222222222,2.666666667,1.777777778,1.111111111,2,Classical
0.506855139,17.8,31.03268641,45,4,5.046391753,3.87628866,3.304283133,2.092783505,16,Classical
0.243055556,2.55,0.4736,10,1,1.666666667,3.5,1.25,1.416666667,3,Classical
0.076388889,3,0.544378698,14,5,0.166666667,3.166666667,1.638888889,1.083333333,2,Classical
0.299429606,11,10.2708428,67,2,9.782978723,3.931914894,5.169832503,1.859574468,9,Classical
0.075778122,8,4.944173328,77,5,11.67086157,4.838334947,14.62536489,1.939980639,16,Classical
0.24408284,6,3.142040816,16,2,1.615384615,3.384615385,3.236686391,1.423076923,2,Classical
0.340799475,9,6.162899389,41,3,4.27638191,3.829145729,2.905482185,1.969849246,5,Classical
0.197542608,9,6.298865285,71,4,12.53563218,4.266666667,6.609348659,1.931034483,9,Classical
0.296296296,4.9,1.611880966,16,5,3.111111111,3.481481481,1.953360768,1.666666667,5,Classical
0.388888889,3.257142857,0.786658163,12,2,0.333333333,3.166666667,1.305555556,1.333333333,3,Classical
0.254756243,11,9.993974171,22,12,3.586206897,3.689655172,3.800237812,1.672413793,12,Classical
0.93441358,4.9,1.599717813,17,7,2.555555556,3.944444444,2.663580247,2.194444444,5,Classical
0.09,1.625,0.108024691,12,2,0.7,2.4,1.84,1.1,7,Classical
0.439909297,6.2,3.41380117,13,2,1.047619048,3.238095238,1.800453515,1.523809524,3,Classical
0.3264,3,0.66652664,14,4,1.48,3.68,3.4176,1.56,2,Classical
0.259165917,16,21.04876069,55,8,8.96797153,4.24911032,5.809830169,1.975088968,43,Classical
0.433522369,6,2.479298977,21,2,2.391304348,4.231884058,6.120142827,1.826086957,4,Classical
0.15299939,17,25.79761027,58,22,9.497005988,4.335329341,6.372584173,1.856287425,12,Classical
0.26812066,11,10.02577716,25,8,4.229166667,3.791666667,2.685763889,1.885416667,5,Classical
0.371700337,13,15.51420149,36,19,5.120418848,4.481675393,5.464323895,2.005235602,9,Classical
0.260752235,7,3.444576762,24,4,2.519480519,3.922077922,2.877045033,1.805194805,2,Classical
0.712643678,8,5.670406415,27,12,3.206896552,3.425287356,1.7616594,2,11,Classical
0.443786982,7,3.598227147,13,3,1.461538462,3.307692308,1.905325444,1.692307692,1,Classical
0.461428571,8,5.045679037,24,1,3.385714286,3.685714286,3.958367347,1.9,3,Classical
0.377950139,6.8,3.658626114,26,8,5.7,4.431578947,6.782160665,2.031578947,7,Classical
0.246539792,6,2.99047619,21,7,1.647058824,3.705882353,4.85467128,1.441176471,7,Classical
0.336483932,6.94,3.72525829,17,7,1.260869565,3.391304348,3.890359168,1.47826087,4,Classical
0.35,4,1.161431702,12,2,0.9,3.3,1.71,1.5,1,Classical
0.356180073,11,10.23173054,47,6,5.982638889,3.930555556,4.099344136,2.038194444,8,Classical
0.4475,11.60882353,11.13050827,17,1,1.15,2.5,0.45,1.45,1,Classical
0.243305785,5,1.563058036,17,3,3.236363636,4.072727273,3.740165289,1.781818182,2,Classical
0.374565972,9.966666667,8.192404104,30,3,1.416666667,3.291666667,2.081597222,1.520833333,1,Classical
0.235827664,5.75,2.403070595,10,7,1.952380952,3.333333333,3.555555556,1.619047619,1,Classical
0.309533873,19,31.07334604,48,12,9.725274725,4.087912088,4.256007729,1.93956044,3,Classical
0.25,3.5,0.844953174,12,3,1.590909091,4,2.090909091,1.5,1,Classical
0.246552715,6,2.920462717,26,7,4.771186441,3.745762712,3.52858374,1.872881356,2,Classical
0.414419988,6.703921569,3.596537122,44,3,5.985365854,3.775609756,3.725258775,2.014634146,10,Classical
0.558420948,7,3.574871253,28,3,4.154929577,3.549295775,2.796865701,2.070422535,16,Classical
0.386895603,11,9.656644145,24,9,5.693726937,4.959409594,9.633038766,2.173431734,10,Classical
0,5.9,2.597079502,12,1,0,2,0.25,1,1,Classical
0.279762466,5,1.731360216,25,2,4.194174757,4.446601942,4.965595249,1.854368932,7,Classical
0.160824194,16,20.96612585,51,8,7.404761905,4.163265306,5.483548521,1.860544218,24,Classical
0.375845505,9,6.07343472,20,9,4.277227723,3.821782178,3.393980982,1.98019802,2,Classical
0.549115646,6.857142857,3.559364607,24,7,3.923809524,3.847619048,3.443446712,2.057142857,7,Classical
0.393882002,14,18.25778053,47,5,6.443181818,3.984848485,4.355831038,1.992424242,11,Classical
0.464099896,7,4.017777778,19,9,2.290322581,3.483870968,3.152965661,1.709677419,2,Classical
0.1875,1.75,0.138888889,10,1,0.666666667,2.666666667,2.055555556,1.25,2,Classical
0.19962539,10,8.855139953,34,8,3.909677419,4.141935484,5.218563996,1.819354839,8,Classical
0.44460881,7,4.224458497,26,3,3.871794872,3.538461538,2.684418146,1.935897436,3,Classical
0.459876543,3.08,0.68033241,10,1,1.277777778,3.555555556,2.135802469,1.611111111,2,Classical
0.859136,12,12.66535357,55,5,3.496,3.688,3.382656,2.192,5,Classical
0.231404959,8,5.127912923,19,4,2.227272727,3,2.272727273,1.363636364,9,Classical
0.193905817,5.95,2.621882086,29,2,0.526315789,3.052631579,1.83933518,1.263157895,4,Classical
0.191306196,12,10.7627214,38,15,9.103092784,3.690721649,3.863109789,1.742268041,5,Classical
0.301649306,10,8.259246669,32,3,3.125,3.770833333,4.343315972,1.770833333,12,Classical
0.39,10,8.005117095,20,4,3.3125,3.95,3.6975,1.9,3,Classical
0.809546314,6.4,3.319857953,26,2,2.934782609,2.956521739,1.824196597,1.804347826,9,Classical
0.46366782,7,3.653866955,12,3,1.352941176,3.176470588,2.380622837,1.647058824,2,Classical
0.7044406,7.636311465,4.485863014,20,2,3.833333333,3.666666667,2.594771242,2.264705882,7,Classical
0.239297559,11,11.37586948,50,9,5.779614325,4.418732782,6.248905281,1.980716253,9,Classical
0.168286073,9,7.091599997,33,3,5.219512195,4.032520325,3.755039989,1.81300813,4,Classical
0.355502677,11,9.714019947,34,3,4.380487805,4.175609756,6.037453896,2.024390244,2,Classical
0.312174818,7,4.273112052,22,4,2.516129032,3.096774194,2.732570239,1.548387097,4,Classical
0.456597222,6,2.915931451,16,5,1.666666667,3.333333333,1.722222222,1.708333333,1,Classical
0.301180664,9.85,7.872767601,22,3,2.402985075,4.149253731,4.604588995,1.76119403,7,Classical
0.345039813,7,4.445282496,27,5,4.581196581,4.376068376,5.730367448,2.098290598,3,Classical
0.33905482,4,1.36412095,28,2,5.434782609,4.243478261,4.91463138,2.008695652,5,Classical
0.198347107,2,0.198347107,12,1,1.090909091,3.272727273,2.380165289,1.272727273,2,Classical
0.296966953,19,31.38520585,26,1,3.744680851,3.723404255,3.476686283,1.85106383,9,Classical
0.431405896,14,18.62,38,1,3.746031746,4,3.825396825,1.928571429,3,Classical
0.448043896,12,13.73620803,34,5,7.372047244,4.492125984,7.639701779,2.31496063,8,Classical
0.902892562,6.12,3.21587782,26,1,4.154545455,3.563636364,2.500495868,2.227272727,1,Classical
0.411626113,7,4.273922423,36,2,5.438356164,4.858447489,9.226538229,2.114155251,12,Classical
0.177514793,1.708333333,0.152777778,13,3,0.384615385,4.153846154,3.976331361,1.230769231,1,Classical
0.3775,8,5.3338166,33,4,2.05,3.4,2.44,1.65,9,Classical
0.478356048,16,21.87815563,28,9,3.949579832,3.882352941,3.515570934,1.974789916,1,Classical
0.187884273,10,8.441417517,39,8,7.145251397,4.301675978,5.674354733,1.826815642,26,Classical
0.23615917,5,1.987072963,29,5,2.764705882,3.235294118,1.121107266,1.617647059,5,Classical
0.720221607,6.25,3.259885204,10,3,1.842105263,3.473684211,1.933518006,1.736842105,2,Classical
0.328109502,14,17.28316655,20,3,3.535211268,3.718309859,3.075580242,1.845070423,8,Classical
0.442797732,6,3.362231418,29,2,4.573913043,3.739130435,3.392816635,2.026086957,5,Classical
0.408284024,3,0.630593132,10,2,1.730769231,3.769230769,3.25443787,1.769230769,2,Classical
1.439777006,11.86842105,11.77218809,31,7,3.468531469,3.412587413,2.17242897,2.335664336,8,Classical
0.850585938,7,4.345903572,20,5,3.1875,3.78125,2.545898438,2.15625,7,Classical
0.16,1.7,0.12244898,14,2,0.4,3.2,2.16,1.2,2,Classical
0.34815586,7,3.825774485,44,2,2.756097561,3.87804878,3.277810827,1.719512195,3,Classical
0.290177515,10,10.15294966,34,10,5.923076923,4.541538462,6.88212071,2.046153846,14,Classical
0.601800554,8.3,6.033132154,22,5,2.184210526,3.736842105,2.878116343,1.763157895,2,Classical
0.455327793,11,9.857974497,32,3,5.228070175,4.519298246,8.011031086,2.189473684,5,Classical
0.19477139,8,5.008922572,24,2,3.287234043,4.127659574,4.685830693,1.776595745,1,Classical
0.24,5,1.770083102,12,7,1.666666667,3.2,2.56,1.4,2,Classical
0.286241921,14,16.14202965,26,7,3.543859649,3.333333333,1.906432749,1.684210526,12,Classical
1.055825972,23.8,49.213432,26,9,3.550387597,3.612403101,3.338140737,2.519379845,2,Classical
0.269336445,7.71,4.788929733,23,10,4.355828221,4.662576687,6.886145508,1.975460123,2,Classical
0.4224,10,7.806285567,10,1,1.72,3.36,1.9904,1.76,2,Classical
0.407024793,22,40.15366973,21,1,2.787878788,3.575757576,2.032139578,1.954545455,4,Classical
0.426666667,19,31.28764378,13,2,1.833333333,2.933333333,0.862222222,1.8,2,American Folk
0.380165289,8.35,5.558627296,12,9,2.090909091,3.181818182,1.239669421,1.727272727,7,American Folk
3.338842975,17,21.71548047,21,1,3.454545455,3.181818182,3.376033058,2.454545455,5,American Folk
0.558100791,8,5.74846213,24,2,1.714285714,3.183673469,1.537692628,1.816326531,2,American Folk
0.499702735,7,3.978280151,17,3,4.431034483,3.448275862,1.764565993,2.017241379,1,American Folk
0.231674302,9,6.019182725,20,4,3.214285714,4.387755102,6.380258226,1.846938776,3,American Folk
0.247324614,5,1.675378041,24,7,3.827586207,3.172413793,2.901307967,1.551724138,3,American Folk
0.373263889,6,3.4121119,23,2,3.708333333,3.333333333,1.680555556,1.791666667,2,American Folk
0.387755102,3.976923077,1.188951388,17,5,1.857142857,3,1.571428571,1.571428571,4,American Folk
0.437044745,10,9.428319476,17,12,2.483870968,3.225806452,1.981269511,1.580645161,12,American Folk
0.40234375,7,3.661599713,22,7,4.96875,3.0625,1.05859375,1.8125,7,American Folk
0.535147392,4.9,1.541373716,12,5,2.238095238,3.333333333,1.555555556,1.80952381,5,American Folk
0.252743484,9,6.331319857,22,10,2.685185185,3.296296296,0.912208505,1.685185185,8,American Folk
0,1.826229508,0.205500314,4,2,0,2,0,1,2,American Folk
0.64,2.864583333,0.499654549,15,2,0.8,2.8,1.16,1.6,2,American Folk
0.326388889,5,1.760418844,15,9,3.791666667,3.333333333,1.888888889,1.583333333,5,American Folk
0.389053254,7,4.576594022,24,1,2.826923077,3.384615385,2.044378698,1.730769231,5,American Folk
0.391184573,7,4.204081633,15,8,5,3.757575758,2.123048669,1.818181818,15,American Folk
0.396938776,7,3.664482004,24,5,2.928571429,3.971428571,3.256326531,1.785714286,9,American Folk
0.325259516,9.151428571,6.926108879,24,8,4.411764706,3.176470588,1.439446367,1.705882353,5,American Folk
0.249433107,5,1.738402657,22,7,3.333333333,3.047619048,0.426303855,1.523809524,7,American Folk
0.387755102,4,1.360946746,14,5,1.142857143,2.857142857,0.836734694,1.428571429,5,American Folk
0.418270612,7,3.942566888,25,6,3.118644068,3.86440678,3.235851767,1.762711864,1,American Folk
0.248263889,7.655823293,4.085947259,43,1,1.5,2.916666667,2.159722222,1.458333333,1,American Folk
0.5796,14,17.17611486,24,5,4.38,3.28,1.8416,1.98,5,American Folk
0.248888889,13,14.11074404,31,14,6.333333333,3.2,1.16,1.533333333,12,American Folk
0.257304602,11,10.12132997,36,7,4.513513514,3.459459459,2.086194302,1.716216216,7,American Folk
0.927684441,8,5.406671448,17,8,5,3.297297297,2.262965668,2.135135135,8,American Folk
0.847412109,9,6.686187164,34,2,3.265625,3.09375,1.741210938,1.890625,2,American Folk
3.032222222,11.82352941,11.93470996,16,8,5.133333333,2.733333333,1.395555556,2.633333333,8,American Folk
0.792866941,5,2.044853964,15,9,3.407407407,3.185185185,2.299039781,1.851851852,11,American Folk
0.781194207,7,4.115011138,24,5,3.929577465,3.76056338,4.069430669,2.436619718,5,American Folk
0.255224913,8,5.233328704,37,1,4.988235294,3.811764706,3.846920415,1.635294118,1,American Folk
0.615916955,9.777777778,6.628481788,14,5,3.882352941,2.705882353,1.619377163,1.823529412,5,American Folk
0.484063996,10,8.906356427,28,1,4.476190476,3.428571429,2.371882086,1.992063492,10,American Folk
0.443213296,5.78,2.753701184,13,4,2.052631579,2.736842105,0.720221607,1.631578947,4,American Folk
0.608987603,9,7.188168512,17,12,4.159090909,3.181818182,1.148760331,1.931818182,3,American Folk
0.29615627,21,40.09764543,43,23,3.115942029,3.739130435,3.497164461,1.608695652,4,American Folk
0.234375,9,5.534879362,24,1,1.958333333,3.083333333,2.576388889,1.375,4,American Folk
0.95876718,18.43492063,22.15839639,21,3,2.367346939,2.979591837,1.366930446,2.020408163,4,American Folk
0.509695291,9,7.195595849,17,12,3.947368421,2.842105263,1.08033241,1.736842105,5,American Folk
0.819375,10,8.081560031,38,7,5.875,3.2,2.56,2.075,8,American Folk
0.25,8,5.059687787,19,7,2.818181818,3.090909091,1.537190083,1.5,7,American Folk
0.625923221,11.90909091,11.24433964,34,5,4.54954955,3.441441441,1.994318643,2.117117117,1,American Folk
0.366863905,2,0.158677686,19,4,1,2.461538462,1.479289941,1.307692308,2,American Folk
0.657596372,4.773076923,1.698216432,17,9,4.333333333,3.142857143,1.646258503,1.904761905,12,American Folk
2.0475,3,0.739368999,24,1,2.7,3,1.4,1.95,4,American Folk
0.542040816,17,25.27685441,15,3,4.114285714,3.257142857,1.56244898,2.028571429,7,American Folk
0.846057241,12,12.58018083,48,21,11.2195122,3.219512195,1.781082689,2.154471545,1,American Folk
0.229591837,12,12.24811261,45,1,2.178571429,2.785714286,0.882653061,1.357142857,1,American Folk
0.589088955,9,6.799269554,20,2,3.704918033,3.639344262,2.394517603,2.032786885,7,American Folk
0.347654321,12,12.81549702,26,3,2.288888889,3.244444444,0.984691358,1.688888889,10,American Folk
0.574591856,9.820512821,8.245596735,29,2,4.369863014,3.479452055,2.961906549,1.97260274,8,American Folk
0.429111531,13.4,16.60307137,29,2,2.260869565,2.913043478,0.948960302,1.695652174,2,American Folk
0.470588235,10,8.598220604,12,2,2.558823529,3.411764706,1.477508651,2,3,American Folk
0.290612245,4,1.409722222,16,2,3.4,3.428571429,1.444897959,1.771428571,2,American Folk
0.24,3,0.505677714,17,2,1.666666667,3.333333333,1.022222222,1.4,2,American Folk
0.228373702,3,0.785123967,20,4,1.529411765,2.941176471,1.23183391,1.352941176,4,American Folk
0.331597222,4.9,1.701460249,13,5,1.041666667,3.416666667,2.409722222,1.541666667,1,American Folk
0.556060892,19,32.79893501,19,4,4.145631068,3.796116505,3.832217928,2.432038835,8,American Folk
0.69165023,19,30.68119551,19,12,5.111111111,3.487179487,2.489151874,2.307692308,4,American Folk
0.74556213,10,8.800514598,17,12,3.076923077,3.076923077,1.378698225,1.846153846,5,American Folk
0.720044379,12,11.82306905,33,3,5.173076923,3.076923077,1.955621302,1.826923077,8,American Folk
0.24691358,5.65,2.40234375,12,7,3.222222222,2.444444444,0.691358025,1.444444444,7,American Folk
0.659279778,7,3.755347439,19,2,4.789473684,3.157894737,1.711911357,1.842105263,1,American Folk
0.25,9,6.953864134,29,4,3.15,4,5.65,1.5,2,American Folk
0.996734694,12,12.15010665,33,11,4.914285714,3.257142857,1.676734694,2.057142857,2,American Folk
0.409972299,6.818181818,3.701579547,29,4,4.684210526,3.552631579,2.510387812,1.894736842,1,American Folk
1.542533081,4.75,1.597353497,12,7,4.260869565,2.956521739,1.43289225,2.391304348,7,American Folk
0.465976331,6,3.020231054,34,11,4.211538462,3.230769231,1.715976331,1.730769231,5,American Folk
0.969529086,17.7,27.35315833,40,1,1.421052632,2.789473684,0.797783934,1.631578947,5,American Folk
0.248109641,15,19.15846995,31,22,7.304347826,3.434782609,2.680529301,1.543478261,27,American Folk
0.919861592,8.3,5.814025761,23,2,2.658823529,3.529411765,2.531487889,2.211764706,10,American Folk
0.1875,1.8,0.1696,14,7,2,2.75,0.6875,1.25,7,American Folk
0.343333333,6,3.12824389,15,10,2.7,3.666666667,3.022222222,1.7,12,American Folk
0.358024691,4.948484848,1.898452812,21,4,3.111111111,3,1.333333333,1.444444444,4,American Folk
0.613555291,14,15.69591982,22,7,3.206896552,3.034482759,1.412604043,1.724137931,5,American Folk
0.443877551,6,3.164111788,20,3,4,3.714285714,2.954081633,1.857142857,9,American Folk
0.755555556,6.5,3.577076371,15,15,2.4,2.666666667,0.355555556,1.666666667,4,American Folk
0.288241415,6,3.124466226,24,4,3.741935484,3.677419355,2.05723205,1.741935484,7,American Folk
0.222222222,7.8,4.74452416,43,12,6.066666667,3.5,1.383333333,1.666666667,10,American Folk
0.96566077,22,44.07409586,19,6,3.725806452,3.322580645,3.154006243,2.258064516,8,American Folk
0.25,4,1.020083102,17,3,2.5,3,1,1.5,3,American Folk
0.544378698,3.84,1.14207603,9,3,1.923076923,3.076923077,1.301775148,1.615384615,7,American Folk
0.417921786,14.83333333,19.8237389,39,6,5.218390805,3.873563218,3.754128683,2.040229885,3,American Folk
0.473573407,13.65114943,15.44493808,27,2,4.726315789,3.6,2.576842105,1.989473684,4,American Folk
0.302222222,13,13.77021948,27,3,8.533333333,3.44,1.7664,1.866666667,16,American Folk
0.820987654,15,20.09945945,21,2,4.305555556,3.055555556,1.274691358,1.888888889,7,American Folk
0.373961219,4,1.034205693,18,5,4.210526316,3.368421053,1.390581717,1.684210526,5,American Folk
0.2475,6,2.424342105,19,5,3.65,3.4,2.24,1.55,5,American Folk
0.666666667,3.7,0.913580247,14,12,1.388888889,3.666666667,4.444444444,1.666666667,2,American Folk
0.75617284,14,15.55197343,19,2,4.055555556,3.037037037,1.998628258,2.055555556,3,American Folk
0.390886436,7,4.110677083,22,7,3.452830189,3.58490566,1.940904236,1.79245283,2,American Folk
0.426666667,9.6,7.528848576,15,3,2.3,2.933333333,0.595555556,1.8,3,American Folk
0.317708333,16.5,22.23447384,16,5,3.5,3.583333333,2.159722222,1.875,4,American Folk
0.332644628,6,2.56,21,1,1.363636364,3.272727273,1.380165289,1.590909091,1,American Folk
1.133786848,4,1.328202807,19,5,3.761904762,2.761904762,1.70521542,2.095238095,5,American Folk
0.391404959,7.4,4.313924604,23,2,3.327272727,3.563636364,2.17322314,1.836363636,4,American Folk
0.467120181,15.6,20.03570574,29,2,4.19047619,3.19047619,1.487528345,1.761904762,2,American Folk
0.3275,3,0.653840666,22,2,0.65,3.2,1.86,1.35,2,American Folk
0.446280992,9.392857143,7.230494788,15,3,3.159090909,3.318181818,1.489669421,1.909090909,3,American Folk
0.357960458,6,3.175326348,20,2,2.870967742,3.483870968,2.185223725,1.64516129,1,American Folk
0.423440454,5,1.7156,19,5,1.869565217,3.652173913,3.096408318,1.52173913,10,American Folk
0.437628306,12,12.14000086,27,3,3.648351648,3.516483516,2.227750272,1.956043956,2,American Folk
0,1,0,1,1,0,1,0,1,1,American Folk
0.373365042,6,3.31138546,22,12,7,3.310344828,1.662306778,1.620689655,12,American Folk
0.517333984,12,11.15931257,29,5,4.375,3.5625,2.15234375,1.828125,4,American Folk
0.865555556,5,1.865788752,29,4,3.9,3.6,2.273333333,1.966666667,2,American Folk
0.809688581,5,1.925078044,12,3,3.588235294,3.058823529,1.349480969,1.882352941,5,American Folk
0.409722222,10,9.1384561,24,3,2.458333333,2.833333333,0.972222222,1.583333333,3,American Folk
0.804982699,6,2.701851561,27,5,3,3.482352941,1.920276817,2.082352941,3,American Folk
0.591715976,5,1.888657648,19,5,3.846153846,3.384615385,1.00591716,1.846153846,7,American Folk
0.403846154,9,6.626878515,28,3,1.5,2.769230769,0.946745562,1.5,3,American Folk
0.972064692,15,20.43840915,23,12,4.942028986,3.188405797,2.674648183,2.115942029,2,American Folk
0.477508651,8.714285714,6.326083392,29,7,3.294117647,2.882352941,1.044982699,1.588235294,7,American Folk
0.328888889,4,1.167657551,7,5,2.133333333,3.333333333,0.888888889,1.733333333,2,American Folk
0.138888889,3,0.561983471,13,2,0.833333333,2.333333333,0.888888889,1.166666667,2,American Folk
0.816388889,22,45.40309233,29,5,7.516666667,3.033333333,1.332222222,1.983333333,16,American Folk
0.460227273,6,2.930285888,29,1,3.25,3.227272727,2.084710744,1.75,2,American Folk
0.632653061,3,0.469135802,15,3,3.357142857,2.857142857,1.408163265,1.714285714,3,American Folk
0,1.972727273,0.217454659,13,13,0,1.5,0.75,1,13,American Folk
0.614901582,22,44.1822103,26,7,6.076923077,3.582417582,2.528921628,1.978021978,10,American Folk
0.534722222,7,4.271137217,21,2,4.104166667,3.291666667,2.123263889,1.916666667,2,American Folk
0.766793849,9,5.998024319,21,1,3.709677419,3.419354839,2.372528616,2.247311828,4,American Folk
1.617768595,21,35.03717113,27,2,7.25,2.909090909,1.491735537,2.136363636,11,American Folk
0.278523175,4.25,1.45891627,36,5,4.842465753,4.890410959,5.645524489,1.952054795,12,American Folk
0.382222222,5.75,2.439382289,29,4,3.933333333,2.666666667,0.755555556,1.466666667,4,American Folk
0.5824,8,4.924434053,19,5,3.4,2.72,1.0816,1.76,2,American Folk
1.40062435,12.675,12.76978151,17,3,4.161290323,2.967741935,1.579604579,2.225806452,3,American Folk
0.576388889,7.75,4.953331758,14,7,3.333333333,2.5,0.583333333,1.583333333,7,American Folk
0.822320499,18.84848485,26.8638469,24,2,4,3.290322581,2.077003122,1.983870968,17,American Folk
2.720999405,8.764705882,6.026762721,15,7,6.048780488,3.365853659,1.890541344,2.756097561,7,American Folk
