melodic_variance,repeteadness_mean,repeteadness_variance,pitch_in_piece,weighted_abruptness,pitch_in_rules,branchiness_mean,branchiness_variance,melodic_mean,unweighted_abruptness,label
0,2,1,8,0.8,0,2,0,1,0.8,Pop
0.6856,8.27526725,33.39550294,40,0.209282412,11.53,3.5,2.58,2.38,0.193089418,Pop
0,1,0,28,0.5,0,1,0,1,0.5,Pop
0,1,0,12,0.5,0,1,0,1,0.5,Pop
0.484375,5.717629829,8.327215892,18,3.05615942,2.666666667,3.5,3.083333333,1.625,1.192746075,Pop
0.326388889,3.497838863,5.209999339,21,0.851595745,5.0625,3.541666667,2.998263889,1.916666667,0.524732196,Pop
0.375735627,2.388562092,2.140642595,19,0.358973173,3.70212766,3.787234043,2.763241286,1.914893617,0.329631129,Pop
0.213017751,1.785714286,0.882653061,15,1.256089744,0.846153846,3.384615385,2.390532544,1.307692308,1.236752137,Pop
1.027393044,5.899452149,11.60568612,46,1.045112782,8.315789474,3.719298246,3.745767929,2.245614035,0.797932331,Pop
0.477508651,2.649438464,1.567867776,46,4.642401961,7.588235294,2.588235294,1.53633218,1.588235294,3.818014706,Pop
1.26446281,3.735849986,5.538702944,13,6.721536797,5.272727273,2.727272727,1.289256198,2.090909091,5.463961039,Pop
1.964076948,4.549933089,7.929032372,45,3.184725802,10.80412371,3.195876289,2.528642789,2.87628866,1.269074168,Rock
0.666666667,4.012784091,4.092424377,9,0.844097222,3.111111111,2.444444444,0.691358025,1.666666667,0.844097222,Rock
0.737240076,3.169117647,3.305786476,24,0.652964427,3.217391304,3.043478261,1.693761815,1.956521739,0.475988142,Rock
1.333333333,2,1,5,0.851666667,1,2.333333333,0.222222222,2,0.851666667,Rock
0.24,2,0.666666667,10,0.35,2,2.4,0.24,1.4,0.35,Rock
0.402366864,1.909090909,0.809917355,10,0.384615385,1,3.076923077,1.147928994,1.538461538,0.320512821,Rock
0.249433107,2.798676227,2.72104057,22,0.503571429,2.904761905,3.238095238,1.419501134,1.476190476,0.502857143,Rock
0.6475,3.637417219,5.684758892,17,1.008333333,3.35,3.8,3.81,2.05,0.577769231,Rock
0.41,2.317307692,1.717825444,12,0.965789474,1.95,3.2,0.86,1.7,0.784210526,Rock
2.323469388,3.131649123,3.617713876,23,2.313509317,11.47142857,3.171428571,2.256326531,2.928571429,1.583357981,Rock
0.109375,1.375,0.234375,14,0.814285714,0.125,2.5,1,1.125,0.673214286,Rock
0.2275,3.583333333,4.826388889,17,0.532598684,1.55,3,1.7,1.35,0.541315789,Rock
0.21,4.47826087,5.199747952,21,2.597777778,2.3,2.4,0.24,1.3,2.597777778,Rock
0.513464557,3.234969226,4.184713482,34,0.413894994,3.989010989,3.692307692,3.399830938,1.945054945,0.301872202,Rock
0.685950413,3.988235294,5.964567474,41,0.260768398,4.318181818,2.545454545,0.79338843,1.636363636,0.260768398,Rock
