melodic_variance,repeteadness_mean,repeteadness_variance,pitch_in_piece,weighted_abruptness,pitch_in_rules,branchiness_mean,pitch_between_rules,branchiness_variance,melodic_mean,unweighted_abruptness,label
0,1.930769231,0.20075564,28,1,0,1.5,"[25, 27, 27, 1]",0.75,1,1,Rock
0.21,6.43220339,3.113466071,12,2,1.5,2.2,"[5, 8, 3, 5, 7, 10, 2, 1, 2]",0.56,1.3,2,Rock
0.778827977,13.99243697,18.01814499,27,19,14.30434783,2.434782609,"[27, 2, 17, 10, 19, 19, 27, 27, 1, 19, 10, 27, 27, 19, 19, 27, 27, 27, 27, 27, 17, 27, 17, 18]",1.202268431,2.217391304,19,Rock
0.531855956,4.05,1.4475,14,2,1.421052632,3.263157895,"[7, 4, 9, 4, 2, 9, 2, 7, 4]",2.299168975,1.684210526,2,Rock
1.12287415,9,7.113249769,27,5,4.535714286,3.476190476,"[5, 8, 7, 7, 4, 2, 5, 5, 7, 5, 9, 7, 7, 5, 4, 9, 5, 5, 4, 10, 7, 5, 7, 6, 5, 7, 4, 7, 5, 4, 7, 7, 5, 7, 7, 5, 7, 5, 2, 7, 5, 12, 7, 9, 7, 11, 5, 5, 7, 7, 7, 7, 7, 12, 10, 2, 3, 7, 12, 9, 2, 4, 7, 7, 5, 3, 5, 5, 2, 1, 7, 7, 7, 7, 12, 11, 5, 9]",2.249433107,2.321428571,7,Rock
0.25,5,2.31292517,5,2,0.875,2.5,"[3, 2, 3, 1, 2, 4, 2, 4]",0.25,1.5,2,Rock
0.484375,1,0,6,5,1.75,2.5,"[4, 1, 4, 1]",1.25,1.625,5,Rock
0.115555556,1.75,0.138888889,12,1,0.133333333,3.066666667,"[1, 1, 1, 2, 1]",1.128888889,1.133333333,1,Rock
0.483955714,13.4164916,16.68270225,44,4,14.73972603,3.739726027,"[34, 12, 2, 14, 24, 26, 8, 4, 29, 26, 41, 39, 27, 38, 24, 28, 33, 26, 10, 28, 28, 17, 2, 41, 40, 24, 31, 36, 40, 38, 2, 16, 33, 40, 26, 33, 8, 39, 5, 7, 34, 34, 5, 22, 9, 31, 4, 2, 9, 13, 3, 2, 41, 12, 31, 33, 35, 40, 29, 22, 39, 12, 9, 26, 9, 34, 40, 1, 28, 40, 16, 14, 13, 15, 22, 24, 38, 2, 3, 29, 26, 40, 31, 9, 5, 14, 29, 5, 34, 31, 2, 22, 24, 41, 28, 11, 26, 29, 15, 15, 41, 4, 34, 12, 10, 33, 5, 5, 31, 9, 25, 1, 24, 5, 3, 5, 29, 27, 24, 25, 9, 31, 5, 8, 33, 2, 28, 26, 24, 34, 33, 4, 7, 10, 14, 31, 33, 35, 7, 5, 10, 3, 38, 35, 9, 40, 33, 36, 33, 26, 24, 14, 22, 12, 2, 40, 24, 14, 38, 11]",3.02814787,2.095890411,9,Rock
0,2.75,0.555555556,16,16,0,1.666666667,"[1, 1, 1]",0.555555556,1,16,Rock
0.575505351,6,2.778019379,21,8,6.448275862,2.827586207,"[2, 3, 8, 1, 10, 2, 8, 10, 10, 10, 10, 19, 21, 8, 10, 19, 11, 7, 13, 4, 13, 8, 5, 5, 3, 13, 8]",2.418549346,1.896551724,8,Rock
0.556478917,11.53846154,10.10668018,22,8,5.052631579,3.157894737,"[8, 8, 8, 2, 4, 4, 11, 8, 19, 4, 2, 20, 4, 2, 12, 1, 5, 8, 4, 8, 8, 6, 9, 5, 15, 4, 15, 16, 5, 8, 15, 10, 8, 2, 2, 4, 3, 4, 6, 8, 8, 10, 9, 19, 10, 5, 8, 6, 2, 11, 13, 19, 13, 5, 13, 2, 2, 15, 11, 1, 4]",2.518928901,1.929824561,4,Rock
0,3.5,0.991735537,12,12,0,1.6,"[12, 7, 1, 1, 4]",0.24,1,12,Rock
0,3.32,0.840236686,14,7,0,2.333333333,"[5, 8, 7, 2, 5]",0.222222222,1,7,Rock
5,6.857142857,4.140939774,19,7,8.6875,2,"[15, 19, 7, 7, 19, 15, 11, 4, 19, 15, 4, 7, 19, 19]",0.375,3,7,Rock
0.16,1,0.008888889,7,5,0.4,2.4,"[2, 2, 3]",0.24,1.2,5,Rock
0.213017751,4,1.36137617,22,3,1.769230769,2.615384615,"[10, 2, 6, 8, 11, 3, 13, 8, 7, 3]",1.159763314,1.307692308,3,Rock
0.323731139,4.9,1.708763598,24,1,1.62962963,2.962962963,"[2, 4, 3, 9, 2, 2, 1, 2, 2, 1, 9, 2, 8, 1, 5, 10, 2, 9, 2, 7, 1, 2, 7]",1.813443073,1.518518519,4,Rock
0.831024931,7,3.909375,19,3,1.368421053,3.157894737,"[19, 1, 3, 3, 2, 2, 2, 5, 6, 2, 3]",1.501385042,1.894736842,3,Rock
1,5.475732601,2.249262476,3,2,1.625,3,"[3, 3, 3, 2, 3, 2, 3, 3, 2, 1]",0.5,2,2,Rock
1.008601177,5.771428571,2.271024303,45,9,6.085106383,2.936170213,"[16, 9, 8, 3, 17, 13, 9, 6, 19, 9, 16, 19, 20, 20, 20, 10, 13, 4, 3, 3, 8, 6, 2, 4, 19, 6, 4, 8, 9, 2, 13, 13, 6, 19, 16, 9, 3, 9, 6, 9]",1.506564056,2.276595745,4,Rock
0.172839506,4,1.413234162,31,5,3.444444444,2,"[31, 31, 10, 1, 21, 19, 21, 31]",0.888888889,1.222222222,31,Rock
1.595663265,9,6.62136671,17,12,3.178571429,2.714285714,"[5, 7, 2, 3, 2, 7, 7, 1, 5, 3, 10, 3, 10, 5, 7, 8, 7, 12, 1, 2, 5]",0.846938776,2.107142857,12,Rock
0.172839506,4,1.407139128,17,2,2,2.222222222,"[6, 9, 2, 5, 9, 3, 2, 2, 12]",0.617283951,1.222222222,2,Rock
0.194918784,18,25.72884655,48,8,7.857142857,3.673469388,"[32, 12, 5, 9, 9, 9, 8, 4, 20, 1, 8, 3, 4, 5, 34, 12, 17, 12, 8, 15, 26, 19, 8, 12, 17, 12, 26, 9, 5, 2, 5, 29, 32, 26, 31, 3, 15, 23, 3, 4, 10, 7, 9, 10, 24, 22, 38, 23, 8, 12, 22, 20, 5, 5, 4, 2, 24, 34, 9, 5, 4, 7, 33, 19, 1, 5, 3, 5, 16, 9, 4, 7, 5, 5, 7, 26, 10, 8, 10, 12, 45, 8, 33, 26, 28, 19, 12, 5, 12, 31, 22, 9, 32, 3, 7, 7, 22, 12, 8, 7, 2, 3, 19, 22, 30, 7, 43, 7, 15, 16, 35, 15, 12, 8, 3, 19, 27, 21, 15, 4, 21]",3.52603082,1.734693878,8,Rock
0.244897959,4.55,1.555555556,7,2,0.857142857,2.571428571,"[1, 4, 7, 2, 1, 3, 2]",1.387755102,1.428571429,2,Rock
0.429752066,3.234848485,0.787906898,14,11,2.636363636,3.454545455,"[5, 7, 5, 7, 5]",1.702479339,1.545454545,8,Rock
0.222222222,3.4,0.923076923,7,3,0.666666667,2.666666667,"[3, 4, 2, 2, 5]",0.555555556,1.333333333,3,Rock
0,1.755555556,0.162808642,9,4,0,1,"[4, 4, 9]",0.5,1,4,Rock
0,1.8,0.16,22,3,0,2,"[12, 3, 4, 2]",0.444444444,1,3,Rock
0,1.75,0.138888889,9,1,0,1.666666667,"[2, 1, 5, 2, 2]",0.555555556,1,1,Rock
0.328285834,10,8.639219357,43,7,7.244131455,3.962441315,"[14, 17, 4, 12, 2, 2, 9, 12, 7, 15, 4, 19, 9, 12, 12, 2, 21, 21, 17, 2, 5, 10, 11, 21, 3, 9, 2, 7, 21, 12, 1, 17, 12, 17, 7, 9, 19, 19, 6, 9, 1, 4, 14, 2, 8, 4, 10, 3, 4, 7, 9, 7, 10, 19, 24, 5, 10, 1, 9, 14, 19, 7, 15, 4, 10, 4, 2, 4, 15, 2, 13, 17, 7, 24, 15, 17, 5, 6, 7, 12, 9, 7, 15, 7, 22, 7, 12, 3, 5, 21, 33, 43, 12, 7, 3, 19, 1, 17, 18, 15, 5, 7, 11, 9, 10, 7, 5, 7, 5, 6, 22, 19, 7, 24, 9, 7, 19, 33, 7, 5, 5, 14, 17, 19, 26, 10, 7, 12, 5, 7, 3, 15, 7, 12, 17, 7, 17, 9, 18, 19, 18, 3, 4, 12, 10, 5, 7, 12, 26, 18, 10, 14, 7, 12, 11, 4, 5, 22, 14, 18, 24, 7, 1, 1, 2, 5, 7, 15, 3, 7, 17, 5, 23, 43, 11, 11, 6, 24, 17, 4, 10, 17, 17, 10, 5, 19, 15, 12, 8, 11, 7, 15, 19, 12, 2, 3, 4, 7, 12, 9, 19, 7, 7, 10, 9, 19, 10, 5, 12, 19, 8, 14, 21, 7, 9, 13, 21, 17, 12, 7, 2, 4, 8, 19, 9]",4.65586634,2.018779343,4,Rock
0.24,7,4.391404959,10,5,1.466666667,2.8,"[1, 3, 6, 2, 3, 4, 1, 7, 7, 3, 4, 3, 3]",0.96,1.4,5,Rock
0,0,0,7,2,0,2,[2],0.5,1,2,Rock
0.204081633,3.667924528,0.853303393,28,4,3.285714286,2.571428571,"[10, 18, 13, 4, 18, 13, 28, 7, 7, 2, 19, 7]",2.244897959,1.285714286,7,Rock
0.198347107,3,0.480847218,12,2,1.636363636,2.909090909,"[1, 3, 10, 1, 1, 12, 6, 6, 1]",1.173553719,1.272727273,2,Rock
0.504132231,5,1.965065498,28,4,7.181818182,2.545454545,"[22, 8, 15, 12, 22, 22, 19, 15, 1, 7, 11, 17, 19, 16, 22, 7, 4]",0.884297521,1.636363636,4,Rock
0.206110373,13,15.04049062,68,2,9.782417582,4.773626374,"[15, 8, 3, 20, 29, 15, 2, 5, 6, 11, 5, 6, 7, 18, 12, 15, 22, 5, 7, 21, 16, 15, 16, 21, 27, 28, 22, 7, 15, 11, 3, 9, 10, 12, 1, 1, 8, 27, 26, 7, 8, 4, 5, 10, 7, 15, 20, 5, 2, 1, 12, 15, 29, 21, 8, 10, 10, 2, 48, 26, 11, 5, 4, 21, 22, 9, 20, 12, 9, 15, 12, 13, 8, 3, 10, 9, 29, 16, 15, 12, 24, 19, 6, 5, 9, 1, 19, 27, 19, 18, 6, 12, 12, 14, 11, 24, 12, 12, 12, 5, 24, 12, 19, 12, 14, 7, 9, 19, 3, 5, 22, 24, 2, 9, 11, 4, 7, 1, 4, 8, 26, 5, 31, 28, 29, 22, 24, 21, 17, 11, 10, 9, 19, 3, 26, 12, 23, 7, 19, 3, 6, 15, 7, 9, 19, 3, 26, 16, 12, 21, 9, 8, 61, 22, 4, 10, 12, 12, 17, 2, 4, 9, 8, 28, 5, 16, 34, 19, 12, 1, 4, 11, 2, 3, 19, 10, 15, 24, 10, 4, 25, 19, 6, 15, 9, 4, 22, 19, 17, 1, 10, 4, 1, 15, 22, 19, 6, 6, 28, 15, 16, 31, 22, 34, 29, 8, 8, 17, 10, 3, 6, 20, 2, 18, 2, 16, 13, 3, 26, 22, 2, 24, 12, 28, 27, 32, 12, 21, 24, 9, 19, 17, 19, 22, 17, 14, 17, 17, 5, 15, 8, 6, 6, 12, 5, 2, 5, 12, 22, 37, 2, 16, 12, 2, 17, 24, 14, 3, 4, 22, 28, 11, 13, 3, 6, 5, 23, 4, 2, 12, 12, 34, 17, 9, 13, 6, 1, 2, 6, 3, 19, 19, 6, 10, 16, 4, 1, 4, 21, 61, 33, 16, 13, 2, 16, 10, 9, 24, 9, 6, 1, 7, 27, 1, 48, 8, 12, 22, 20, 6, 12, 19, 23, 26, 26, 29, 16, 12, 19, 4, 11, 3, 7, 5, 20, 7, 5, 17, 24, 22, 16, 22, 15, 8, 10, 8, 5, 3, 5, 16, 10, 21, 1, 12, 16, 4, 7, 15, 15, 16, 14, 18, 5, 17, 10, 10, 13, 17, 32, 6, 5, 15, 8, 7, 17, 8, 9, 9, 15, 4, 5, 16, 20, 8, 32, 15, 21, 13, 21, 1, 22, 20, 19, 28, 16, 19, 20, 18, 21, 26, 21, 17, 10, 1, 2, 14, 17, 10, 15, 17, 5, 12, 19, 26, 12, 14, 51, 10, 24, 5, 26, 11, 28, 24, 13, 16, 9, 5, 8, 10, 8, 11, 21, 16, 16, 27, 3, 16, 15, 31, 6, 1, 5, 5, 22, 12, 9, 5, 13, 15, 7, 5, 6, 9, 4, 15, 19, 3, 10, 1, 19, 21, 2, 4, 11, 22, 21, 10]",9.445458278,2.021978022,16,Rock
0.6336,6.3,3.37425378,22,1,3,3.4,"[3, 5, 5, 5, 5, 2, 5, 3, 5, 2, 12, 2, 2, 7, 3, 1, 5, 7, 2, 8, 2, 7, 1, 9, 3, 11, 16, 12, 5, 8, 2, 3, 2, 1, 2, 5, 5, 3, 1, 2, 5, 3, 7, 5, 9, 16, 7, 1, 12]",1.64,1.92,2,Rock
0.320987654,7,3.840801818,20,11,4.37037037,3.703703704,"[17, 7, 8, 7, 9, 5, 5, 7, 11, 4, 11, 7, 12, 5, 7, 4, 3, 4, 8, 4, 11, 4, 3, 8, 4, 8, 11]",2.060356653,1.777777778,11,Rock
0.1875,0.96831224,0.000656152,4,2,0.5,1.5,"[2, 2]",0.25,1.25,2,Rock
0,2.45,0.394339674,30,1,0,1.636363636,"[2, 1, 1, 2, 1, 1, 1, 5, 1]",0.41322314,1,1,Rock
0.805794477,6,2.818809654,15,2,8.255319149,3.276595745,"[15, 13, 7, 6, 15, 13, 5, 3, 13, 15, 15, 13, 15, 15, 6, 15, 15, 11, 7, 15, 15, 7, 13, 3, 4, 11, 4, 15, 9, 3, 13, 13, 15, 15, 15, 15, 15, 15, 15, 15, 13, 1, 13, 13, 2, 15, 15, 9, 15, 13, 4]",1.519239475,2.212765957,11,Rock
0.1875,3.44,0.821155556,14,7,0.916666667,2.833333333,"[2, 2, 2, 7, 4, 2, 5, 7, 1, 3, 2]",0.972222222,1.25,7,Rock
1.152742347,15.87454545,22.1602183,26,6,11.41071429,3.071428571,"[6, 21, 17, 17, 15, 7, 25, 15, 13, 20, 8, 2, 22, 22, 7, 14, 22, 22, 6, 25, 11, 11, 7, 11, 11, 25, 14, 25, 11, 15, 11, 7, 22, 18, 11, 26, 22, 2, 15, 22, 22, 25, 20, 22, 25, 22, 25, 20, 25, 20, 22, 26, 1, 14, 25, 11, 9, 25, 9, 7, 22, 11]",2.316326531,2.339285714,11,Rock
0,0,0,17,17,0,1,[17],0,1,17,Rock
0.388888889,3.35,0.882653061,21,1,0.666666667,2.666666667,"[1, 3, 4, 6, 4, 9, 3]",0.555555556,1.333333333,1,Rock
0.464790593,6,2.905957902,31,7,6.689655172,3.724137931,"[7, 7, 12, 15, 3, 5, 7, 7, 12, 5, 3, 3, 2, 5, 12, 7, 12, 12, 7, 6, 3, 19, 19, 7, 5, 16, 15, 12, 3, 15, 19, 19, 12, 2, 4, 13, 19, 10, 5, 12, 7, 5, 9, 13, 1, 3, 5, 6, 12, 7, 4, 4, 5, 12, 3, 5, 13, 8, 8, 14, 7, 12, 1, 14, 13, 12, 5, 15, 12, 8, 7, 12, 12, 2, 4, 3, 8, 12, 15, 13, 19, 12, 19, 15, 12, 10, 3, 15, 19, 8, 8, 9]",2.751486326,2.08045977,15,Rock
0.222222222,2,0.222222222,10,7,2.833333333,2.333333333,"[10, 7, 8, 5]",0.555555556,1.333333333,5,Rock
0.422222222,5,1.784626039,21,2,2.366666667,4.133333333,"[5, 2, 9, 6, 2, 9, 7, 4, 5, 5, 2, 2, 10, 4]",3.648888889,1.666666667,5,Rock
0.520833333,2.976119403,0.590938594,8,3,2.5,3,"[3, 8, 8, 2, 2, 1, 8, 8, 3, 3, 4]",1.166666667,1.75,8,Rock
0.172839506,6,3.029726516,12,3,1.111111111,2.666666667,"[7, 3, 7, 4, 2, 2, 10, 9]",0.666666667,1.222222222,10,Rock
0.595041322,6,3.067716304,15,1,0.818181818,2,"[3, 1, 1, 1, 1, 1, 3, 5, 2, 3]",0.909090909,1.636363636,1,Rock
0.234375,4.9875,1.730545643,14,1,0.375,2.5,"[1, 1, 2, 2, 1, 1, 13, 1, 14]",0.25,1.375,14,Rock
0.21484375,4,1.170066667,19,15,2.4375,3.25,"[15, 4, 2, 19, 4, 3, 12, 8, 7, 2, 16]",1.5625,1.3125,4,Rock
0.526942149,30.35032468,71.98209036,41,22,9.209090909,3.6,"[20, 12, 12, 7, 4, 9, 27, 15, 23, 7, 8, 2, 7, 12, 27, 27, 5, 5, 3, 19, 7, 19, 29, 24, 22, 12, 16, 12, 5, 2, 27, 27, 3, 4, 12, 2, 3, 7, 23, 34, 23, 15, 23, 12, 14, 7, 5, 8, 22, 24, 27, 10, 3, 1, 24, 12, 22, 2, 19, 13, 26, 19, 22, 19, 21, 19, 22, 4, 19, 10, 19, 8, 4, 4, 17, 19, 22, 24, 12, 19, 12, 15, 5, 15, 27, 7, 19, 22, 26, 7, 15, 22, 19, 15, 7, 22, 7, 4, 22, 13, 24, 7, 17, 27, 12, 12, 26, 5, 9, 19, 16, 12, 32, 19, 5, 12, 15, 7, 19, 3, 5, 9, 22]",2.585454545,1.981818182,2,Rock
0,2.6,0.50144795,9,7,0,2.4,"[2, 3, 5, 7, 2]",0.24,1,7,Rock
0,7,3.888888889,15,3,0,2.222222222,"[2, 1, 8, 12, 1, 5, 2, 2]",0.172839506,1,3,Rock
4.150826446,6.71557971,3.092073868,21,18,10,3.090909091,"[18, 8, 19, 2, 21, 9, 16, 19, 10, 10, 11, 3, 13, 19, 18, 21, 8, 21]",2.355371901,2.590909091,3,Rock
0.390532544,7,3.862825789,9,2,1.538461538,2.923076923,"[5, 4, 2, 1, 4, 2, 3, 4, 5, 4, 2, 7]",2.071005917,1.615384615,2,Rock
0.484375,3.25,0.835,14,12,1,2.25,"[3, 2, 4, 2, 5, 2, 12]",0.4375,1.375,12,Rock
0.34483361,8.907142857,6.125649258,33,14,7.598130841,4,"[14, 7, 12, 4, 16, 15, 17, 2, 15, 15, 10, 7, 9, 10, 10, 10, 12, 16, 18, 21, 7, 21, 14, 10, 16, 2, 7, 5, 12, 8, 7, 23, 5, 7, 2, 10, 12, 14, 21, 15, 17, 14, 9, 15, 5, 3, 10, 2, 8, 21, 9, 15, 2, 16, 9, 14, 5, 3, 12, 12, 15, 16, 17, 19, 12, 12, 10, 15, 2, 10, 4, 19, 12, 15, 9, 12, 2, 15, 4, 2, 4, 10, 1, 18, 2, 12, 13, 16, 2, 14, 17, 22, 18, 10, 8, 12, 7, 19, 2, 10, 22, 14, 16, 21, 4, 16, 11, 16, 16]",4.76635514,1.859813084,3,Rock
0.24,3.898741007,1.002983279,23,6,2.6,2.133333333,"[6, 2, 6, 2, 8, 8, 6, 6, 4, 4, 6, 21, 21, 8, 4, 8]",0.915555556,1.4,6,Rock
0,1.983333333,0.24,3,1,0,2,"[1, 2, 3]",0,1,1,Rock
0,4,1.25,12,4,0,2,"[4, 12, 4, 3, 1]",0,1,4,Rock
0.313799622,10,7.6983672,12,2,2.043478261,3.130434783,"[2, 2, 1, 7, 1, 2, 4, 5, 7, 5, 10, 4, 1, 5, 2, 5, 4, 8, 10, 4, 8, 4, 3, 3, 4]",2.200378072,1.652173913,7,Rock
1.423010381,7,4.426748841,22,11,12.14705882,3.117647059,"[11, 11, 20, 22, 3, 8, 19, 20, 6, 22, 13, 20, 11, 11, 22, 16, 11, 22, 22, 22, 10, 22, 22, 22, 22, 16, 16, 17, 11, 22, 22]",1.574394464,2.441176471,6,Rock
0.1875,2.675,0.524722222,18,16,4,2.5,"[16, 18, 18]",0.25,1.25,16,Rock
0.082644628,3,0.484429066,39,11,0.5,3.272727273,"[31, 36, 1, 5, 14, 2, 9, 18, 11, 8]",3.016528926,1.090909091,8,Rock
0.275510204,5,1.969624484,11,7,3,4,"[10, 3, 6, 5, 11, 5, 10, 7, 3, 5, 6, 2, 6, 5, 2, 4, 5, 7, 7, 3, 10, 4, 8, 1, 3]",3.857142857,1.714285714,2,Rock
0.318668252,6,2.877416137,24,3,1.24137931,2.827586207,"[1, 2, 5, 7, 2, 7, 3, 9, 1, 1, 1, 6, 3, 1, 8, 2, 1, 1, 5, 5, 2, 1, 2]",1.866825208,1.482758621,2,Rock
1.115784499,8.679166667,5.768085889,19,13,7.086956522,3.434782609,"[6, 4, 6, 15, 18, 10, 13, 1, 8, 10, 4, 13, 6, 7, 4, 3, 16, 10, 4, 4, 4, 4, 15, 6, 8, 3, 18, 3, 16, 13, 6, 15, 3, 13, 6, 13, 10, 8, 18, 7, 16, 16, 15, 8, 13, 3, 8, 8, 10, 4, 18, 11, 18, 16, 18]",1.724007561,2.282608696,8,Rock
2.2,7.806153846,4.85668242,13,4,5.966666667,2.8,"[8, 4, 7, 8, 13, 4, 8, 4, 4, 8, 11, 13, 8, 8, 8, 6, 13, 13, 4, 6, 6, 8, 6, 13, 8, 6, 8]",1.293333333,3,4,Rock
1.089319471,6.959354839,3.606803325,40,1,9.326086957,3,"[21, 4, 10, 6, 10, 10, 11, 10, 10, 40, 10, 10, 10, 40, 10, 1, 2, 40, 6, 11, 38, 11, 21, 4, 6, 4, 21, 1, 38, 34, 40, 7, 12, 21, 9, 21, 2, 10, 11, 6, 40, 10, 6]",1.47826087,2.326086957,4,Rock
0.832653061,7,3.990355762,24,1,3.7,3.685714286,"[3, 7, 2, 7, 3, 2, 11, 2, 5, 8, 7, 2, 4, 10, 7, 2, 1, 5, 8, 2, 5, 11, 10, 8, 7, 5, 3, 3, 12, 5, 10, 3, 8, 8, 9, 5, 4, 11, 5, 12, 3, 5, 7, 8, 5, 3, 9, 3, 12, 9, 3, 7, 5, 3, 3, 11]",2.644081633,2.285714286,3,Rock
0.326099881,4.119285714,1.415006672,24,3,4.586206897,3.620689655,"[7, 5, 5, 2, 16, 4, 9, 5, 9, 9, 5, 3, 4, 21, 4, 9, 14, 5, 12, 16, 9, 2, 4, 12, 12, 4, 21, 14, 9, 15, 19, 3, 1, 5, 4, 9, 9, 1, 3, 3, 9, 1, 21, 7, 10, 9, 4, 2, 7]",1.649227111,1.810344828,5,Rock
0.235208181,6,3.078512111,24,4,3.648648649,3.891891892,"[5, 5, 3, 4, 9, 5, 3, 5, 15, 4, 4, 7, 2, 2, 5, 7, 1, 5, 4, 19, 3, 14, 10, 7, 3, 5, 1, 10, 4, 7, 5, 12, 11, 16, 16]",4.096420745,1.621621622,4,Rock
0.325259516,2,0.1875,19,5,0.705882353,3.294117647,"[5, 1, 8, 10, 2, 2]",1.384083045,1.294117647,1,Rock
0.993425858,4.945205479,1.826726305,23,6,6.135135135,2.594594595,"[4, 2, 11, 19, 23, 6, 2, 2, 6, 3, 13, 6, 11, 6, 15, 11, 15, 13, 13, 6, 6, 3, 4, 21, 6, 5, 19, 21, 6, 8, 23, 2]",0.997808619,2.081081081,4,Rock
0.109375,5.175,2.193152966,27,1,0.5625,2.375,"[2, 2, 3, 9, 5, 3, 4, 5, 2, 1]",0.859375,1.125,1,Rock
0.326388889,7.882352941,4.877851558,20,7,1.166666667,2.916666667,"[9, 2, 1, 5, 4, 8, 4, 1, 3, 11, 1, 1, 7, 7, 7, 2, 8, 1, 4]",1.076388889,1.416666667,8,Rock
0,1.728571429,0.156887755,21,21,0,1.333333333,"[21, 17, 17]",0.222222222,1,21,Rock
0,3,0.666666667,6,2,0,2,"[2, 3, 5, 6]",0,1,2,Rock
0.2275,7.45,4.826388889,17,7,1.55,3,"[3, 5, 2, 1, 8, 2, 4, 7, 7, 3, 5, 7, 8, 5, 1, 2]",1.7,1.35,1,Rock
0,1,0,3,3,0,1,"[3, 3]",0,1,3,Rock
0.315555556,5,1.580488691,36,2,2.066666667,2.933333333,"[2, 4, 3, 8, 5, 22, 10, 2, 12, 15, 4, 3, 12, 1, 3, 2, 2, 10, 4, 5, 5, 7, 2, 1, 1, 3]",1.128888889,1.466666667,4,Rock
0.463017751,5.65,2.506091194,15,2,2.653846154,2.769230769,"[3, 5, 5, 3, 8, 4, 8, 1, 4, 5, 10, 5, 2, 2, 3, 5, 5, 4, 5, 2, 7, 7]",1.177514793,1.807692308,2,Rock
0.229591837,7.5,4.794309881,24,5,2,2.857142857,"[2, 2, 5, 9, 7, 3, 12, 12, 3, 17, 12, 2]",0.979591837,1.357142857,5,Rock
0.228373702,2,0.204081633,31,4,3.235294118,2.941176471,"[4, 2, 17, 28, 16]",1.349480969,1.352941176,4,Rock
0,2.65,0.484375,14,7,0,2.333333333,"[3, 7, 4, 4]",0.555555556,1,7,Rock
0.172839506,1,0.000225179,21,11,2.555555556,2.444444444,"[2, 4, 4, 2]",1.135802469,1.222222222,11,Rock
1.44640999,6.9325,3.882846117,14,11,5.096774194,3.677419355,"[6, 9, 11, 11, 7, 7, 2, 7, 5, 9, 2, 6, 7, 5, 11, 11, 11, 7, 13, 1, 2, 6, 2, 4]",3.573361082,2.193548387,2,Rock
0,1.85,0.1875,12,5,0,1.333333333,"[5, 5, 12]",0.222222222,1,5,Rock
0,4,1.25,10,1,0,2,"[2, 5, 10, 1, 2]",0,1,1,Rock
0.664819945,4,1.169939139,22,9,2.263157895,3.052631579,"[8, 9, 2, 9, 6, 6, 1, 6, 6, 14, 8, 1, 8, 2, 11, 6]",2.36565097,1.578947368,6,Rock
0.995192308,11.70707071,10.99855764,22,9,4.403846154,3.346153846,"[4, 8, 12, 9, 4, 7, 7, 5, 2, 7, 6, 6, 12, 9, 10, 9, 6, 7, 5, 13, 4, 5, 5, 3, 3, 1, 5, 4, 6, 5, 5, 1, 2, 9, 14, 15, 4, 6, 6, 4, 5, 12, 7, 9, 7, 12, 12, 4, 7, 8, 14, 7, 7, 5, 6, 12, 6, 4, 5, 3, 12, 12, 5, 16, 10, 8, 9, 2, 7, 1, 5, 2, 7, 1, 5, 12, 7, 5, 5, 8, 10, 2, 5, 7, 6, 1, 4, 12, 8, 1, 3, 5, 9, 8, 10, 15, 2, 7, 7, 1, 7, 7, 3, 8]",1.957100592,2.25,4,Rock
0.423010381,5.206349206,2.055370627,36,19,2.911764706,2.941176471,"[7, 28, 7, 6, 15, 19, 4, 19, 8, 4, 2, 3, 5, 4, 5, 8, 36, 34, 22, 3, 7, 21, 8, 3, 1, 17, 15]",1.23183391,1.558823529,22,Rock
0,2,0.25,7,5,0,2,"[2, 7, 5]",0,1,5,Rock
0.576177285,8.904347826,7.070560345,14,1,3.263157895,3.157894737,"[2, 3, 1, 7, 5, 5, 9, 5, 5, 2, 3, 3, 1, 2, 3, 5, 5, 4, 3, 5, 8, 1, 5, 4, 5, 5, 10, 10, 1, 4, 12, 7, 4, 3]",1.975069252,1.947368421,5,Rock
0.484429066,3.215384615,0.785640156,16,2,1.058823529,2.705882353,"[4, 2, 3, 5, 3, 2, 1, 2, 5, 3, 3, 12, 5, 2, 5]",1.619377163,1.529411765,4,Rock
0.148760331,3.2,0.854373122,15,5,0.727272727,1.818181818,"[5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]",0.694214876,1.181818182,5,Rock
0,1.9,0.222222222,12,9,0,1.333333333,"[9, 3]",0.222222222,1,9,Rock
0.293444329,4,1.135609771,16,2,1.709677419,3.806451613,"[6, 2, 5, 3, 3, 1, 5, 1, 3, 5, 1, 2, 1, 2, 6, 1, 10, 16, 2, 10]",3.44640999,1.64516129,1,Rock
0,0,0,10,10,0,1,[10],0,1,10,Rock
0.70740941,10,8.074053886,14,3,5.255813953,3.720930233,"[9, 7, 9, 7, 5, 7, 9, 3, 7, 4, 2, 4, 10, 14, 7, 9, 9, 11, 11, 9, 9, 3, 9, 7, 9, 10, 9, 6, 5, 11, 10, 7, 10, 3, 9, 7, 2, 5, 10, 5, 6]",2.619794484,2.11627907,2,Rock
0,4.98,2.079546314,19,9,0,2.8,"[2, 12, 2, 1, 4, 2, 7]",0.96,1,9,Rock
0.831263696,5,2.156845535,23,2,8.027027027,3.405405405,"[6, 21, 8, 9, 6, 2, 19, 17, 2, 19, 14, 15, 2, 12, 11, 7, 23, 12, 2, 16, 12, 23, 10, 10, 8, 6, 23]",2.619430241,1.918918919,21,Rock
