weighted_abruptness	branchiness	unweighted_abruptness
0.61842105263188651	3.1000000000000001	0.5847368421055581
1.0770903010029487	3.4782608695652173	0.66530299410800697
0.52559565251038287	3.870967741935484	0.27887551837690122
1.3599999999983794	2.3333333333333335	0.9449999999981098
1.3311594202911863	3.0857142857142859	0.84444444444444455
0.64433497537010187	3.2413793103448274	0.50431034482809034
0.51279069767457608	3.6363636363636362	0.35049682875268728
1.1876373626355865	3.4285714285714284	1.0450549450535831
0.59327272727249991	3.2727272727272729	0.59878787878764905
0.64988344988344993	3.5757575757575757	0.45314685314594688
1.2632183908033423	4.0	0.62929597701153028
0.69515151515179108	3.4909090909090907	0.37910774410812287
0.66082417582483655	3.4285714285714284	0.57983516483574427
1.0340909090909083	3.3043478260869565	0.78829051383368631
1.1733333333333333	3.4399999999999999	0.56999999999988793
1.2191666666669814	2.25	1.2041666666669664
1.2000000000002085	3.3333333333333335	0.85597826086991025
0.31601010101010091	3.3333333333333335	0.29595959595959587
0.71325757575762705	2.6666666666666665	0.71325757575762705
0.35333333333333328	2.0	0.35333333333333328
0.57888888888900558	3.0	0.46148148148148149
0.98571428571527098	3.2000000000000002	0.7757142857150614
0.48164367416337783	3.7017543859649122	0.18824063876643521
0.63345089049600767	3.8504672897196262	0.27672368189059549
0.70909090909090888	2.9090909090909092	0.59727272727278446
1.1177489177486404	3.2727272727272729	0.60880230880279651
0.73750000000063731	2.9230769230769229	0.78814102564113797
0.8366013071900229	3.0	0.59150326797414543
0.89609195402324271	3.9333333333333331	0.53275862068961799
0.62189438787657048	4.2524271844660193	0.26261813134857853
0.32670469348999065	3.8606965174129355	0.17516551217017926
0.65980573542941223	3.6595744680851063	0.42911655874200394
0.43555555555555481	3.0	0.38555555555555526
0.90222222222312354	2.7999999999999998	0.72722222222294808
0.42503513728930997	3.7023255813953488	0.23759045991553113
0.67008928571429893	4.15625	0.40354869378340419
0.52136752136804265	2.9629629629629628	0.4854700854705708
0.51836275527880882	3.8333333333333335	0.2896337915575764
