melodic_variance	repeteadness_mean	repeteadness_variance	pitch_in_piece	weighted_abruptness	pitch_in_rules	branchiness_mean	branchiness_variance	melodic_mean	unweighted_abruptness
0.94901144640998969	2.8301886792452828	2.5938056247775019	16	0.45024193548416303	4.419354838709677	3.096774193548387	1.764828303850156	2.225806451612903	0.4282258064518798
0.47222222222222232	3.8960232592520088	5.0946520431768931	24	0.47777777777825553	4.1111111111111107	3.3333333333333335	1.666666666666667	1.8333333333333333	0.56092592592648682
0.73467455621301769	3.1653846153846152	3.6072633136094674	29	0.35012019230781011	3.8923076923076922	3.3846153846153846	2.1136094674556212	2.0615384615384613	0.31889423076921519
0.7137156059651335	4.3661028893586362	6.8667321228409657	22	0.70728900255813443	4.5797101449275361	3.3043478260869565	1.9218651543793319	2.1594202898550723	0.52441744813887503
0.51473922902494329	3.8735280151946978	6.1354550434295376	24	1.443089430894309	5.4761904761904763	3.2857142857142856	1.7278911564625847	1.7619047619047619	0.77129307007432923
0.19834710743801651	1.6388888888888333	0.54089506172837343	19	2.2077272727239166	3.0909090909090908	3.0909090909090908	1.7190082644628097	1.2727272727272727	0.90022727272603953
0.76692708333333337	5.3624226348364274	13.214010871188231	24	0.54299645390125217	6.208333333333333	3.2916666666666665	1.9565972222222221	2.0625	0.48016400709258489
0.29334282662869349	8.9423286180631116	40.892212640650001	33	0.38655660377358497	3.1886792452830188	3.0943396226415096	1.406194375222499	1.679245283018868	0.36759796806966616
0.26652892561983477	3.2034013605442175	3.9111448933314814	24	0.40836829836841537	3.4242424242424243	3.6666666666666665	1.9191919191919191	1.7727272727272727	0.30961732711732703
0.60555555555555562	3.8248175182481754	6.0242016090361759	19	0.73344827586244055	4.7333333333333334	3.0666666666666669	1.5955555555555556	1.8333333333333333	0.58681992337194488
0.34999999999999998	3.9975840336134554	4.4891313179683907	22	1.2052631578952895	3.6499999999999999	2.7999999999999998	1.0600000000000001	1.5	0.91447368421097752
0.3252595155709343	2.3052631578947369	1.6436565096952906	24	0.64010695187171374	2.8529411764705883	3.3529411764705883	1.698961937716263	1.7058823529411764	0.62566844919791709
0.24986479177934018	3.935483870967742	5.6732570239334033	29	0.69440753045404235	3.4186046511627906	3.2558139534883721	2.3299080584099512	1.5116279069767442	0.61054817275808559
0.84023668639053273	2.9038461538461537	2.5099852071005917	7	0.49166666666666647	1.9230769230769231	2.7692307692307692	0.94674556213017758	1.9230769230769231	0.49166666666666647
0.36678200692041529	2.0689655172413794	1.3055885850178361	10	1.1834558823541244	1.411764705882353	3.4117647058823528	3.0657439446366785	1.4705882352941178	0.51813725490205076
0.33884297520661155	2.6968253968254854	2.1618770471153392	19	1.1688311688288313	1.5454545454545454	3.0909090909090908	1.5371900826446281	1.4545454545454546	0.58621933621933631
1.0084876543209877	5.6000864304234836	12.09852070258888	13	0.73730158730158679	2.3611111111111112	3.2777777777777777	1.5339506172839508	2.1388888888888888	0.64051587301587287
0.61656858306926221	3.6280193236714977	5.2094564633947114	16	0.44486586494025693	2.1063829787234041	3.3617021276595747	2.3159800814848346	1.9787234042553192	0.31487049028670877
0.23140495867768598	2.7428571428571429	2.7624489795918366	12	0.18227272727272725	0.81818181818181823	2.3636363636363638	1.140495867768595	1.3636363636363635	0.17272727272727273
2.0	1.5	0.41666666666666669	24	2.1533333333313069	9.5999999999999996	2.3999999999999999	0.24000000000000005	2.0	2.0266666666647168
0.64229024943310664	2.4372177055103901	1.9246692436812918	17	0.55087108013992103	3.7619047619047619	3.4285714285714284	1.5782312925170066	2.0238095238095237	0.55574912892041395
