source	target	probability
-8|-7.-5	-9|-8.-7	0.1
-8|-7.-5	-10|-8.-7	0.3
-8|-7.-5	-3|-8.-7	0.4
-8|-7.-5	-7|-8.-7	0.1
-8|-7.-27	-22|-8.-7	0.5
-8|-7.-27	-12|-8.-7	0.5
-8|-7.-12	-9|-8.-7	1.0
-8|2.-3	2|-8.2	0.5
-8|2.-3	11|-8.2	0.5
-8|2.-1	16|-8.2	1.0
-8|2.-5	-26|-8.2	1.0
-8|2.-10	4|-8.2	0.5
-8|2.-10	2|-8.2	0.5
-8|2.7	4|-8.2	0.5
-8|2.7	2|-8.2	0.5
-8|2.14	7|-8.2	0.3333333333333333
-8|2.14	-10|-8.2	0.3333333333333333
-8|2.14	-16|-8.2	0.3333333333333333
-8|2.19	13|-8.2	1.0
-8|2.9	-17|-8.2	1.0
-8|2.128	1|-8.2	1.0
-8|2.-29	-10|-8.2	0.5
-8|2.-29	-30|-8	0.5
-8|2.-7	-24|-8.2	0.16666666666666666
-8|2.-7	-5|-8.2	0.16666666666666666
-8|2.-7	-3|-8.2	0.16666666666666666
-8|2.-7	2|-8.2	0.3333333333333333
-8|2.-7	6|-8.2	0.16666666666666666
-8|2.-24	-12|-8.2	1.0
-8|2.0	-24|-8.2	1.0
-8|2.4	-17|-8.2	0.4
-8|2.4	-7|-8.2	0.2
-8|2.4	7|-8.2	0.2
-8|2.4	26|-8	0.2
-8|2.-4	-2|-8.2	1.0
-8|2.-2	16|-8.2	1.0
-8|2.3	-7|-8.2	0.6666666666666666
-8|2.3	-9|-8.2	0.3333333333333333
-8|2.33	31|-8	1.0
-8|2.-17	-3|-8.2	0.25
-8|2.-17	-15|-8.2	0.25
-8|2.-17	-13|-8.2	0.25
-8|2.-17	2|-8.2	0.25
-8|2.10	12|-8.2	1.0
-8|2.-21	-24|-8.2	0.5
-8|2.-21	-19|-8.2	0.5
-8|2.-25	6|-8.2	1.0
-8|2.-22	-17|-8.2	1.0
-8|2.11	-3|-8.2	0.3333333333333333
-8|2.11	14|-8.2	0.3333333333333333
-8|2.11	8|-8.2	0.3333333333333333
-8|2.-8	7|-8.2	1.0
-8|2.5	-3|-8.2	0.25
-8|2.5	-10|-8.2	0.25
-8|2.5	0|-8.2	0.25
-8|2.5	-15|-8.2	0.25
-8|2.-20	-17|-8.2	1.0
-8|4.-29	-19|-8.4	1.0
-8|4.-6	-6|-8.4	1.0
-8|4.13	4|-8.4	0.5
-8|4.13	-18|-8.4	0.5
-8|4.-23	-17|-8.4	1.0
-8|4.-12	-12|-8.4	0.5
-8|4.-12	-13|-8.4	0.5
-8|4.-20	-3|-8.4	0.5
-8|4.-20	-1|-8.4	0.5
-8|4.-8	-18|-8.4	0.125
-8|4.-8	2|-8.4	0.125
-8|4.-8	-1|-8.4	0.125
-8|4.-8	4|-8.4	0.375
-8|4.-8	-10|-8.4	0.125
-8|4.-8	-14|-8	0.125
-8|4.11	-5|-8.4	0.5
-8|4.11	-10|-8.4	0.5
-8|4.12	-21|-8.4	1.0
-8|4.8	1|-8.4	1.0
-8|4.1	-12|-8.4	1.0
-8|4.0	-17|-8.4	0.2
-8|4.0	0|-8.4	0.2
-8|4.0	-13|-8.4	0.2
-8|4.0	-1|-8.4	0.2
-8|4.0	7|-8.4	0.2
-8|4.-7	-24|-8.4	0.3333333333333333
-8|4.-7	-7|-8.4	0.3333333333333333
-8|4.-7	-5|-8.4	0.3333333333333333
-8|4.-1	4|-8.4	0.3333333333333333
-8|4.-1	-1|-8.4	0.3333333333333333
-8|4.-1	0|-8.4	0.3333333333333333
-8|4.5	2|-8.4	0.2
-8|4.5	0|-8.4	0.2
-8|4.5	3|-8	0.2
-8|4.5	-17|-8.4	0.2
-8|4.5	11|-8.4	0.2
-8|4.-11	-3|-8.4	1.0
-8|4.2	-24|-8.4	0.5
-8|4.2	-5|-8.4	0.5
-8|4.7	-5|-8.4	0.16666666666666666
-8|4.7	2|-8.4	0.16666666666666666
-8|4.7	0|-8.4	0.3333333333333333
-8|4.7	-22|-8.4	0.16666666666666666
-8|4.7	7|-8.4	0.16666666666666666
-8|4.-10	5|-8	0.25
-8|4.-10	2|-8.4	0.25
-8|4.-10	16|-8.4	0.25
-8|4.-10	4|-8.4	0.25
-8|4.-17	-5|-8.4	0.5
-8|4.-17	-29|-8.4	0.5
-8|4.-14	-31|-8	1.0
-8|4.-4	5|-8	0.5
-8|4.-4	-11|-8.4	0.5
-8|4.-5	-5|-8.4	0.25
-8|4.-5	-2|-8.4	0.25
-8|4.-5	-18|-8.4	0.25
-8|4.-5	-1|-8.4	0.25
-8|-36.9	-23|-8.-36	1.0
-8|-36.-1	1|-8.-36	0.5
-8|-36.-1	-1|-8.-36	0.5
-8|128.-19	-19|-8	1.0
-8|-27.-8	128|-8.-27.-8	1.0
-8|-27.-8	-27|-8.-27	0.6
-8|-27.-8	-32|-8.-27	0.2
-8|128.-10	128|-8.128.-10	0.6666666666666666
-8|128.-29	128|-8.128.-29	1.0
128|-8.-29	-8|128.-8.-29	0.6875
-8|-18.-6	-20|-8.-18	1.0
-8|-18.-3	-12|-8.-18	1.0
-8|-18.-2	4|-8	1.0
-8|-18.-17	-29|-8.-18	1.0
-8|-18.-20	7|-8.-18	0.5
-8|-18.-20	17|-8	0.5
-8|-18.-25	-10|-8.-18	1.0
-8|-18.-8	128|-8.-18	1.0
-8|-18.4	3|-8.-18	1.0
-8|-18.11	12|-8.-18	1.0
-8|-18.-19	-19|-8.-18	1.0
-8|1.-23	-26|-8.1	1.0
-8|1.-20	-15|-8.1	1.0
-8|1.-1	1|-8.1	0.5
-8|1.-1	-1|-8.1	0.5
-8|1.7	4|-8.1	1.0
-8|1.-6	-10|-8.1	1.0
-8|1.-22	-19|-8.1	0.3333333333333333
-8|1.-22	-26|-8.1	0.6666666666666666
-8|1.-14	4|-8.1	1.0
-8|1.0	-12|-8.1	0.5
-8|1.0	-4|-8.1	0.5
-8|1.3	-2|-8.1	1.0
-8|7.-24	-17|-8.7	1.0
-8|7.-17	5|-8.7	0.3333333333333333
-8|7.-17	2|-8.7	0.3333333333333333
-8|7.-17	-7|-8.7	0.3333333333333333
-8|7.-3	9|-8.7	1.0
-8|7.0	-17|-8.7	0.5
-8|7.0	9|-8.7	0.5
-8|7.-15	-12|-8.7	0.3333333333333333
-8|7.-15	-27|-8.7	0.3333333333333333
-8|7.-15	-3|-8.7	0.3333333333333333
-8|7.2	4|-8.7	1.0
-8|7.9	-12|-8.7	0.25
-8|7.9	-7|-8.7	0.25
-8|7.9	-19|-8.7	0.25
-8|7.9	7|-8.7	0.25
-8|7.16	-10|-8.7	0.25
-8|7.16	12|-8	0.25
-8|7.16	7|-8.7	0.25
-8|7.16	0|-8.7	0.25
-8|7.-7	19|-8	0.5
-8|7.-7	18|-8	0.5
-8|7.13	-19|-8.7	1.0
-8|7.19	18|-8	1.0
-8|7.-29	-18|-8.7	0.5
-8|7.-29	-7|-8.7	0.5
-8|7.-1	-1|-8.7	1.0
-8|7.-10	11|-8.7	1.0
-8|7.4	12|-8	0.3333333333333333
-8|7.4	-12|-8.7	0.3333333333333333
-8|7.4	7|-8.7	0.3333333333333333
-8|7.-13	-19|-8.7	1.0
-8|7.8	-1|-8.7	1.0
-8|7.15	7|-8.7	1.0
-8|7.-2	-2|-8.7	1.0
-8|7.14	9|-8.7	0.5
-8|7.14	-3|-8.7	0.5
-8|7.129	6|-8.7	1.0
-8|7.-5	-7|-8.7	0.5
-8|7.-5	-10|-8.7	0.5
-8|7.5	6|-8.7	0.25
-8|7.5	9|-8.7	0.5
-8|7.5	8|-8.7	0.25
-8|7.6	-5|-8.7	0.5
-8|7.6	-15|-8.7	0.5
-8|9.-17	-3|-8.9	1.0
-8|9.14	14|-8.9	0.5
-8|9.14	12|-8	0.5
-8|9.6	12|-8	1.0
-8|9.4	-5|-8.9	1.0
-8|9.5	-12|-8.9	1.0
-8|9.12	0|-8.9	0.5
-8|9.12	-17|-8.9	0.5
-8|9.-7	-6|-8.9	1.0
-8|9.-5	16|-8.9	0.5
-8|9.-5	-15|-8.9	0.5
-8|9.-11	-5|-8.9	1.0
-8|9.0	-18|-8.9	0.3333333333333333
-8|9.0	7|-8.9	0.3333333333333333
-8|9.0	-10|-8.9	0.3333333333333333
-8|9.-10	4|-8.9	1.0
-8|9.2	-24|-8.9	1.0
-8|9.16	2|-8.9	0.3333333333333333
-8|9.16	-17|-8.9	0.3333333333333333
-8|9.16	-12|-8.9	0.3333333333333333
-8|-20.-10	-15|-8.-20	1.0
-8|-20.-11	-24|-8.-20	1.0
-8|-20.-13	-9|-8.-20	1.0
-8|-20.-12	-5|-8.-20	1.0
-8|-20.-15	-11|-8.-20	1.0
-8|-20.8	-10|-8.-20	1.0
-8|-20.-8	-23|-8.-20	1.0
-8|-20.5	-6|-8.-20	1.0
-8|-20.-9	-16|-8.-20	0.5
-8|-20.-9	-9|-8.-20	0.5
-8|-20.-1	-5|-8.-20	1.0
-8|-20.0	-20|-8	0.5
-8|-20.0	-17|-8.-20	0.5
-8|-32.-46	-10|-8.-32	1.0
-8|-32.-36	-5|-8.-32	1.0
-8|-32.12	-30|-8	1.0
-8|-2.-8	-20|-8.-2	0.5
-8|-2.-8	-3|-8.-2	0.5
-8|-2.1	-2|-8.-2	0.5
-8|-2.1	-5|-8.-2	0.5
-8|-2.-4	22|-8	0.5
-8|-2.-4	-11|-8.-2	0.5
-8|-2.-10	0|-8.-2	0.5
-8|-2.-10	-10|-8.-2	0.5
-8|-2.2	7|-8.-2	0.2857142857142857
-8|-2.2	1|-8.-2	0.14285714285714285
-8|-2.2	11|-8.-2	0.14285714285714285
-8|-2.2	-19|-8.-2	0.14285714285714285
-8|-2.2	-5|-8.-2	0.14285714285714285
-8|-2.2	4|-8.-2	0.14285714285714285
-8|-2.0	0|-8.-2	1.0
-8|-2.-26	128|-8	1.0
-8|-2.-14	-5|-8.-2	1.0
-8|-2.27	15|-8	1.0
-8|-2.-7	-3|-8.-2	1.0
-8|-2.-9	-5|-8.-2	0.5
-8|-2.-9	-24|-8.-2	0.5
-8|-2.-1	-20|-8.-2	1.0
-8|-2.13	-2|-8.-2	1.0
-8|-2.30	-2|-8.-2	1.0
-8|-2.10	19|-8.-2	1.0
-8|-2.4	-10|-8.-2	0.5
-8|-2.4	7|-8.-2	0.5
-8|-2.7	17|-8	0.5
-8|-2.7	2|-8.-2	0.5
-8|-2.-3	-1|-8.-2	0.3333333333333333
-8|-2.-3	-9|-8.-2	0.6666666666666666
-8|-2.26	2|-8.-2	1.0
-8|8.-1	-10|-8.8	0.5
-8|8.-1	9|-8.8	0.5
-8|8.11	-11|-8.8	0.5
-8|8.11	-9|-8.8	0.5
-8|-13.-3	-10|-8.-13	1.0
-8|-13.7	4|-8.-13	0.5
-8|-13.7	13|-8.-13	0.5
-8|-13.-6	-10|-8.-13	1.0
-8|-13.-20	-26|-8	1.0
-8|-13.-18	-9|-8.-13	1.0
-8|-13.-7	-25|-8	0.5
-8|-13.-7	-13|-8.-13	0.5
-8|-13.4	-16|-8.-13	1.0
-8|-13.-24	8|-8.-13	1.0
-8|-13.-25	-32|-8.-13	1.0
-8|-13.-29	-29|-8	0.3333333333333333
-8|-13.-29	-19|-8.-13	0.3333333333333333
-8|-13.-29	-1|-8.-13	0.3333333333333333
-8|-13.-15	-10|-8.-13	1.0
-8|-13.14	-7|-8.-13	1.0
-8|-13.2	-19|-8.-13	1.0
-8|-13.12	-13|-8.-13	1.0
-8|-13.16	21|-8	0.5
-8|-13.16	-4|-8.-13	0.5
-8|-13.-8	-5|-8.-13	0.6666666666666666
-8|-13.-8	-7|-8.-13	0.3333333333333333
-8|11.-3	8|-8.11	1.0
-8|11.-1	4|-8.11	1.0
-8|11.2	-6|-8.11	0.5
-8|11.2	13|-8	0.5
-8|11.3	6|-8.11	1.0
-8|11.7	-1|-8.11	1.0
-8|11.6	16|-8	0.5
-8|11.6	6|-8.11	0.5
-8|11.-9	-15|-8.11	1.0
-8|11.-4	8|-8.11	0.5
-8|11.-4	10|-8	0.5
-8|11.-8	-1|-8.11	1.0
-8|11.4	-5|-8.11	0.3333333333333333
-8|11.4	-18|-8.11	0.3333333333333333
-8|11.4	-3|-8.11	0.3333333333333333
-8|11.14	0|-8.11	1.0
-8|11.12	2|-8.11	1.0
-8|11.9	12|-8	0.25
-8|11.9	10|-8	0.25
-8|11.9	-1|-8.11	0.25
-8|11.9	-17|-8.11	0.25
-8|11.-13	-4|-8.11	1.0
-8|11.10	9|-8.11	1.0
-8|12.13	-1|-8.12	1.0
-8|12.-1	7|-8.12	1.0
-8|12.-17	-3|-8.12	0.5
-8|12.-17	-2|-8.12	0.5
-8|12.16	-12|-8.12	0.5
-8|12.16	14|-8	0.5
-8|12.19	23|-8	1.0
-8|12.14	7|-8.12	0.2
-8|12.14	-17|-8.12	0.2
-8|12.14	-24|-8.12	0.2
-8|12.14	-16|-8.12	0.2
-8|12.14	14|-8	0.2
-8|12.4	1|-8.12	1.0
-8|12.-10	-10|-8.12	1.0
-8|12.21	20|-8	1.0
-8|12.-7	-4|-8.12	1.0
-8|-25.-14	-16|-8.-25	1.0
-8|-25.-29	-14|-8.-25	1.0
-8|-25.1	-33|-8	1.0
-8|-25.-17	-12|-8.-25	0.3333333333333333
-8|-25.-17	-19|-8.-25	0.6666666666666666
-8|-25.-4	-21|-8.-25	1.0
-8|-12.-10	-5|-8.-12	0.6666666666666666
-8|-12.-10	0|-8.-12	0.3333333333333333
-8|-12.-8	-5|-8.-12	0.14285714285714285
-8|-12.-8	-12|-8.-12	0.14285714285714285
-8|-12.-8	128|-8.-12	0.2857142857142857
-8|-12.-8	-17|-8.-12	0.14285714285714285
-8|-12.-8	-2|-8.-12	0.14285714285714285
-8|-12.-8	-4|-8.-12	0.14285714285714285
-8|-12.7	2|-8.-12	0.5
-8|-12.7	-5|-8.-12	0.5
-8|-12.128	128|-8.-12	1.0
-8|-12.-5	9|-8.-12	0.2
-8|-12.-5	2|-8.-12	0.2
-8|-12.-5	-5|-8.-12	0.6
-8|-12.-33	-34|-8	1.0
-8|-12.14	9|-8.-12	1.0
-8|-12.-23	-19|-8.-12	1.0
-8|-12.-22	-7|-8	0.5
-8|-12.-22	-5|-8.-12	0.5
-8|-12.-27	-6|-8.-12	0.5
-8|-12.-27	-24|-8.-12	0.5
-8|-12.-19	-2|-8.-12	0.3333333333333333
-8|-12.-19	129|-8	0.16666666666666666
-8|-12.-19	-15|-8.-12	0.16666666666666666
-8|-12.-19	9|-8.-12	0.16666666666666666
-8|-12.-19	-6|-8.-12	0.16666666666666666
-8|-12.-16	-14|-8.-12	0.8
-8|-12.-16	-4|-8.-12	0.2
-8|-12.19	19|-8.-12	1.0
-8|-12.4	-3|-8.-12	0.5
-8|-12.4	-22|-8.-12	0.5
-8|-12.-14	5|-8.-12	0.5
-8|-12.-14	-5|-8.-12	0.5
-8|-12.1	2|-8.-12	1.0
-8|-12.-6	0|-8.-12	0.5
-8|-12.-6	-6|-8.-12	0.5
-8|-12.13	7|-8.-12	1.0
-8|-12.-15	-3|-8.-12	0.5714285714285714
-8|-12.-15	-27|-8.-12	0.14285714285714285
-8|-12.-15	12|-8.-12	0.14285714285714285
-8|-12.-15	-24|-8.-12	0.14285714285714285
-8|-12.9	2|-8.-12	0.5
-8|-12.9	-3|-8.-12	0.5
-8|-12.0	-3|-8.-12	0.5
-8|-12.0	-20|-8.-12	0.16666666666666666
-8|-12.0	0|-8.-12	0.16666666666666666
-8|-12.0	-2|-8.-12	0.16666666666666666
-8|-12.11	9|-8.-12	1.0
-8|-12.-20	-11|-8.-12	0.2
-8|-12.-20	-5|-8.-12	0.2
-8|-12.-20	-19|-8.-12	0.2
-8|-12.-20	-3|-8.-12	0.2
-8|-12.-20	4|-8.-12	0.2
-8|-12.-17	-24|-8.-12	0.16666666666666666
-8|-12.-17	-22|-8.-12	0.16666666666666666
-8|-12.-17	-5|-8.-12	0.5
-8|-12.-17	-17|-8.-12	0.16666666666666666
-8|-12.-24	-29|-8.-12	0.5
-8|-12.-24	-7|-8	0.5
-8|-12.-13	129|-8	1.0
-8|-10.-12	-7|-8.-10	0.6666666666666666
-8|-10.-12	-9|-8.-10	0.16666666666666666
-8|-10.-12	-10|-8.-10	0.16666666666666666
-8|-10.25	3|-8.-10	1.0
-8|-10.19	-10|-8.-10.19	0.5
-8|-10.19	-20|-8.-10	0.3333333333333333
-8|-10.7	-1|-8.-10	1.0
-8|-10.-19	-12|-8.-10	0.5
-8|-10.-19	-7|-8.-10	0.5
-8|-10.15	14|-8	1.0
-8|-10.-8	128|-8	0.15384615384615385
-8|-10.-8	-4|-8.-10	0.15384615384615385
-8|-10.-8	-10|-8.-10	0.3076923076923077
-8|-10.-8	-7|-8.-10	0.07692307692307693
-8|-10.-8	-9|-8.-10	0.07692307692307693
-8|-10.-8	7|-8.-10	0.07692307692307693
-8|-10.-8	-6|-8.-10	0.15384615384615385
-10|-8.128	-8|-10.-8.128	1.0
-10|-8.128	128|-10.-8	0.5
-8|-10.-5	-26|-8	0.16666666666666666
-8|-10.-5	-5|-8.-10	0.16666666666666666
-8|-10.-5	-3|-8.-10	0.16666666666666666
-8|-10.-5	-4|-8.-10	0.16666666666666666
-8|-10.-5	-6|-8.-10	0.16666666666666666
-8|-10.-5	-10|-8.-10	0.16666666666666666
-8|-10.-2	-24|-8.-10	1.0
-8|-10.-4	8|-8.-10	1.0
-8|-10.-24	-4|-8.-10	0.5
-8|-10.-24	-10|-8.-10	0.5
-8|-10.6	-5|-8.-10	1.0
-8|-10.-17	-24|-8.-10	0.5
-8|-10.-17	-7|-8.-10	0.5
-8|-10.11	16|-8	1.0
-8|-10.9	7|-8.-10	0.3333333333333333
-8|-10.9	-7|-8.-10	0.3333333333333333
-8|-10.9	2|-8.-10	0.3333333333333333
-8|-10.-15	-10|-8.-10.-15	1.0
-8|-10.-15	-24|-8.-10	0.2
-8|-10.-15	1|-8.-10	0.2
-8|-10.-15	-14|-8.-10	0.2
-8|-10.-15	-22|-8.-10	0.2
-8|-10.-41	-10|-8.-10	1.0
-8|-10.-7	-7|-8.-10	0.5
-8|-10.-7	-1|-8.-10	0.5
-8|-10.21	25|-8	1.0
-8|-10.-6	-3|-8.-10	0.5
-8|-10.-6	-6|-8.-10	0.5
-8|-10.13	7|-8.-10	1.0
-8|-10.-11	-10|-8.-10.-11	1.0
-8|-10.-11	-3|-8.-10	0.16666666666666666
-8|-10.-11	-6|-8.-10	0.3333333333333333
-8|-10.-11	-4|-8.-10	0.16666666666666666
-8|-10.-11	-24|-8.-10	0.16666666666666666
-8|-10.-3	-6|-8.-10	0.3333333333333333
-8|-10.-3	-3|-8.-10	0.3333333333333333
-8|-10.-3	-7|-8.-10	0.3333333333333333
-8|-10.-29	-16|-8	1.0
-8|-10.37	37|-8	1.0
-8|-10.-20	-19|-8.-10	0.5
-8|-10.-20	2|-8.-10	0.5
-8|-10.-1	-3|-8.-10	0.3333333333333333
-8|-10.-1	-5|-8.-10	0.3333333333333333
-8|-10.-1	4|-8	0.3333333333333333
-8|-10.128	128|-8	1.0
-8|-10.4	-1|-8.-10	1.0
-8|-10.-18	-18|-8.-10	1.0
-8|-10.0	-6|-8.-10	1.0
-8|-5.-17	-17|-8.-5	0.5
-8|-5.-17	-7|-8.-5	0.16666666666666666
-8|-5.-17	-10|-8.-5	0.3333333333333333
-8|-5.16	-17|-8.-5	1.0
-8|-5.-24	-24|-8.-5	0.1
-8|-5.-24	-17|-8.-5	0.1
-8|-5.-24	-23|-8.-5	0.3
-8|-5.-24	-4|-8.-5	0.1
-8|-5.-24	-10|-8.-5	0.2
-8|-5.-24	-12|-8.-5	0.1
-8|-5.-24	-27|-8.-5	0.1
-8|-5.-2	-33|-8	0.3333333333333333
-8|-5.-2	19|-8.-5	0.3333333333333333
-8|-5.-2	6|-8.-5	0.3333333333333333
-8|-5.-1	4|-8.-5	0.3333333333333333
-8|-5.-1	-13|-8.-5	0.3333333333333333
-8|-5.-1	-3|-8.-5	0.3333333333333333
-8|-5.-29	-29|-8.-5	0.3333333333333333
-8|-5.-29	-13|-8.-5	0.3333333333333333
-8|-5.-29	-9|-8.-5	0.3333333333333333
-8|-5.-3	2|-8.-5	0.1
-8|-5.-3	-10|-8.-5	0.4
-8|-5.-3	8|-8	0.1
-8|-5.-3	-3|-8.-5	0.2
-8|-5.-3	-12|-8.-5	0.1
-8|-5.-3	-9|-8.-5	0.1
-8|-5.18	21|-8	1.0
-8|-5.-19	-32|-8.-5	0.5
-8|-5.-19	-3|-8.-5	0.5
-8|-5.21	-12|-8.-5	1.0
-8|-5.19	-10|-8.-5	0.5
-8|-5.19	7|-8.-5	0.5
-8|-5.14	14|-8.-5	1.0
-8|-5.-12	-13|-8.-5	1.0
-8|-5.2	6|-8.-5	0.2222222222222222
-8|-5.2	16|-8.-5	0.1111111111111111
-8|-5.2	-31|-8	0.1111111111111111
-8|-5.2	-4|-8.-5	0.2222222222222222
-8|-5.2	-38|-8	0.1111111111111111
-8|-5.2	19|-8.-5	0.1111111111111111
-8|-5.2	-5|-8.-5	0.1111111111111111
-8|-5.-22	-29|-8.-5	1.0
-8|-5.0	-4|-8.-5	0.14285714285714285
-8|-5.0	129|-8	0.14285714285714285
-8|-5.0	-12|-8.-5	0.2857142857142857
-8|-5.0	0|-8.-5	0.14285714285714285
-8|-5.0	2|-8.-5	0.14285714285714285
-8|-5.0	-29|-8.-5	0.14285714285714285
-8|-5.-4	-7|-8.-5	1.0
-8|-5.-18	-19|-8.-5	1.0
-8|-5.-36	-2|-8.-5	0.5
-8|-5.-36	-15|-8.-5	0.5
-8|-5.4	-11|-8.-5	0.25
-8|-5.4	-17|-8.-5	0.5
-8|-5.4	2|-8.-5	0.25
-8|-5.-14	6|-8.-5	1.0
-8|-5.-20	24|-8	0.5
-8|-5.-20	-27|-8.-5	0.5
-8|-5.-11	-3|-8.-5	0.6666666666666666
-8|-5.-11	0|-8.-5	0.3333333333333333
-8|-5.-26	-32|-8.-5	1.0
-8|-5.-6	-4|-8.-5	0.5
-8|-5.-6	-5|-8.-5	0.5
-8|-5.-7	-9|-8.-5	0.3333333333333333
-8|-5.-7	-5|-8.-5	0.3333333333333333
-8|-5.-7	-10|-8.-5	0.3333333333333333
-8|-5.-13	0|-8.-5	0.16666666666666666
-8|-5.-13	14|-8.-5	0.16666666666666666
-8|-5.-13	-14|-8.-5	0.6666666666666666
-8|-5.-15	-11|-8.-5	0.5
-8|-5.-15	-19|-8.-5	0.5
-8|-5.-10	-10|-8.-5.-10	0.3333333333333333
-8|-5.-10	1|-8.-5	0.1
-8|-5.-10	7|-8.-5	0.1
-8|-5.-10	-17|-8.-5	0.1
-8|-5.-10	0|-8.-5	0.1
-8|-5.-10	-2|-8.-5	0.1
-8|-5.-10	-5|-8.-5	0.1
-8|-5.-10	-36|-8	0.1
-8|-5.9	-17|-8.-5	1.0
-8|-5.-8	-12|-8.-5	0.3
-8|-5.-8	-5|-8.-5	0.1
-8|-5.-8	-20|-8.-5	0.1
-8|-5.-8	129|-8	0.1
-8|-5.-8	-17|-8.-5	0.1
-8|-5.-8	-7|-8.-5	0.1
-8|-5.-8	16|-8.-5	0.1
-8|-5.-8	-23|-8.-5	0.1
-8|-5.12	-17|-8.-5	1.0
-8|-5.7	-5|-8.-5	0.2
-8|-5.7	4|-8.-5	0.4
-8|-5.7	-13|-8.-5	0.2
-8|-5.7	16|-8.-5	0.2
-8|-5.-9	-7|-8.-5	0.5
-8|-5.-9	-30|-8	0.5
-8|-27.-12	4|-8.-27	0.5
-8|-27.-12	-32|-8.-27	0.5
-8|-27.-23	-29|-8.-27	0.3333333333333333
-8|-27.-23	-27|-8.-27	0.3333333333333333
-8|-27.-23	-23|-8.-27	0.3333333333333333
-8|-27.4	-17|-8.-27	1.0
-8|-27.-19	-6|-8	1.0
-8|-27.-29	-19|-8.-27	1.0
-8|-27.-9	-5|-8.-27	1.0
-8|-27.-11	-3|-8.-27	0.5
-8|-27.-11	-28|-8.-27	0.5
-8|-27.-7	-32|-8.-27	1.0
-8|-27.-32	-23|-8.-27	1.0
-8|-27.128	128|-8	0.3333333333333333
-8|-27.128	-27|-8.-27	0.6666666666666666
-8|-27.-17	-17|-8.-27	0.5
-8|-27.-17	-32|-8.-27	0.5
-8|-27.-21	-26|-8.-27	0.42857142857142855
-8|-27.-21	-21|-8.-27	0.2857142857142857
-8|-27.-21	-27|-8.-27	0.2857142857142857
-8|-27.14	-23|-8.-27	1.0
-8|-27.-3	-23|-8.-27	1.0
-8|-27.9	7|-8.-27	1.0
-8|-19.-4	6|-8.-19	1.0
-8|-19.1	-19|-8.-19	0.3333333333333333
-8|-19.1	-15|-8.-19	0.3333333333333333
-8|-19.1	3|-8	0.3333333333333333
-8|-19.-30	-6|-8.-19	1.0
-8|-19.29	-13|-8.-19	1.0
-8|-19.-25	-5|-8.-19	1.0
-8|-19.-11	-20|-8.-19	0.5
-8|-19.-11	-15|-8.-19	0.5
-8|-19.-16	-15|-8.-19	1.0
-8|-19.-3	-5|-8.-19	1.0
-8|-19.-12	2|-8.-19	0.5
-8|-19.-12	-5|-8.-19	0.5
-8|-19.-8	-19|-8.-19	0.5714285714285714
-8|-19.-8	-6|-8.-19	0.2857142857142857
-8|-19.-8	10|-8	0.14285714285714285
-8|-19.-24	0|-8.-19	1.0
-8|-19.19	14|-8	1.0
-8|-19.8	10|-8	1.0
-8|-19.-7	-19|-8.-19	0.5
-8|-19.-7	-10|-8.-19	0.5
-8|-19.-1	-1|-8.-19	1.0
-8|-19.-28	-29|-8.-19	1.0
-8|-19.-15	-17|-8.-19	0.25
-8|-19.-15	-31|-8	0.25
-8|-19.-15	-5|-8.-19	0.25
-8|-19.-15	-20|-8.-19	0.25
-8|-19.0	-19|-8.-19	0.5
-8|-19.0	-1|-8.-19	0.5
-8|-19.-33	-18|-8.-19	1.0
-8|-19.-20	-19|-8.-19	0.5
-8|-19.-20	-22|-8.-19	0.5
-8|-19.-22	-23|-8.-19	0.6666666666666666
-8|-19.-22	-16|-8.-19	0.3333333333333333
-8|-19.-17	-1|-8.-19	1.0
-8|-19.-23	-22|-8.-19	0.5
-8|-19.-23	-28|-8.-19	0.5
-8|-19.-27	-20|-8.-19	1.0
-8|-19.-6	-19|-8.-19	0.6666666666666666
-8|-19.-6	-5|-8.-19	0.3333333333333333
-8|-19.-21	10|-8	1.0
-8|-17.24	4|-8.-17	1.0
-8|-17.-22	-7|-8.-17	0.5
-8|-17.-22	-17|-8.-17	0.5
-8|-17.-25	-10|-8.-17	1.0
-8|-17.7	16|-8.-17	0.2
-8|-17.7	19|-8.-17	0.2
-8|-17.7	6|-8	0.2
-8|-17.7	4|-8.-17	0.2
-8|-17.7	14|-8.-17	0.2
-8|-17.-3	-7|-8.-17	0.14285714285714285
-8|-17.-3	-5|-8.-17	0.14285714285714285
-8|-17.-3	-29|-8.-17	0.14285714285714285
-8|-17.-3	-3|-8.-17	0.14285714285714285
-8|-17.-3	-22|-8.-17	0.14285714285714285
-8|-17.-3	0|-8.-17	0.14285714285714285
-8|-17.-3	-9|-8.-17	0.14285714285714285
-8|-17.-31	-30|-8	1.0
-8|-17.-19	-15|-8.-17	1.0
-8|-17.-27	-22|-8.-17	1.0
-8|-17.-10	-7|-8.-17	1.0
-8|-17.-1	-5|-8.-17	0.6666666666666666
-8|-17.-1	-2|-8.-17	0.3333333333333333
-8|-17.-7	-9|-8.-17	1.0
-8|-17.6	-10|-8.-17	1.0
-8|-17.-21	-19|-8.-17	1.0
-8|-17.5	-3|-8.-17	0.5
-8|-17.5	7|-8.-17	0.5
-8|-17.12	-17|-8.-17	1.0
-8|-17.11	4|-8.-17	1.0
