source	target	probability
-2|-19	-24|-2.-19	1.0
-2|-19	-26|-2.-19	1.0
-2|-19	-14|-2.-19	1.0
-2|-19	-28|-2.-19	0.5
-2|-19	-3|-2.-19	1.0
-2|-19	7|-2.-19	0.5
-2|-19	1|-2.-19	1.0
-2|-19	129|-2	0.043478260869565216
-2|-19	-19|-2	0.043478260869565216
-2|24	-6|-2.24	1.0
-2|24	0|-2.24	1.0
-2|24	3|-2.24	1.0
-2|24	-7|-2.24	1.0
-2|24	24|-2	0.16666666666666666
-2|24	21|-2	0.16666666666666666
-2|22	-6|-2.22	1.0
-2|22	10|-2.22	1.0
-2|22	-3|-2.22	1.0
-2|22	-7|-2.22	1.0
-2|22	26|-2	0.16666666666666666
-2|22	21|-2	0.16666666666666666
-2|-7	-6|-2.-7	0.5
-2|-7	-23|-2.-7	1.0
-2|-7	0|-2.-7	0.16666666666666666
-2|-7	2|-2.-7	0.5
-2|-7	5|-2.-7	0.25
-2|-7	3|-2.-7	0.6666666666666666
-2|-7	-17|-2.-7	0.5
-2|-7	-24|-2.-7	0.5
-2|-7	-16|-2.-7	0.5
-2|-7	-11|-2.-7	0.6666666666666666
-2|-7	-19|-2.-7	1.0
-2|-7	-20|-2.-7	0.5
-2|-7	-8|-2.-7	1.0
-2|-7	-5|-2.-7	0.3333333333333333
-2|-7	-3|-2.-7	0.5
-2|-7	-9|-2.-7	0.3333333333333333
-2|-7	-7|-2.-7	0.5
-2|-7	7|-2.-7	0.3333333333333333
-2|-7	4|-2.-7	0.5
-2|-7	1|-2.-7	1.0
-2|-7	6|-2.-7	0.5
-2|-7	-10|-2.-7	0.3333333333333333
-2|-7	-33|-2.-7	1.0
-2|-7	-22|-2	0.015873015873015872
-2|-7	-26|-2	0.015873015873015872
-2|8	-6|-2.8	0.5
-2|8	5|-2.8	1.0
-2|8	8|-2.8	1.0
-2|8	-24|-2.8	1.0
-2|8	-16|-2.8	1.0
-2|8	-5|-2.8	1.0
-2|8	-9|-2.8	1.0
-2|8	-1|-2.8	1.0
-2|8	16|-2.8	1.0
-2|8	-13|-2	0.09090909090909091
-2|-10	-6|-2.-10	0.5
-2|-10	-13|-2.-10	1.0
-2|-10	0|-2.-10	0.6666666666666666
-2|-10	2|-2.-10	0.25
-2|-10	5|-2.-10	0.3333333333333333
-2|-10	12|-2.-10	1.0
-2|-10	10|-2.-10	1.0
-2|-10	3|-2.-10	1.0
-2|-10	8|-2.-10	1.0
-2|-10	-17|-2.-10	0.5
-2|-10	-24|-2.-10	0.5
-2|-10	-11|-2.-10	1.0
-2|-10	-14|-2.-10	1.0
-2|-10	-8|-2.-10	0.5
-2|-10	-5|-2.-10	1.0
-2|-10	-9|-2.-10	0.3333333333333333
-2|-10	-7|-2.-10	0.14285714285714285
-2|-10	7|-2.-10	1.0
-2|-10	-1|-2.-10	0.6666666666666666
-2|-10	4|-2.-10	1.0
-2|-10	1|-2.-10	1.0
-2|-10	-10|-2.-10	0.3333333333333333
-2|-10	-32|-2.-10	1.0
-2|-10	-33|-2.-10	0.25
-2|-10	-25|-2	0.25
-2|-10	-31|-2	0.011363636363636364
-2|-10	15|-2	0.011363636363636364
-2|-10	21|-2	0.011363636363636364
-2|-10	-41|-2	0.045454545454545456
-2|-10	9|-2	0.022727272727272728
-2|15	-6|-2.15	0.5
-2|15	-21|-2.15	1.0
-2|15	14|-2.15	1.0
-2|15	8|-2.15	1.0
-2|15	-3|-2.15	1.0
-2|15	-9|-2.15	1.0
-2|15	11|-2.15	1.0
-2|15	25|-2	0.1
-2|15	-27|-2	0.1
-2|7	-6|-2.7	0.5
-2|7	-21|-2.7	1.0
-2|7	0|-2.7	0.25
-2|7	2|-2.7	1.0
-2|7	12|-2.7	1.0
-2|7	14|-2.7	1.0
-2|7	10|-2.7	1.0
-2|7	3|-2.7	0.5
-2|7	-17|-2.7	0.25
-2|7	-24|-2.7	0.4
-2|7	-12|-2.7	0.3333333333333333
-2|7	-11|-2.7	1.0
-2|7	-28|-2.7	1.0
-2|7	-20|-2.7	1.0
-2|7	-15|-2.7	0.5
-2|7	-8|-2.7	0.5
-2|7	-5|-2.7	0.14285714285714285
-2|7	-9|-2.7	0.5
-2|7	-7|-2.7	0.5
-2|7	7|-2.7	0.125
-2|7	11|-2.7	1.0
-2|7	4|-2.7	0.3333333333333333
-2|7	1|-2.7	0.3333333333333333
-2|7	19|-2.7	1.0
-2|7	6|-2.7	1.0
-2|7	-10|-2.7	1.0
-2|7	31|-2	0.014705882352941176
-2|7	21|-2	0.014705882352941176
-2|7	15|-2	0.029411764705882353
-2|7	30|-2	0.014705882352941176
-2|7	13|-2	0.014705882352941176
-2|-33	-6|-2.-33	1.0
-2|-33	-21|-2.-33	1.0
-2|-33	0|-2.-33	0.6666666666666666
-2|-33	-16|-2.-33	1.0
-2|-33	-22|-2.-33	1.0
-2|-33	-18|-2.-33	0.5
-2|-33	-5|-2.-33	1.0
-2|-33	-3|-2.-33	0.5
-2|-33	1|-2.-33	1.0
-2|-33	6|-2.-33	1.0
-2|-12	-6|-2.-12	1.0
-2|-12	0|-2.-12	1.0
-2|-12	2|-2.-12	0.3333333333333333
-2|-12	5|-2.-12	1.0
-2|-12	14|-2.-12	1.0
-2|-12	3|-2.-12	0.5
-2|-12	-17|-2.-12	1.0
-2|-12	-24|-2.-12	0.5
-2|-12	-12|-2.-12	1.0
-2|-12	-11|-2.-12	1.0
-2|-12	-14|-2.-12	1.0
-2|-12	-22|-2.-12	1.0
-2|-12	-5|-2.-12	0.25
-2|-12	-3|-2.-12	1.0
-2|-12	-9|-2.-12	0.3333333333333333
-2|-12	-7|-2.-12	1.0
-2|-12	7|-2.-12	1.0
-2|-12	-1|-2.-12	1.0
-2|-12	4|-2.-12	1.0
-2|-12	1|-2.-12	1.0
-2|-12	-10|-2.-12	1.0
-2|-12	-32|-2	0.030303030303030304
-2|-12	19|-2	0.030303030303030304
-2|17	-6|-2.17	1.0
-2|17	3|-2.17	1.0
-2|17	8|-2.17	1.0
-2|17	-17|-2.17	1.0
-2|17	-12|-2.17	1.0
-2|17	-7|-2.17	1.0
-2|17	6|-2.17	1.0
-2|17	18|-2	0.125
-2|-9	-6|-2.-9	1.0
-2|-9	-13|-2.-9	1.0
-2|-9	2|-2.-9	1.0
-2|-9	12|-2.-9	1.0
-2|-9	10|-2.-9	1.0
-2|-9	15|-2.-9	1.0
-2|-9	-12|-2.-9	1.0
-2|-9	-19|-2.-9	1.0
-2|-9	-27|-2.-9	1.0
-2|-9	-8|-2.-9	0.5
-2|-9	-5|-2.-9	0.3333333333333333
-2|-9	-9|-2.-9	1.0
-2|-9	-7|-2.-9	0.2
-2|-9	-1|-2.-9	0.5
-2|-9	11|-2.-9	1.0
-2|-9	1|-2.-9	1.0
-2|-9	9|-2	0.03571428571428571
-2|-9	22|-2	0.03571428571428571
-6|-33	0|-6.-33	1.0
-6|-33	3|-6.-33	1.0
-6|-33	-34|-6.-33	1.0
-6|-33	-5|-6.-33	1.0
-6|-33	-33|-6	0.125
-6|-33	5|-6	0.125
-6|-33	-4|-6	0.125
-6|-33	17|-6	0.125
-6|-37	-30|-6.-37	1.0
-20|-17	-6|-20.-17	0.5
-20|-17	-23|-20.-17	0.6666666666666666
-20|-17	-13|-20.-17	1.0
-20|-17	-2|-20.-17	0.5
-20|-17	2|-20.-17	0.3333333333333333
-20|-17	5|-20.-17	1.0
-20|-17	12|-20.-17	1.0
-20|-17	-17|-20.-17	0.3076923076923077
-20|-17	-24|-20.-17	0.3333333333333333
-20|-17	-19|-20.-17	0.3333333333333333
-20|-17	-22|-20.-17	0.5
-20|-17	-15|-20.-17	0.5
-20|-17	-30|-20.-17	1.0
-20|-17	-5|-20.-17	0.5
-20|-17	7|-20.-17	0.3333333333333333
-20|-17	-1|-20.-17	0.5
-20|-17	11|-20.-17	0.5
-20|-17	4|-20.-17	0.5
-20|-17	16|-20.-17	1.0
-20|-17	-10|-20.-17	1.0
-20|-17	-31|-20.-17	1.0
-20|-17	-29|-20	0.017241379310344827
-20|-17	17|-20	0.017241379310344827
-6|-20	0|-6.-20	1.0
-6|-20	-12|-6.-20	1.0
-6|-20	-16|-6.-20	1.0
-6|-20	-11|-6.-20	1.0
-6|-20	-5|-6.-20	1.0
-6|-20	-3|-6.-20	1.0
-6|-20	-10|-6.-20	1.0
-6|-20	-7|-6	0.125
-7|-13	-6|-7.-13	1.0
-7|-13	-2|-7.-13	0.5
-7|-13	0|-7.-13	0.25
-7|-13	2|-7.-13	1.0
-7|-13	10|-7.-13	1.0
-7|-13	3|-7.-13	1.0
-7|-13	8|-7.-13	1.0
-7|-13	-24|-7.-13	0.5
-7|-13	128|-7.-13	1.0
-7|-13	-16|-7.-13	1.0
-7|-13	-26|-7.-13	1.0
-7|-13	-22|-7.-13	0.6666666666666666
-7|-13	-5|-7.-13	0.2
-7|-13	-3|-7.-13	1.0
-7|-13	7|-7.-13	0.6
-7|-13	-1|-7.-13	1.0
-7|-13	-10|-7.-13	0.5
-7|-13	-20|-7	0.02564102564102564
-7|-13	25|-7	0.02564102564102564
-7|-5	-6|-7.-5	0.2
-7|-5	-21|-7.-5	0.5
-7|-5	-23|-7.-5	0.5
-7|-5	-13|-7.-5	0.25
-7|-5	-2|-7.-5	0.5
-7|-5	0|-7.-5	0.25
-7|-5	2|-7.-5	0.5
-7|-5	12|-7.-5	1.0
-7|-5	3|-7.-5	1.0
-7|-5	-17|-7.-5	0.2
-7|-5	-24|-7.-5	0.3333333333333333
-7|-5	-12|-7.-5	0.25
-7|-5	-9|-7.-5	0.3
-7|-5	-26|-7.-5	0.5
-7|-5	-19|-7.-5	1.0
-7|-5	-14|-7.-5	1.0
-7|-5	-27|-7.-5	1.0
-7|-5	-22|-7.-5	1.0
-7|-5	-15|-7.-5	1.0
-7|-5	-8|-7.-5	0.1
-7|-5	-5|-7.-5	0.0625
-7|-5	-3|-7.-5	1.0
-7|-5	129|-7.-5	1.0
-7|-5	7|-7.-5	0.5
-7|-5	-1|-7.-5	1.0
-7|-5	-10|-7.-5	0.2
-7|-5	-33|-7.-5	1.0
-7|-5	-36|-7	0.0673076923076923
-7|-5	5|-7	0.009615384615384616
-7|-5	16|-7	0.009615384615384616
-7|-5	21|-7	0.009615384615384616
-7|-22	-6|-7.-22	0.5
-7|-22	-23|-7.-22	1.0
-7|-22	-13|-7.-22	0.13333333333333333
-7|-22	0|-7.-22	0.5
-7|-22	15|-7.-22	1.0
-7|-22	-17|-7.-22	0.6666666666666666
-7|-22	-24|-7.-22	1.0
-7|-22	-12|-7.-22	0.2
-7|-22	-16|-7.-22	1.0
-7|-22	-19|-7.-22	1.0
-7|-22	-27|-7.-22	1.0
-7|-22	-22|-7.-22	0.6666666666666666
-7|-22	-18|-7.-22	0.75
-7|-22	-5|-7.-22	0.25
-7|-22	-3|-7.-22	0.25
-7|-22	-9|-7.-22	0.3333333333333333
-7|-22	7|-7.-22	0.3333333333333333
-7|-22	-1|-7.-22	0.5
-7|-22	11|-7.-22	1.0
-7|-22	4|-7.-22	1.0
-7|-22	9|-7.-22	1.0
-7|-22	-10|-7.-22	0.5
-7|-22	-36|-7	0.015384615384615385
-7|-22	-11|-7	0.015384615384615385
-7|-22	-14|-7	0.015384615384615385
-7|-6	-6|-7.-6	1.0
-7|-6	-23|-7.-6	1.0
-7|-6	10|-7.-6	1.0
-7|-6	-12|-7.-6	1.0
-7|-6	-9|-7.-6	0.14285714285714285
-7|-6	-19|-7.-6	0.5
-7|-6	-22|-7.-6	1.0
-7|-6	-29|-7.-6	1.0
-7|-6	-18|-7.-6	1.0
-7|-6	-8|-7.-6	0.4
-7|-6	-5|-7.-6	1.0
-7|-6	-3|-7.-6	1.0
-7|-6	7|-7.-6	1.0
-7|-6	-1|-7.-6	1.0
-7|-6	6|-7.-6	1.0
-7|-6	-10|-7.-6	1.0
-7|-6	-33|-7	0.03571428571428571
-7|-8	-6|-7.-8	0.25
-7|-8	-21|-7.-8	1.0
-7|-8	-13|-7.-8	0.5
-7|-8	-2|-7.-8	1.0
-7|-8	2|-7.-8	0.6666666666666666
-7|-8	5|-7.-8	1.0
-7|-8	-17|-7.-8	0.5
-7|-8	-24|-7.-8	1.0
-7|-8	-19|-7.-8	1.0
-7|-8	-22|-7.-8	1.0
-7|-8	-15|-7.-8	0.3333333333333333
-7|-8	-8|-7.-8	0.16666666666666666
-7|-8	-5|-7.-8	0.09090909090909091
-7|-8	-3|-7.-8	0.6666666666666666
-7|-8	7|-7.-8	1.0
-7|-8	4|-7.-8	1.0
-7|-8	9|-7.-8	1.0
-7|-8	-10|-7.-8	0.2
-7|-8	15|-7	0.03333333333333333
-7|-8	25|-7	0.03333333333333333
-7|-8	-38|-7	0.016666666666666666
-7|4	-6|-7.4	1.0
-7|4	-23|-7.4	1.0
-7|4	-13|-7.4	1.0
-7|4	-2|-7.4	1.0
-7|4	0|-7.4	0.5
-7|4	2|-7.4	0.5
-7|4	14|-7.4	1.0
-7|4	10|-7.4	1.0
-7|4	3|-7.4	1.0
-7|4	15|-7.4	1.0
-7|4	17|-7.4	1.0
-7|4	-17|-7.4	0.5
-7|4	-24|-7.4	1.0
-7|4	-11|-7.4	0.3333333333333333
-7|4	-26|-7.4	1.0
-7|4	-19|-7.4	0.6666666666666666
-7|4	-22|-7.4	0.5
-7|4	-8|-7.4	0.2
-7|4	-5|-7.4	1.0
-7|4	-3|-7.4	0.5
-7|4	7|-7.4	0.25
-7|4	-1|-7.4	0.5
-7|4	11|-7.4	0.6666666666666666
-7|4	4|-7.4	0.08333333333333333
-7|4	-31|-7.4	1.0
-7|4	-25|-7	0.012987012987012988
-7|4	1|-7	0.012987012987012988
-7|4	24|-7	0.012987012987012988
-7|4	21|-7	0.025974025974025976
-7|4	22|-7	0.012987012987012988
-7|4	9|-7	0.012987012987012988
-7|4	12|-7	0.012987012987012988
-7|4	8|-7	0.012987012987012988
-7|4	13|-7	0.012987012987012988
-7|4	-34|-7	0.012987012987012988
-6|-32	-34|-6.-32	1.0
-6|-32	1|-6.-32	1.0
-6|-32	-32|-6	0.3333333333333333
-6|20	15|-6.20	1.0
-6|26	-12|-6.26	1.0
-6|26	-10|-6.26	1.0
7|-28	-6|7.-28	1.0
7|-28	-13|7.-28	1.0
7|-28	5|7.-28	1.0
7|-28	12|7.-28	1.0
7|-28	10|7.-28	0.5
7|-28	3|7.-28	1.0
7|-28	8|7.-28	1.0
7|-28	-16|7.-28	1.0
7|-28	-29|7.-28	1.0
7|-28	-3|7.-28	0.5
7|-28	-1|7.-28	1.0
7|-28	6|7.-28	1.0
7|15	-6|7.15	1.0
7|15	-23|7.15	1.0
7|15	-2|7.15	0.25
7|15	16|7.15	0.375
7|15	0|7.15	0.16666666666666666
7|15	4|7.15	0.5
7|15	2|7.15	0.6666666666666666
7|15	12|7.15	0.5
7|15	14|7.15	0.25
7|15	10|7.15	0.5
7|15	3|7.15	0.3333333333333333
7|15	15|7.15	0.16666666666666666
7|15	17|7.15	0.25
7|15	-17|7.15	1.0
7|15	-12|7.15	1.0
7|15	-26|7.15	0.5
7|15	-22|7.15	0.3333333333333333
7|15	-8|7.15	1.0
7|15	-3|7.15	1.0
7|15	-9|7.15	1.0
7|15	-7|7.15	0.5
7|15	-1|7.15	1.0
7|15	5|7.15	1.0
7|15	13|7.15	1.0
7|15	11|7.15	1.0
7|15	19|7.15	0.5
7|15	9|7.15	1.0
7|15	-10|7.15	1.0
7|15	30|7	0.013333333333333334
7|15	-4|7	0.013333333333333334
7|15	29|7	0.013333333333333334
7|15	1|7	0.013333333333333334
7|15	-31|7	0.013333333333333334
7|15	36|7	0.013333333333333334
7|-34	-6|7.-34	1.0
7|-34	12|7.-34	1.0
7|-34	3|7.-34	1.0
7|-34	-20|7.-34	1.0
7|-34	-5|7.-34	1.0
7|-34	19|7.-34	1.0
7|-34	9|7.-34	1.0
7|-34	6|7.-34	1.0
7|17	-6|7.17	1.0
7|17	-2|7.17	0.5
7|17	0|7.17	1.0
7|17	2|7.17	0.3333333333333333
7|17	5|7.17	0.5
7|17	14|7.17	0.3333333333333333
7|17	10|7.17	1.0
7|17	3|7.17	1.0
7|17	15|7.17	1.0
7|17	17|7.17	1.0
7|17	-17|7.17	1.0
7|17	-29|7.17	1.0
7|17	13|7.17	1.0
7|17	16|7.17	0.3333333333333333
7|17	4|7.17	0.5
7|17	19|7.17	0.5
7|17	18|7	0.037037037037037035
7|-29	-42|	0.010752688172043012
7|-29	-6|7.-29	0.5
7|-29	-2|7.-29	0.5
7|-29	0|7.-29	0.3333333333333333
7|-29	4|7.-29	0.25
7|-29	2|7.-29	0.3333333333333333
7|-29	5|7.-29	0.5714285714285714
7|-29	14|7.-29	0.6
7|-29	3|7.-29	1.0
7|-29	15|7.-29	0.5
7|-29	17|7.-29	0.5
7|-29	-17|7.-29	0.3333333333333333
7|-29	-12|7.-29	0.5
7|-29	-26|7.-29	0.5
7|-29	-19|7.-29	0.5
7|-29	-27|7.-29	1.0
7|-29	-29|7.-29	1.0
7|-29	-18|7.-29	1.0
7|-29	-8|7.-29	0.5
7|-29	-5|7.-29	0.2
7|-29	-3|7.-29	0.25
7|-29	13|7.-29	0.3333333333333333
7|-29	19|7.-29	1.0
7|-29	-22|7.-29	1.0
7|-29	9|7.-29	0.3333333333333333
7|-29	16|7.-29	1.0
7|-29	-1|7.-29	1.0
7|-29	11|7.-29	1.0
7|-29	-7|7	0.03225806451612903
7|-29	10|7	0.010752688172043012
7|-29	6|7	0.010752688172043012
7|-29	-11|7	0.010752688172043012
7|-29	-33|7	0.010752688172043012
7|-11	-6|7.-11	1.0
7|-11	-2|7.-11	1.0
7|-11	5|7.-11	1.0
7|-11	0|7.-11	1.0
7|-11	2|7.-11	1.0
7|-11	12|7.-11	1.0
7|-11	-17|7.-11	1.0
7|-11	-16|7.-11	1.0
7|-11	-19|7.-11	1.0
7|-11	-5|7.-11	1.0
7|-11	-3|7.-11	1.0
7|-11	-7|7.-11	1.0
7|-11	4|7.-11	1.0
7|-11	6|7.-11	1.0
7|-11	-10|7.-11	0.625
7|-6	-6|7.-6	0.5
7|-6	-23|7.-6	1.0
7|-6	-2|7.-6	1.0
7|-6	0|7.-6	1.0
7|-6	2|7.-6	0.3333333333333333
7|-6	5|7.-6	0.5
7|-6	3|7.-6	1.0
7|-6	-24|7.-6	0.5
7|-6	-19|7.-6	1.0
7|-6	-22|7.-6	1.0
7|-6	-29|7.-6	1.0
7|-6	-9|7.-6	1.0
7|-6	-7|7.-6	0.5
7|-6	13|7.-6	0.5
7|-6	15|7.-6	1.0
7|-6	-1|7.-6	1.0
7|-6	4|7.-6	0.3333333333333333
7|-6	11|7	0.03225806451612903
7|-6	8|7	0.03225806451612903
7|-3	-6|7.-3	0.5
7|-3	-32|7.-3	1.0
7|-3	-23|7.-3	1.0
7|-3	-2|7.-3	1.0
7|-3	0|7.-3	0.07692307692307693
7|-3	2|7.-3	0.42857142857142855
7|-3	5|7.-3	0.75
7|-3	12|7.-3	0.5
7|-3	14|7.-3	0.25
7|-3	10|7.-3	0.5
7|-3	3|7.-3	0.16666666666666666
7|-3	8|7.-3	1.0
7|-3	15|7.-3	1.0
7|-3	17|7.-3	0.2
7|-3	24|7.-3	1.0
7|-3	-17|7.-3	0.14285714285714285
7|-3	-24|7.-3	0.3333333333333333
7|-3	-12|7.-3	0.5
7|-3	-16|7.-3	1.0
7|-3	-11|7.-3	0.3333333333333333
7|-3	-26|7.-3	1.0
7|-3	-27|7.-3	1.0
7|-3	-22|7.-3	0.2
7|-3	-29|7.-3	0.4
7|-3	-15|7.-3	0.25
7|-3	-8|7.-3	1.0
7|-3	-5|7.-3	0.3333333333333333
7|-3	-3|7.-3	0.08333333333333333
7|-3	-7|7.-3	0.25
7|-3	9|7.-3	0.6666666666666666
7|-3	-1|7.-3	0.3333333333333333
7|-3	11|7.-3	0.2
7|-3	4|7.-3	0.14285714285714285
7|-3	19|7.-3	0.3333333333333333
7|-3	16|7.-3	0.25
7|-3	13|7.-3	0.16666666666666666
7|-3	6|7.-3	1.0
7|-3	-10|7.-3	0.2
7|-3	-31|7.-3	0.25
7|-3	-19|7	0.013333333333333334
7|-3	33|7	0.006666666666666667
7|-3	25|7	0.006666666666666667
7|-3	-25|7	0.006666666666666667
7|-3	23|7	0.006666666666666667
7|12	-6|7.12	0.5
7|12	-21|7.12	0.3333333333333333
7|12	-23|7.12	1.0
7|12	-13|7.12	1.0
7|12	-2|7.12	1.0
7|12	0|7.12	0.16666666666666666
7|12	4|7.12	0.09090909090909091
7|12	2|7.12	0.4
7|12	5|7.12	0.25
7|12	12|7.12	0.3333333333333333
7|12	14|7.12	0.3333333333333333
7|12	10|7.12	0.16666666666666666
7|12	3|7.12	0.2
7|12	8|7.12	0.5
7|12	15|7.12	0.25
7|12	24|7.12	1.0
7|12	-17|7.12	0.3333333333333333
7|12	-24|7.12	1.0
7|12	-26|7.12	0.5
7|12	-19|7.12	0.6666666666666666
7|12	-27|7.12	0.5
7|12	-20|7.12	1.0
7|12	-22|7.12	0.5
7|12	-29|7.12	0.3333333333333333
7|12	-34|7.12	1.0
7|12	-18|7.12	0.3333333333333333
7|12	-30|7.12	1.0
7|12	-5|7.12	0.25
7|12	-3|7.12	0.2
7|12	-9|7.12	0.3333333333333333
7|12	-7|7.12	0.2
7|12	-1|7.12	1.0
7|12	13|7.12	1.0
7|12	9|7.12	0.3333333333333333
7|12	11|7.12	0.3333333333333333
7|12	19|7.12	1.0
7|12	16|7.12	0.5
7|12	6|7.12	0.6666666666666666
7|12	-10|7.12	0.16666666666666666
7|12	26|7	0.007633587786259542
7|12	-4|7	0.007633587786259542
7|10	-6|7.10	0.3333333333333333
7|10	-2|7.10	0.25
7|10	0|7.10	1.0
7|10	4|7.10	0.2
7|10	2|7.10	0.5
7|10	5|7.10	0.4
7|10	12|7.10	0.5
7|10	14|7.10	0.3333333333333333
7|10	10|7.10	0.16666666666666666
7|10	3|7.10	0.125
7|10	8|7.10	0.2
7|10	15|7.10	1.0
7|10	-17|7.10	1.0
7|10	-24|7.10	1.0
7|10	128|7.10	0.5
7|10	-14|7.10	0.5
7|10	-28|7.10	1.0
7|10	-22|7.10	0.5
7|10	-29|7.10	1.0
7|10	-34|7.10	1.0
7|10	-5|7.10	1.0
7|10	-3|7.10	0.3333333333333333
7|10	-9|7.10	0.2
7|10	129|7.10	1.0
7|10	-7|7.10	0.5
7|10	6|7.10	0.25
7|10	11|7.10	0.5
7|10	13|7.10	0.5
7|10	9|7.10	0.5
7|10	-10|7.10	0.5
7|10	-25|7	0.011111111111111112
7|10	27|7	0.011111111111111112
7|10	17|7	0.011111111111111112
-9|-14	-6|-9.-14	1.0
-9|-14	-13|-9.-14	1.0
-9|-14	14|-9.-14	1.0
-9|-14	10|-9.-14	1.0
-9|-14	-16|-9.-14	1.0
-9|-14	-11|-9.-14	1.0
-9|-14	-14|-9.-14	1.0
-9|-14	-18|-9.-14	0.5
-9|-14	-5|-9.-14	0.125
-9|-14	-3|-9.-14	1.0
-9|-14	-21|-9.-14	0.2
-9|-14	-7|-9.-14	1.0
-9|-14	-10|-9.-14	1.0
-9|-14	-28|-9	0.12195121951219512
-9|-14	128|-9	0.1951219512195122
-9|-14	-22|-9	0.04878048780487805
-9|2	-6|-9.2	1.0
-9|2	-2|-9.2	1.0
-9|2	0|-9.2	0.5
-9|2	2|-9.2	0.5
-9|2	5|-9.2	0.3333333333333333
-9|2	12|-9.2	0.3333333333333333
-9|2	14|-9.2	0.2
-9|2	10|-9.2	0.5
-9|2	3|-9.2	0.3333333333333333
-9|2	-17|-9.2	1.0
-9|2	-24|-9.2	0.3333333333333333
-9|2	-16|-9.2	0.14285714285714285
-9|2	-19|-9.2	0.6666666666666666
-9|2	-14|-9.2	1.0
-9|2	-20|-9.2	0.5
-9|2	-22|-9.2	1.0
-9|2	-29|-9.2	0.3333333333333333
-9|2	-18|-9.2	1.0
-9|2	-8|-9.2	0.3333333333333333
-9|2	-5|-9.2	0.5
-9|2	-3|-9.2	0.5
-9|2	-7|-9.2	1.0
-9|2	-1|-9.2	1.0
-9|2	11|-9.2	0.6666666666666666
-9|2	4|-9.2	0.3333333333333333
-9|2	19|-9.2	1.0
-9|2	6|-9.2	0.5
-9|2	24|-9	0.014285714285714285
-9|2	-15|-9	0.014285714285714285
-9|2	21|-9	0.014285714285714285
-9|2	17|-9	0.014285714285714285
-9|2	9|-9	0.014285714285714285
-9|17	-6|-9.17	1.0
-9|17	-21|-9.17	1.0
-9|17	12|-9.17	1.0
-9|17	14|-9.17	1.0
-9|17	17|-9.17	1.0
-9|17	-27|-9.17	1.0
-9|17	-8|-9.17	1.0
-9|17	4|-9.17	1.0
-9|17	15|-9	0.21428571428571427
-9|-33	-6|-9.-33	1.0
-9|-33	2|-9.-33	1.0
-9|-33	-22|-9.-33	1.0
-9|-33	-10|-9.-33	0.6666666666666666
-9|-2	-6|-9.-2	0.2
-9|-2	-2|-9.-2	0.5
-9|-2	2|-9.-2	1.0
-9|-2	-17|-9.-2	0.5
-9|-2	-24|-9.-2	0.5
-9|-2	-16|-9.-2	1.0
-9|-2	-11|-9.-2	1.0
-9|-2	-22|-9.-2	1.0
-9|-2	-15|-9.-2	1.0
-9|-2	-18|-9.-2	1.0
-9|-2	-8|-9.-2	1.0
-9|-2	-5|-9.-2	1.0
-9|-2	-3|-9.-2	0.5
-9|-2	129|-9.-2	1.0
-9|-2	-7|-9.-2	0.3333333333333333
-9|-2	7|-9.-2	0.5
-9|-2	-1|-9.-2	1.0
-9|-2	4|-9.-2	0.5
-9|-2	1|-9.-2	0.5
-9|-2	-28|-9	0.17391304347826086
-9|-2	20|-9	0.021739130434782608
-9|-2	-37|-9	0.021739130434782608
-6|13	-2|-6.13	1.0
-6|13	-27|-6.13	1.0
-6|13	-29|-6.13	1.0
-6|13	12|-6	0.2
1|-12	-6|1.-12	1.0
1|-12	-2|1.-12	1.0
1|-12	0|1.-12	1.0
1|-12	128|1.-12	1.0
1|-12	13|1.-12	1.0
1|-7	-6|1.-7	1.0
1|-7	-2|1.-7	1.0
1|-7	-7|1.-7	1.0
1|-7	2|1	0.3333333333333333
1|-7	-13|1	0.16666666666666666
1|-10	-6|1.-10	0.25
1|-10	-23|1.-10	1.0
1|-10	0|1.-10	1.0
1|-10	2|1.-10	0.3333333333333333
1|-10	8|1.-10	1.0
1|-10	-20|1.-10	1.0
1|-10	-18|1.-10	1.0
1|-10	-5|1.-10	1.0
1|-10	-3|1.-10	0.3333333333333333
1|-10	-7|1.-10	1.0
1|-10	7|1.-10	1.0
1|-10	-1|1.-10	0.2857142857142857
1|-10	4|1.-10	0.5
1|-10	13|1.-10	1.0
1|-10	-10|1.-10	0.25
1|-10	11|1	0.024390243902439025
1|-10	10|1	0.024390243902439025
1|-10	30|1	0.024390243902439025
1|-10	-16|1	0.04878048780487805
1|-37	-6|1.-37	0.5
1|-37	-3|1.-37	1.0
1|-37	13|1.-37	1.0
1|-37	-37|1	0.2
1|-2	-6|1.-2	1.0
1|-2	-2|1.-2	0.25
1|-2	5|1.-2	1.0
1|-2	3|1.-2	0.5
1|-2	8|1.-2	0.5
1|-2	-17|1.-2	1.0
1|-2	-11|1.-2	1.0
1|-2	-19|1.-2	1.0
1|-2	-20|1.-2	1.0
1|-2	-29|1.-2	1.0
1|-2	-3|1.-2	1.0
1|-2	-9|1.-2	0.3333333333333333
1|-2	7|1.-2	0.3333333333333333
1|-2	-1|1.-2	1.0
1|-2	4|1.-2	0.3333333333333333
1|-2	-10|1.-2	1.0
1|-2	24|1	0.02564102564102564
1|-2	0|1	0.07692307692307693
1|-2	-27|1	0.05128205128205128
1|-2	-21|1	0.02564102564102564
1|-2	14|1	0.02564102564102564
