Path	Target	Source	Support	Confidence	Probability
-1_0.2	128_0.1	-1_0.2	52	0.04801477377654663	0.06205250596658711
-1_0.2	128_0.2	-1_0.2	23	0.02123730378578024	0.027446300715990454
-1_0.2	7_0.2	-1_0.2	31	0.028624192059095107	0.03699284009546539
-1_0.2	2_0.2	-1_0.2	71	0.06555863342566944	0.08472553699284009
-1_0.2	-3_0.2	-1_0.2	65	0.06001846722068329	0.07756563245823389
-1_0.2	-4_0.2	-1_0.2	19	0.017543859649122806	0.022673031026252982
-1_0.2	4_0.2	-1_0.2	23	0.02123730378578024	0.027446300715990454
-1_0.2	-10_0.2	-1_0.2	22	0.020313942751615882	0.026252983293556086
-1_0.2	2_0.1	-1_0.2	12	0.0110803324099723	0.014319809069212411
-7_0.2>-5_0.2	-5_0.2	-5_0.2	20	0.32786885245901637	1.0
-5_0.2>-7_0.2	-10_0.2	-7_0.2	11	0.2391304347826087	1.0
-5_0.2>-7_0.2>-5_0.2	-5_0.2	-5_0.2	15	0.9375	1.0
-9_0.2	-9_0.2	-9_0.2	133	0.284796573875803	0.35656836461126007
-9_0.2	128_0.1	-9_0.2	11	0.023554603854389723	0.029490616621983913
-9_0.2	-7_0.2	-9_0.2	17	0.03640256959314775	0.045576407506702415
-9_0.2	-10_0.2	-9_0.2	31	0.06638115631691649	0.08310991957104558
-9_0.2	-5_0.2	-9_0.2	23	0.04925053533190578	0.06166219839142091
-9_0.2	-12_0.2	-9_0.2	50	0.10706638115631692	0.13404825737265416
-9_0.2	-2_0.2	-9_0.2	17	0.03640256959314775	0.045576407506702415
-9_0.2	0_0.2	-9_0.2	46	0.09850107066381156	0.12332439678284182
-9_0.2	-17_0.2	-9_0.2	33	0.07066381156316917	0.08847184986595175
-9_0.2	-11_0.2	-9_0.2	12	0.02569593147751606	0.032171581769437
2_0.2	2_0.2	2_0.2	688	0.3588941053729786	0.4149577804583836
2_0.2	-1_0.2	2_0.2	90	0.046948356807511735	0.054282267792521106
2_0.2	-5_0.2	2_0.2	45	0.023474178403755867	0.027141133896260553
2_0.2	3_0.2	2_0.2	44	0.022952529994783515	0.026537997587454766
2_0.2	0_0.2	2_0.2	137	0.0714658320292123	0.08262967430639324
2_0.2	5_0.1	2_0.2	17	0.008868022952529996	0.010253317249698432
2_0.2	2_0.1	2_0.2	30	0.01564945226917058	0.018094089264173704
2_0.2	4_0.2	2_0.2	109	0.056859676577986434	0.06574185765983112
2_0.2	2_0.5	2_0.2	16	0.008346374543557642	0.009650180940892641
2_0.2	128_0.1	2_0.2	85	0.04434011476264997	0.05126658624849216
2_0.2	5_0.2	2_0.2	81	0.04225352112676056	0.048854041013269
2_0.2	-2_0.2	2_0.2	12	0.006259780907668232	0.007237635705669481
2_0.2	9_0.2	2_0.2	15	0.00782472613458529	0.009047044632086852
2_0.2	7_0.2	2_0.2	71	0.037037037037037035	0.0428226779252111
2_0.2	128_0.2	2_0.2	34	0.01773604590505999	0.020506634499396863
2_0.2	11_0.2	2_0.2	22	0.011476264997391758	0.013268998793727383
2_0.2	14_0.2	2_0.2	12	0.006259780907668232	0.007237635705669481
2_0.2	12_0.2	2_0.2	12	0.006259780907668232	0.007237635705669481
2_0.2	2_0.4	2_0.2	14	0.007303077725612937	0.008443908323281062
2_0.2	0_0.1	2_0.2	17	0.008868022952529996	0.010253317249698432
2_0.2	-10_0.2	2_0.2	11	0.005738132498695879	0.0066344993968636915
2_0.2	6_0.2	2_0.2	22	0.011476264997391758	0.013268998793727383
2_0.2	-3_0.2	2_0.2	14	0.007303077725612937	0.008443908323281062
2_0.2	128_0.5	2_0.2	10	0.005216484089723527	0.006031363088057901
2_0.2	1_0.2	2_0.2	11	0.005738132498695879	0.0066344993968636915
2_0.2	-4_0.2	2_0.2	13	0.006781429316640584	0.007840772014475271
2_0.2	0_0.3	2_0.2	15	0.00782472613458529	0.009047044632086852
2_0.2	4_0.1	2_0.2	11	0.005738132498695879	0.0066344993968636915
3_0.2	0_0.2	3_0.2	49	0.1038135593220339	0.14803625377643503
3_0.2	3_0.2	3_0.2	131	0.2775423728813559	0.3957703927492447
3_0.2	2_0.2	3_0.2	49	0.1038135593220339	0.14803625377643503
3_0.2	5_0.2	3_0.2	34	0.07203389830508475	0.1027190332326284
3_0.2	128_0.1	3_0.2	27	0.057203389830508475	0.08157099697885196
3_0.2	7_0.2	3_0.2	27	0.057203389830508475	0.08157099697885196
3_0.2	-2_0.2	3_0.2	14	0.029661016949152543	0.04229607250755287
2_0.2>0_0.2	0_0.2	0_0.2	26	0.22807017543859648	0.5306122448979592
2_0.2>0_0.2	-3_0.2	0_0.2	23	0.20175438596491227	0.46938775510204084
2_0.2>0_0.2>-1_0.2	-5_0.2	-1_0.2	13	0.325	1.0
0_0.2>-1_0.2	-5_0.2	-1_0.2	21	0.2727272727272727	1.0
5_0.2	5_0.2	5_0.2	253	0.23361034164358263	0.2955607476635514
5_0.2	2_0.2	5_0.2	102	0.09418282548476455	0.1191588785046729
5_0.2	10_0.2	5_0.2	11	0.010156971375807941	0.012850467289719626
5_0.2	7_0.1	5_0.2	13	0.012003693444136657	0.015186915887850467
5_0.2	5_0.1	5_0.2	27	0.024930747922437674	0.03154205607476635
5_0.2	3_0.2	5_0.2	33	0.030470914127423823	0.038551401869158876
5_0.2	1_0.2	5_0.2	20	0.018467220683287166	0.02336448598130841
5_0.2	4_0.2	5_0.2	98	0.0904893813481071	0.11448598130841121
5_0.2	128_0.1	5_0.2	54	0.04986149584487535	0.0630841121495327
5_0.2	4_0.1	5_0.2	13	0.012003693444136657	0.015186915887850467
5_0.2	12_0.2	5_0.2	14	0.012927054478301015	0.016355140186915886
5_0.2	-1_0.2	5_0.2	18	0.01662049861495845	0.02102803738317757
5_0.2	7_0.2	5_0.2	80	0.07386888273314866	0.09345794392523364
5_0.2	0_0.2	5_0.2	14	0.012927054478301015	0.016355140186915886
5_0.2	8_0.2	5_0.2	18	0.01662049861495845	0.02102803738317757
5_0.2	9_0.2	5_0.2	36	0.0332409972299169	0.04205607476635514
5_0.2	128_0.2	5_0.2	23	0.02123730378578024	0.026869158878504672
5_0.2	2_0.1	5_0.2	15	0.013850415512465374	0.017523364485981307
5_0.2	3_0.3	5_0.2	14	0.012927054478301015	0.016355140186915886
7_0.2	3_0.2	7_0.2	41	0.01943127962085308	0.02200751476113795
7_0.2	12_0.2	7_0.2	75	0.035545023696682464	0.040257648953301126
7_0.2	2_0.1	7_0.2	11	0.005213270142180095	0.005904455179817499
7_0.2	-5_0.2	7_0.2	23	0.010900473933649289	0.012345679012345678
7_0.2	7_0.1	7_0.2	78	0.03696682464454976	0.04186795491143317
7_0.2	7_0.2	7_0.2	562	0.2663507109004739	0.3016639828234031
7_0.2	11_0.2	7_0.2	54	0.025592417061611375	0.028985507246376812
7_0.2	128_0.1	7_0.2	151	0.07156398104265403	0.08105206655931294
7_0.2	9_0.1	7_0.2	16	0.007582938388625593	0.008588298443370907
7_0.2	14_0.1	7_0.2	11	0.005213270142180095	0.005904455179817499
7_0.2	11_0.1	7_0.2	10	0.004739336492890996	0.005367686527106817
7_0.2	7_0.4	7_0.2	26	0.012322274881516588	0.013955984970477724
7_0.2	128_0.2	7_0.2	50	0.023696682464454975	0.026838432635534086
7_0.2	2_0.2	7_0.2	65	0.030805687203791468	0.03488996242619431
7_0.2	16_0.2	7_0.2	24	0.011374407582938388	0.01288244766505636
7_0.2	14_0.2	7_0.2	52	0.024644549763033177	0.027911969940955447
7_0.2	17_0.2	7_0.2	13	0.006161137440758294	0.006977992485238862
7_0.2	5_0.1	7_0.2	13	0.006161137440758294	0.006977992485238862
7_0.2	4_0.2	7_0.2	134	0.06350710900473934	0.07192699946323135
7_0.2	9_0.2	7_0.2	80	0.037914691943127965	0.04294149221685454
7_0.2	-3_0.2	7_0.2	19	0.00900473933649289	0.010198604401502952
7_0.2	8_0.2	7_0.2	20	0.009478672985781991	0.010735373054213635
7_0.2	5_0.2	7_0.2	85	0.04028436018957346	0.045625335480407946
7_0.2	0_0.2	7_0.2	48	0.022748815165876776	0.02576489533011272
7_0.2	10_0.1	7_0.2	13	0.006161137440758294	0.006977992485238862
7_0.2	128_0.5	7_0.2	32	0.015165876777251185	0.017176596886741814
7_0.2	-1_0.2	7_0.2	25	0.011848341232227487	0.013419216317767043
7_0.2	10_0.2	7_0.2	24	0.011374407582938388	0.01288244766505636
7_0.2	4_0.1	7_0.2	16	0.007582938388625593	0.008588298443370907
7_0.2	4_1.0	7_0.2	10	0.004739336492890996	0.005367686527106817
7_0.2	19_0.2	7_0.2	10	0.004739336492890996	0.005367686527106817
7_0.2	7_0.5	7_0.2	23	0.010900473933649289	0.012345679012345678
7_0.2	6_0.2	7_0.2	28	0.013270142180094787	0.015029522275899088
7_0.2	5_0.3	7_0.2	11	0.005213270142180095	0.005904455179817499
7_0.2	8_0.3	7_0.2	10	0.004739336492890996	0.005367686527106817
7_0.2>5_0.2	2_0.2	5_0.2	29	0.2230769230769231	0.7073170731707317
7_0.2>5_0.2	5_0.2	5_0.2	12	0.09230769230769231	0.2926829268292683
3_0.5	0_0.5	3_0.5	14	0.1111111111111111	1.0
128_0.8	128_0.1	128_0.8	78	0.23283582089552238	0.5
128_0.8	128_0.8	128_0.8	45	0.13432835820895522	0.28846153846153844
128_0.8	128_0.2	128_0.8	21	0.0626865671641791	0.1346153846153846
128_0.8	128_0.3	128_0.8	12	0.03582089552238806	0.07692307692307693
-5_0.2>128_0.2	128_0.2	128_0.2	44	0.4888888888888889	1.0
-5_0.2>128_0.2>-5_0.2	-5_0.2	-5_0.2	15	0.5555555555555556	1.0
128_1.0	128_0.1	128_1.0	26	0.06615776081424936	0.10116731517509728
128_1.0	128_1.0	128_1.0	152	0.38676844783715014	0.5914396887159533
128_1.0	128_1.5	128_1.0	13	0.03307888040712468	0.05058365758754864
128_1.0	128_0.2	128_1.0	53	0.13486005089058525	0.20622568093385213
128_1.0	128_0.5	128_1.0	13	0.03307888040712468	0.05058365758754864
2_0.5	128_0.2	2_0.5	13	0.03611111111111111	0.06989247311827956
2_0.5	5_0.5	2_0.5	12	0.03333333333333333	0.06451612903225806
2_0.5	128_0.1	2_0.5	21	0.058333333333333334	0.11290322580645161
2_0.5	2_0.2	2_0.5	22	0.06111111111111111	0.11827956989247312
2_0.5	14_0.5	2_0.5	36	0.1	0.1935483870967742
2_0.5	2_0.4	2_0.5	36	0.1	0.1935483870967742
2_0.5	0_0.4	2_0.5	14	0.03888888888888889	0.07526881720430108
2_0.5	2_0.5	2_0.5	11	0.030555555555555555	0.05913978494623656
2_0.5	5_0.2	2_0.5	11	0.030555555555555555	0.05913978494623656
2_0.5	-2_0.5	2_0.5	10	0.027777777777777776	0.053763440860215055
-5_1.0	128_0.2	-5_1.0	10	0.14492753623188406	1.0
0_0.5>-5_0.5	128_0.1	-5_0.5	21	0.7	1.0
0_0.2>2_0.2	128_0.1	2_0.2	10	0.1111111111111111	0.25
0_0.2>2_0.2	5_0.2	2_0.2	11	0.12222222222222222	0.275
0_0.2>2_0.2	2_0.2	2_0.2	19	0.2111111111111111	0.475
2_0.1	-5_0.1	2_0.1	32	0.022145328719723183	0.025196850393700787
2_0.1	5_0.1	2_0.1	132	0.09134948096885813	0.10393700787401575
2_0.1	2_0.1	2_0.1	348	0.24083044982698962	0.2740157480314961
2_0.1	-1_0.1	2_0.1	134	0.09273356401384084	0.10551181102362205
2_0.1	5_0.2	2_0.1	20	0.01384083044982699	0.015748031496062992
2_0.1	-1_0.2	2_0.1	26	0.017993079584775088	0.02047244094488189
2_0.1	0_0.2	2_0.1	15	0.010380622837370242	0.011811023622047244
2_0.1	6_0.1	2_0.1	18	0.01245674740484429	0.014173228346456693
2_0.1	128_0.1	2_0.1	103	0.07128027681660899	0.08110236220472442
2_0.1	0_0.1	2_0.1	86	0.05951557093425606	0.06771653543307087
2_0.1	4_0.1	2_0.1	82	0.05674740484429066	0.06456692913385827
2_0.1	128_0.4	2_0.1	14	0.009688581314878892	0.011023622047244094
2_0.1	128_0.2	2_0.1	55	0.03806228373702422	0.04330708661417323
2_0.1	2_0.2	2_0.1	27	0.018685121107266434	0.02125984251968504
2_0.1	9_0.1	2_0.1	31	0.021453287197231833	0.024409448818897637
2_0.1	7_0.1	2_0.1	43	0.02975778546712803	0.03385826771653543
2_0.1	3_0.1	2_0.1	15	0.010380622837370242	0.011811023622047244
2_0.1	-1_0.4	2_0.1	14	0.009688581314878892	0.011023622047244094
2_0.1	-2_0.1	2_0.1	20	0.01384083044982699	0.015748031496062992
2_0.1	-7_0.1	2_0.1	18	0.01245674740484429	0.014173228346456693
2_0.1	12_0.5	2_0.1	11	0.007612456747404845	0.008661417322834646
2_0.1	11_0.1	2_0.1	14	0.009688581314878892	0.011023622047244094
2_0.1	12_0.1	2_0.1	12	0.008304498269896194	0.009448818897637795
0_0.2>2_0.1>0_0.1	0_0.1	0_0.1	10	0.9090909090909091	1.0
2_0.1>0_0.1	0_0.1	0_0.1	77	0.3117408906882591	0.5923076923076923
2_0.1>0_0.1	-3_0.1	0_0.1	53	0.2145748987854251	0.4076923076923077
0_0.1	0_0.1	0_0.1	406	0.2567994939911448	0.29743589743589743
0_0.1	-3_0.1	0_0.1	120	0.07590132827324478	0.08791208791208792
0_0.1	3_0.1	0_0.1	27	0.017077798861480076	0.01978021978021978
0_0.1	4_0.1	0_0.1	156	0.09867172675521822	0.11428571428571428
0_0.1	4_0.2	0_0.1	15	0.009487666034155597	0.01098901098901099
0_0.1	128_0.1	0_0.1	101	0.06388361796331436	0.073992673992674
0_0.1	-7_0.1	0_0.1	33	0.020872865275142316	0.024175824175824177
0_0.1	1_0.1	0_0.1	13	0.008222643896268185	0.009523809523809525
0_0.1	-1_0.1	0_0.1	68	0.043010752688172046	0.04981684981684982
0_0.1	-5_0.1	0_0.1	51	0.03225806451612903	0.03736263736263736
0_0.1	0_0.2	0_0.1	59	0.03731815306767868	0.04322344322344322
0_0.1	128_0.2	0_0.1	35	0.022137887413029727	0.02564102564102564
0_0.1	2_0.1	0_0.1	86	0.05439595192915876	0.063003663003663
0_0.1	-8_0.1	0_0.1	64	0.04048070841239722	0.046886446886446886
0_0.1	-2_0.1	0_0.1	13	0.008222643896268185	0.009523809523809525
0_0.1	5_0.1	0_0.1	13	0.008222643896268185	0.009523809523809525
0_0.1	7_0.1	0_0.1	41	0.025932953826691967	0.030036630036630037
0_0.1	9_0.1	0_0.1	14	0.008855154965211892	0.010256410256410256
0_0.1	-1_0.2	0_0.1	13	0.008222643896268185	0.009523809523809525
0_0.1	-10_0.1	0_0.1	26	0.01644528779253637	0.01904761904761905
0_0.1	-3_0.2	0_0.1	11	0.006957621758380772	0.00805860805860806
0_0.1>-5_0.1	0_0.1	-5_0.1	14	0.09722222222222222	0.24561403508771928
0_0.1>-5_0.1	128_0.1	-5_0.1	43	0.2986111111111111	0.7543859649122807
-5_0.1	2_0.1	-5_0.1	24	0.018223234624145785	0.021409455842997322
-5_0.1	-1_0.1	-5_0.1	73	0.0554290053151101	0.06512042818911686
-5_0.1	0_0.2	-5_0.1	13	0.009870918754745633	0.01159678858162355
-5_0.1	0_0.1	-5_0.1	56	0.0425208807896735	0.049955396966993755
-5_0.1	-5_0.2	-5_0.1	24	0.018223234624145785	0.021409455842997322
-5_0.1	-5_0.1	-5_0.1	430	0.32649962034927865	0.3835860838537021
-5_0.1	128_0.1	-5_0.1	145	0.11009870918754745	0.12934879571810884
-5_0.1	-2_0.1	-5_0.1	19	0.01442672741078208	0.01694915254237288
-5_0.1	-3_0.1	-5_0.1	57	0.04328018223234624	0.05084745762711865
-5_0.1	-7_0.1	-5_0.1	41	0.031131359149582385	0.036574487065120426
-5_0.1	-8_0.2	-5_0.1	21	0.015945330296127564	0.01873327386262266
-5_0.1	-10_0.1	-5_0.1	33	0.025056947608200455	0.029438001784121322
-5_0.1	-8_0.1	-5_0.1	65	0.04935459377372817	0.05798394290811775
-5_0.1	-6_0.1	-5_0.1	22	0.016704631738800303	0.019625334522747548
-5_0.1	4_0.1	-5_0.1	40	0.030372057706909643	0.03568242640499554
-5_0.1	-12_0.1	-5_0.1	23	0.017463933181473046	0.020517395182872437
-5_0.1	128_0.2	-5_0.1	35	0.026575550493545937	0.031222123104371096
0_0.1>-5_0.1>0_0.1	0_0.1	0_0.1	16	0.6153846153846154	1.0
-5_0.1>0_0.1	7_0.1	0_0.1	15	0.09615384615384616	0.19230769230769232
-5_0.1>0_0.1	-8_0.1	0_0.1	39	0.25	0.5
-5_0.1>0_0.1	-5_0.1	0_0.1	24	0.15384615384615385	0.3076923076923077
0_0.1>2_0.1	5_0.1	2_0.1	49	0.23333333333333334	1.0
0_0.1>2_0.1>0_0.1	0_0.1	0_0.1	24	0.5217391304347826	1.0
-5_0.1>-3_0.1	0_0.1	-3_0.1	31	0.38271604938271603	1.0
-3_0.1	0_0.1	-3_0.1	70	0.08849557522123894	0.10494752623688156
-3_0.1	-6_0.1	-3_0.1	35	0.04424778761061947	0.05247376311844078
-3_0.1	0_0.2	-3_0.1	11	0.01390644753476612	0.01649175412293853
-3_0.1	128_0.1	-3_0.1	61	0.07711757269279393	0.09145427286356822
-3_0.1	-5_0.1	-3_0.1	44	0.05562579013906448	0.06596701649175413
-3_0.1	-3_0.1	-3_0.1	246	0.3109987357774968	0.36881559220389803
-3_0.1	-7_0.1	-3_0.1	42	0.05309734513274336	0.06296851574212893
-3_0.1	-1_0.1	-3_0.1	79	0.09987357774968394	0.1184407796101949
-3_0.1	128_0.2	-3_0.1	15	0.018963337547408345	0.022488755622188907
-3_0.1	-3_0.2	-3_0.1	13	0.01643489254108723	0.019490254872563718
-3_0.1	-10_0.1	-3_0.1	10	0.012642225031605562	0.014992503748125937
-3_0.1	5_0.1	-3_0.1	17	0.021491782553729456	0.025487256371814093
-3_0.1	-8_0.1	-3_0.1	14	0.017699115044247787	0.020989505247376312
-3_0.1	-7_0.2	-3_0.1	10	0.012642225031605562	0.014992503748125937
-5_0.1>-3_0.1>-1_0.1	2_0.1	-1_0.1	26	0.6190476190476191	1.0
-3_0.1>-1_0.1	2_0.1	-1_0.1	37	0.4157303370786517	0.7254901960784313
-3_0.1>-1_0.1	-1_0.1	-1_0.1	14	0.15730337078651685	0.27450980392156865
-1_0.1	2_0.1	-1_0.1	107	0.10398445092322643	0.12907117008443908
-1_0.1	128_0.1	-1_0.1	62	0.06025267249757046	0.07478890229191798
-1_0.1	-1_0.2	-1_0.1	25	0.024295432458697766	0.030156815440289506
-1_0.1	-1_0.1	-1_0.1	300	0.2915451895043732	0.3618817852834741
-1_0.1	-3_0.1	-1_0.1	50	0.04859086491739553	0.06031363088057901
-1_0.1	-7_0.1	-1_0.1	13	0.012633624878522837	0.015681544028950542
-1_0.1	128_0.2	-1_0.1	13	0.012633624878522837	0.015681544028950542
-1_0.1	0_0.1	-1_0.1	111	0.10787172011661808	0.1338962605548854
-1_0.1	-5_0.1	-1_0.1	77	0.07482993197278912	0.09288299155609167
-1_0.1	-4_0.1	-1_0.1	12	0.011661807580174927	0.014475271411338963
-1_0.1	128_0.4	-1_0.1	10	0.009718172983479106	0.012062726176115802
-1_0.1	-2_0.1	-1_0.1	12	0.011661807580174927	0.014475271411338963
-1_0.1	-10_0.1	-1_0.1	16	0.015549076773566569	0.019300361881785282
-1_0.1	0_0.4	-1_0.1	10	0.009718172983479106	0.012062726176115802
-1_0.1	7_0.1	-1_0.1	11	0.010689990281827016	0.013268998793727383
-5_0.1>-3_0.1>-1_0.1>0_0.1	4_0.1	0_0.1	22	0.7586206896551724	1.0
-3_0.1>-1_0.1>0_0.1	4_0.1	0_0.1	28	0.6363636363636364	1.0
-1_0.1>0_0.1	4_0.1	0_0.1	46	0.25274725274725274	0.5679012345679012
-1_0.1>0_0.1	0_0.1	0_0.1	35	0.19230769230769232	0.43209876543209874
-3_0.1>-1_0.1>0_0.1>2_0.1	5_0.1	2_0.1	12	0.36363636363636365	1.0
-1_0.1>0_0.1>2_0.1	2_0.1	2_0.1	11	0.171875	0.3793103448275862
-1_0.1>0_0.1>2_0.1	-1_0.1	2_0.1	18	0.28125	0.6206896551724138
3_0.1	3_0.1	3_0.1	121	0.33060109289617484	0.41580756013745707
3_0.1	7_0.1	3_0.1	33	0.09016393442622951	0.1134020618556701
3_0.1	7_0.2	3_0.1	14	0.03825136612021858	0.048109965635738834
3_0.1	128_0.2	3_0.1	10	0.0273224043715847	0.03436426116838488
3_0.1	6_0.1	3_0.1	18	0.04918032786885246	0.061855670103092786
3_0.1	2_0.1	3_0.1	21	0.05737704918032787	0.07216494845360824
3_0.1	5_0.1	3_0.1	17	0.04644808743169399	0.058419243986254296
3_0.1	128_0.1	3_0.1	16	0.04371584699453552	0.054982817869415807
3_0.1	4_0.1	3_0.1	17	0.04644808743169399	0.058419243986254296
3_0.1	0_0.1	3_0.1	24	0.06557377049180328	0.08247422680412371
5_0.1	2_0.1	5_0.1	162	0.13659359190556492	0.15637065637065636
5_0.1	9_0.1	5_0.1	79	0.06661045531197302	0.07625482625482626
5_0.1	5_0.1	5_0.1	272	0.22934232715008432	0.2625482625482625
5_0.1	4_0.1	5_0.1	91	0.07672849915682968	0.08783783783783784
5_0.1	128_0.1	5_0.1	61	0.05143338954468803	0.05888030888030888
5_0.1	2_0.2	5_0.1	17	0.01433389544688027	0.016409266409266408
5_0.1	-2_0.1	5_0.1	18	0.01517706576728499	0.017374517374517374
5_0.1	8_0.1	5_0.1	13	0.010961214165261383	0.012548262548262547
5_0.1	11_0.1	5_0.1	15	0.012647554806070826	0.01447876447876448
5_0.1	-3_0.1	5_0.1	12	0.01011804384485666	0.011583011583011582
5_0.1	3_0.1	5_0.1	19	0.016020236087689713	0.01833976833976834
5_0.1	-1_0.1	5_0.1	22	0.01854974704890388	0.021235521235521235
5_0.1	9_0.2	5_0.1	18	0.01517706576728499	0.017374517374517374
5_0.1	5_0.2	5_0.1	41	0.03456998313659359	0.03957528957528957
5_0.1	10_0.1	5_0.1	11	0.00927487352445194	0.010617760617760617
5_0.1	14_0.1	5_0.1	15	0.012647554806070826	0.01447876447876448
5_0.1	0_0.1	5_0.1	18	0.01517706576728499	0.017374517374517374
5_0.1	4_0.2	5_0.1	12	0.01011804384485666	0.011583011583011582
5_0.1	7_0.1	5_0.1	79	0.06661045531197302	0.07625482625482626
5_0.1	12_0.1	5_0.1	15	0.012647554806070826	0.01447876447876448
5_0.1	128_0.2	5_0.1	13	0.010961214165261383	0.012548262548262547
5_0.1	2_0.5	5_0.1	13	0.010961214165261383	0.012548262548262547
5_0.1	23_0.1	5_0.1	10	0.008431703204047217	0.009652509652509652
5_0.1	7_0.2	5_0.1	10	0.008431703204047217	0.009652509652509652
5_0.1>3_0.1	0_0.1	3_0.1	11	0.24444444444444444	1.0
5_0.1>7_0.1	5_0.1	7_0.1	23	0.0888030888030888	0.1885245901639344
5_0.1>7_0.1	7_0.1	7_0.1	99	0.38223938223938225	0.8114754098360656
5_0.1>7_0.1>9_0.1	12_0.1	9_0.1	28	0.417910447761194	1.0
7_0.1>9_0.1	12_0.1	9_0.1	85	0.31954887218045114	0.5448717948717948
7_0.1>9_0.1	9_0.1	9_0.1	36	0.13533834586466165	0.23076923076923078
7_0.1>9_0.1	7_0.1	9_0.1	35	0.13157894736842105	0.22435897435897437
9_0.1	12_0.2	9_0.1	14	0.011326860841423949	0.013270142180094787
9_0.1	5_0.1	9_0.1	131	0.10598705501618123	0.12417061611374408
9_0.1	12_0.1	9_0.1	165	0.13349514563106796	0.15639810426540285
9_0.1	9_0.1	9_0.1	241	0.19498381877022652	0.22843601895734597
9_0.1	11_0.1	9_0.1	47	0.03802588996763754	0.04454976303317536
9_0.1	6_0.1	9_0.1	80	0.06472491909385113	0.07582938388625593
9_0.1	7_0.1	9_0.1	93	0.07524271844660194	0.0881516587677725
9_0.1	128_0.1	9_0.1	84	0.06796116504854369	0.07962085308056872
9_0.1	13_0.1	9_0.1	14	0.011326860841423949	0.013270142180094787
9_0.1	7_0.2	9_0.1	14	0.011326860841423949	0.013270142180094787
9_0.1	9_0.5	9_0.1	20	0.016181229773462782	0.018957345971563982
9_0.1	4_0.1	9_0.1	20	0.016181229773462782	0.018957345971563982
9_0.1	9_0.2	9_0.1	36	0.02912621359223301	0.034123222748815164
9_0.1	8_0.1	9_0.1	23	0.0186084142394822	0.021800947867298578
9_0.1	6_0.2	9_0.1	10	0.008090614886731391	0.009478672985781991
9_0.1	128_0.2	9_0.1	15	0.012135922330097087	0.014218009478672985
9_0.1	2_0.1	9_0.1	32	0.025889967637540454	0.03033175355450237
9_0.1	14_0.1	9_0.1	16	0.012944983818770227	0.015165876777251185
7_0.1>9_0.1>11_0.1	14_0.1	11_0.1	50	0.5434782608695652	1.0
9_0.1>11_0.1	7_0.1	11_0.1	10	0.04504504504504504	0.12048192771084337
9_0.1>11_0.1	14_0.1	11_0.1	73	0.32882882882882886	0.8795180722891566
128_2.0	128_0.1	128_2.0	18	0.28125	1.0
128_0.2>0_0.2	0_0.2	0_0.2	19	0.2111111111111111	1.0
128_0.2>0_0.2>128_0.2	128_0.2	128_0.2	22	0.5641025641025641	1.0
128_0.2>2_0.2	2_0.2	2_0.2	26	0.16774193548387098	0.4642857142857143
128_0.2>2_0.2	3_0.2	2_0.2	18	0.11612903225806452	0.32142857142857145
128_0.2>2_0.2	128_0.2	2_0.2	12	0.07741935483870968	0.21428571428571427
128_0.2>2_0.2>128_0.2	128_0.2	128_0.2	41	0.6507936507936508	1.0
2_0.2>128_0.2	128_0.2	128_0.2	62	0.5636363636363636	0.8378378378378378
2_0.2>128_0.2	128_0.1	128_0.2	12	0.10909090909090909	0.16216216216216217
128_0.2>2_0.2>128_0.2>2_0.2>128_0.2	128_0.2	128_0.2	13	0.8666666666666667	1.0
128_0.2>3_0.2>128_0.2	128_0.2	128_0.2	10	0.6666666666666666	1.0
-7_1.0	128_0.1	-7_1.0	11	0.2894736842105263	1.0
-2_0.1	2_0.1	-2_0.1	18	0.06716417910447761	0.10714285714285714
-2_0.1	128_0.1	-2_0.1	16	0.05970149253731343	0.09523809523809523
-2_0.1	-2_0.1	-2_0.1	63	0.23507462686567165	0.375
-2_0.1	-4_0.1	-2_0.1	12	0.04477611940298507	0.07142857142857142
-2_0.1	-3_0.1	-2_0.1	22	0.08208955223880597	0.13095238095238096
-2_0.1	-5_0.1	-2_0.1	27	0.10074626865671642	0.16071428571428573
-2_0.1	0_0.1	-2_0.1	10	0.03731343283582089	0.05952380952380952
10_0.1	10_0.1	10_0.1	60	0.19480519480519481	0.3225806451612903
10_0.1	7_0.1	10_0.1	53	0.17207792207792208	0.2849462365591398
10_0.1	14_0.1	10_0.1	17	0.05519480519480519	0.0913978494623656
10_0.1	12_0.1	10_0.1	15	0.048701298701298704	0.08064516129032258
10_0.1	9_0.1	10_0.1	25	0.08116883116883117	0.13440860215053763
10_0.1	128_0.1	10_0.1	16	0.05194805194805195	0.08602150537634409
14_0.2>12_0.2	12_0.2	12_0.2	13	0.1368421052631579	0.4482758620689655
14_0.2>12_0.2	9_0.2	12_0.2	16	0.16842105263157894	0.5517241379310345
12_0.2>128_0.1>7_0.2	12_0.2	7_0.2	10	0.2564102564102564	0.47619047619047616
12_0.2>128_0.1>7_0.2	7_0.2	7_0.2	11	0.28205128205128205	0.5238095238095238
128_0.1>7_0.2	7_0.2	7_0.2	442	0.4547325102880658	1.0
128_0.1>7_0.2>128_0.1	128_0.1	128_0.1	716	0.839390386869871	1.0
128_0.1>7_0.2>128_0.1>12_0.2	7_0.2	12_0.2	16	0.5	1.0
7_0.2>128_0.1>12_0.2	7_0.2	12_0.2	16	0.37209302325581395	1.0
128_0.1>12_0.2>14_0.2	19_0.2	14_0.2	15	0.75	1.0
