Path	Target	Source	Support	Confidence	Probability
-3_0.2	7_0.2	-3_0.2	16	0.017660044150110375	0.021798365122615803
-3_0.2	-7_0.2	-3_0.2	56	0.06181015452538632	0.07629427792915532
-3_0.2	-10_0.2	-3_0.2	17	0.018763796909492272	0.02316076294277929
-3_0.2	6_0.2	-3_0.2	13	0.01434878587196468	0.017711171662125342
-3_0.2>-12_0.2	-12_0.7	-12_0.2	16	0.8	1.0
0_0.2	0_0.2	0_0.2	833	0.37658227848101267	0.4296028880866426
0_0.2	-2_0.2	0_0.2	31	0.014014466546112115	0.01598762248581743
0_0.2	128_0.2	0_0.2	26	0.011754068716094032	0.013408973697782363
0_0.2	0_0.1	0_0.2	71	0.03209764918625678	0.036616812790097986
0_0.2	2_0.2	0_0.2	116	0.05244122965641953	0.059824651882413614
0_0.2	2_0.1	0_0.2	18	0.0081374321880651	0.009283135636926251
0_0.2	128_0.1	0_0.2	83	0.03752260397830018	0.042805569881382156
0_0.2	-8_0.2	0_0.2	21	0.00949367088607595	0.010830324909747292
0_0.2	4_0.2	0_0.2	104	0.04701627486437613	0.05363589479112945
0_0.2	-3_0.1	0_0.2	12	0.0054249547920434	0.006188757091284167
0_0.2	5_0.2	0_0.2	25	0.011301989150090416	0.012893243940175348
0_0.2	7_0.2	0_0.2	39	0.01763110307414105	0.020113460546673543
0_0.2	-3_0.2	0_0.2	108	0.048824593128390596	0.0556988138215575
0_0.2	12_0.2	0_0.2	23	0.010397830018083183	0.01186178442496132
0_0.2	-7_0.2	0_0.2	16	0.007233273056057866	0.008251676121712223
0_0.2	-5_0.2	0_0.2	67	0.030289330922242313	0.03455389375966993
0_0.2	3_0.2	0_0.2	34	0.015370705244122965	0.017534811758638472
0_0.2	-1_0.2	0_0.2	130	0.05877034358047016	0.06704486848891181
0_0.2	-4_0.2	0_0.2	42	0.0189873417721519	0.021660649819494584
0_0.2	0_0.3	0_0.2	13	0.005877034358047016	0.006704486848891181
0_0.2	4_0.1	0_0.2	11	0.004972875226039783	0.005673027333677153
0_0.2	-3_0.5	0_0.2	12	0.0054249547920434	0.006188757091284167
0_0.2	-9_0.2	0_0.2	36	0.0162748643761302	0.018566271273852502
0_0.2	128_0.5	0_0.2	13	0.005877034358047016	0.006704486848891181
0_0.2	-12_0.2	0_0.2	24	0.0108499095840868	0.012377514182568335
0_0.2	7_0.1	0_0.2	10	0.0045207956600361665	0.005157297576070139
0_0.2	-5_0.1	0_0.2	11	0.004972875226039783	0.005673027333677153
0_0.2	-1_0.4	0_0.2	10	0.0045207956600361665	0.005157297576070139
0_0.2>128_0.1	128_0.1	128_0.1	1162	0.8402024584237165	1.0
128_0.1	-10_0.2	128_0.1	29	0.0008584707379888103	0.0008821292775665399
128_0.1	-12_0.2	128_0.1	91	0.0026938219709304045	0.0027680608365019013
128_0.1	-3_0.2	128_0.1	20	0.0005920487848198691	0.0006083650190114068
128_0.1	128_0.2	128_0.1	934	0.02764867825108789	0.0284106463878327
128_0.1	11_0.2	128_0.1	58	0.0017169414759776206	0.0017642585551330798
128_0.1	128_0.4	128_0.1	677	0.020040851366152572	0.020593155893536122
128_0.1	128_0.1	128_0.1	24857	0.7358278322133743	0.756106463878327
128_0.1	14_0.2	128_0.1	101	0.002989846363340339	0.0030722433460076046
128_0.1	21_0.2	128_0.1	47	0.0013913146443266925	0.001429657794676806
128_0.1	19_0.2	128_0.1	105	0.003108256120304313	0.003193916349809886
128_0.1	128_0.6	128_0.1	457	0.01352831473313401	0.013901140684410646
128_0.1	14_0.1	128_0.1	116	0.0034338829519552413	0.0035285171102661596
128_0.1	4_0.1	128_0.1	104	0.0030786536810633197	0.0031634980988593155
128_0.1	5_0.1	128_0.1	96	0.002841834167135372	0.002920152091254753
128_0.1	9_0.1	128_0.1	96	0.002841834167135372	0.002920152091254753
128_0.1	7_0.1	128_0.1	139	0.004114739054498091	0.004228136882129277
128_0.1	-1_0.1	128_0.1	74	0.002190580503833516	0.002250950570342205
128_0.1	7_0.2	128_0.1	139	0.004114739054498091	0.004228136882129277
128_0.1	0_0.1	128_0.1	101	0.002989846363340339	0.0030722433460076046
128_0.1	0_0.2	128_0.1	72	0.002131375625351529	0.002190114068441065
128_0.1	128_0.3	128_0.1	358	0.010597673248275657	0.010889733840304183
128_0.1	-20_0.2	128_0.1	44	0.0013025073266037122	0.001338403041825095
